119.5121	22.5509	 48.1380	-2.6590	 0.012	 0.012
119.5121	22.6856	 44.5980	-2.4960	 0.012	 0.011
119.5121	22.8203	 42.0470	-2.6520	 0.011	 0.011
119.5121	22.9551	 30.0690	-2.4610	 0.012	 0.012
119.5121	23.0898	 14.1590	-0.9870	 0.012	 0.012
119.5121	23.2246	  6.0210	-1.8550	 0.012	 0.012
119.5121	23.3593	  4.2120	-0.3630	 0.012	 0.012
119.6585	22.5509	 47.8220	-1.7160	 0.012	 0.012
119.6585	22.6856	 45.5830	-0.4720	 0.012	 0.012
119.6585	22.8203	 40.3550	-3.5190	 0.012	 0.012
119.6585	22.9551	 30.0620	-0.6370	 0.012	 0.012
119.6585	23.0898	 12.6180	-0.9430	 0.011	 0.012
119.6585	23.2246	  6.1410	-1.9090	 0.011	 0.012
119.6585	23.3593	  1.8400	-0.8050	 0.012	 0.011
119.8048	22.5509	 47.4140	-0.1650	 0.012	 0.013
119.8048	22.6856	 45.4020	 0.0230	 0.012	 0.011
119.8048	22.8203	 40.5350	-0.4820	 0.012	 0.012
119.8048	22.9551	 29.9740	-0.2320	 0.012	 0.012
119.8048	23.0898	 15.0750	-1.6100	 0.011	 0.012
119.8048	23.2246	  8.6380	-2.0930	 0.012	 0.012
119.8048	23.3593	  5.0550	-1.2550	 0.012	 0.012
119.9512	22.5509	 45.8610	-0.4580	 0.012	 0.012
119.9512	22.6856	 44.5590	 0.3060	 0.012	 0.012
119.9512	22.8203	 39.1620	-1.4480	 0.012	 0.012
119.9512	22.9551	 30.6300	-1.1320	 0.013	 0.012
119.9512	23.0898	 15.7500	 2.3960	 0.012	 0.012
119.9512	23.2246	  8.0740	-1.2640	 0.012	 0.012
119.9512	23.3593	  2.3610	 1.2750	 0.012	 0.012
120.0976	22.5509	 46.8870	 0.7230	 0.012	 0.011
120.0976	22.6856	 43.5310	-0.8500	 0.012	 0.012
120.0976	22.8203	 39.8750	-0.4220	 0.011	 0.011
120.0976	22.9551	 31.1080	-0.5580	 0.012	 0.012
120.0976	23.0898	 15.3200	 0.1450	 0.012	 0.012
120.0976	23.2246	  7.0310	 1.0300	 0.011	 0.012
120.0976	23.3593	  4.4680	-1.9030	 0.012	 0.012
120.2440	22.5509	 48.1980	 2.1530	 0.012	 0.012
120.2440	22.6856	 43.9430	 0.8880	 0.012	 0.012
120.2440	22.8203	 39.1560	-0.5030	 0.012	 0.012
120.2440	22.9551	 29.2130	-0.1460	 0.012	 0.012
120.2440	23.0898	 13.9020	 0.3260	 0.011	 0.012
120.2440	23.2246	  6.2620	 0.3380	 0.012	 0.012
120.2440	23.3593	  4.2160	 1.3180	 0.011	 0.011
120.3903	22.5509	 44.6790	 1.6480	 0.012	 0.012
120.3903	22.6856	 45.2760	 0.3570	 0.012	 0.012
120.3903	22.8203	 40.3230	 0.5550	 0.012	 0.011
120.3903	22.9551	 31.7710	 1.1490	 0.011	 0.011
120.3903	23.0898	 13.5850	 0.5800	 0.012	 0.013
120.3903	23.2246	  6.3460	 1.8200	 0.012	 0.011
120.3903	23.3593	  2.2610	 0.0210	 0.012	 0.013
