 4
2001  0.12129  0.07227
2001  0.11962  0.07184
1002  0.12125 -0.07205
1002  0.11973 -0.07149
1004  0.18160  0.74733
4001  0.18161 -0.74729
4003  0.13354 -0.21635
3004  0.13378  0.21672
3002  0.17222 -0.60317
2003  0.17212  0.60285
-99 1. 1.
1 
4  21.43331
1   ' B067'
2   ' B039'
3   ' B115'
4   ' BM1 '
