 4
1002  0.15176  0.03057
2001  0.15171 -0.03013
2003  0.12862  0.34755
3002  0.12864 -0.34717
3004  0.18107  0.22544
3004  0.18114  0.22548
4003  0.18102 -0.22541
4003  0.18106 -0.22573
4001  0.17222 -0.60317
1004  0.17212  0.60285
-99 1. 1.
1
1  0.0000
1   ' B039'
2   ' B044'
3   ' B126'
4   ' B115 '
