432000 28 22024742.141 115740692.117 0 42.6
432000 25 20272773.82 106534159.416 0 46.3
432000 10 20357915.953 106981504.251 0 47.8
432000 23 20949747.711 110091572.422 0 43.9
432000 24 24866443.852 130673876.355 0 29.9
432000 31 23653745 124301193.111 0 37.1
432000 12 22486331.664 118166432.372 0 40.9
432000 26 25077758.391 131784486.26 0 31.4
432000 18 25440877.414 133692449.594 0 32.7
432000 32 22270445.195 117032024.162 0 43.5
432030 28 22018178.758 115706201.337 0 42.6
432030 25 20270543.664 106522440.163 0 45.7
432030 10 20353973.758 106960789.737 0 48.3
432030 23 20963440.508 110163527.951 0 43.2
432030 24 24883410.438 130763032.276 0 29.1
432030 31 23640052.086 124229235.779 0 37.3
432030 12 22497151.047 118223288.217 0 39.9
432030 26 25056040.688 131670355.736 0 31.8
432030 18 25455858.492 133771172.156 0 32.6
432030 32 22261024.203 116982516.059 0 43.3
432060 28 22011670.367 115671998.378 0 42.4
432060 25 20268432.492 106511345.525 0 45.8
432060 10 20350143.172 106940659.771 0 47.2
432060 23 20977221.164 110235946.613 0 43.2
432060 24 24900356.375 130852082.945 0 29.2
432060 31 23626407.703 124157534.647 0 36.5
432060 12 22508067.711 118280655.701 0 40
432060 26 25034317.203 131556206.212 0 31.4
432060 18 25470788.344 133849635.131 0 32.8
432060 32 22251603.719 116933008.728 0 43.3
432090 28 22005216.438 115638083.544 0 40.4
432090 25 20266440.492 106500877.213 0 46
432090 10 20346424.453 106921116.722 0 48.4
432090 23 20991090.188 110308827.439 0 43
432090 24 24917281.906 130941028.683 0 29.2
432090 31 23612812.633 124086091.297 0 35.7
432090 12 22519081.969 118338534.296 0 39.4
432090 26 25012593.586 131442041.032 0 31.9
432090 18 25485670.469 133927837.889 0 30.5
432090 32 22242182.914 116883504.243 0 43.6
432120 28 21998817.016 115604453.892 0 42.1
432120 25 20264567.414 106491033.666 0 46.6
432120 10 20342816.945 106902159.8 0 48.6
432120 23 21005046.297 110382166.152 0 44.2
432120 24 24934189.281 131029866.548 0 28.4
432120 31 23599265.859 124014903.804 0 36.6
432120 12 22530192.055 118396919.634 0 39.5
432120 26 24990865.258 131327860.569 0 30.4
432120 18 25500502.328 134005776.534 0 30.1
432120 32 22232762.93 116834001.493 0 43.2
432150 28 21992471.813 115571108.567 0 41.7
432150 25 20262813.125 106481815.402 0 45.9
432150 10 20339321.281 106883790.216 0 47.8
432150 23 21019089.117 110455960.609 0 43.5
432150 24 24951073.609 NaN 0 27.9
432150 31 23585768.391 123943972.37 0 37.2
432150 12 22541398.5 118455809.893 0 39.5
432150 26 24969134.586 131213667.109 0 30.1
432150 18 25515282.336 134083449.077 0 29.3
432150 32 22223343.453 116784501.504 0 43.1
432180 28 21986180.211 115538047.256 0 41.2
432180 25 20261178.273 106473223.487 0 46.1
432180 10 20335937.727 106866009.737 0 48.8
432180 23 21033217.938 110530209.167 0 43.7
432180 24 24967937.523 131207216.181 0 28.3
432180 31 23572319.016 123873297.56 0 36.2
432180 12 22552700.906 118515203.557 0 40.5
432180 26 24947402.828 131099463.528 0 30.3
432180 18 25530012.516 134160854.253 0 31.6
432180 32 22213924.805 116735005.758 0 42.9
432210 28 21979942.781 115505269.14 0 42
432210 25 20259662.375 106465258.419 0 45.9
432210 10 20332666.781 106848819.543 0 49.5
432210 23 21047433.211 110604909.703 0 43.7
432210 24 24984780.242 131295727.031 0 29.8
432210 31 23558918.914 123802879.867 0 36.8
432210 12 22564098.719 118575099.086 0 39.8
