Point ID,X (ECEF),Y (ECEF),Z (ECEF)
AUTO1074,-2956584.485,5075878.988,2476667.604
AUTO1075,-2956584.488,5075878.99,2476667.608
AUTO1076,-2956584.487,5075878.988,2476667.609
AUTO1077,-2956584.49,5075878.988,2476667.616
AUTO1078,-2956584.486,5075878.99,2476667.612
AUTO1079,-2956584.49,5075878.992,2476667.614
AUTO1080,-2956584.488,5075878.992,2476667.609
AUTO1081,-2956584.489,5075878.991,2476667.616
AUTO1082,-2956584.493,5075878.993,2476667.615
AUTO1083,-2956584.483,5075878.984,2476667.61
AUTO1084,-2956584.489,5075878.991,2476667.61
AUTO1085,-2956584.488,5075878.995,2476667.613
AUTO1086,-2956584.487,5075878.993,2476667.611
AUTO1087,-2956584.488,5075878.993,2476667.612
AUTO1088,-2956584.485,5075878.989,2476667.61
AUTO1089,-2956584.485,5075878.987,2476667.608
AUTO1090,-2956584.489,5075878.993,2476667.609
AUTO1091,-2956584.488,5075878.992,2476667.611
AUTO1092,-2956584.484,5075878.991,2476667.607
AUTO1093,-2956584.486,5075878.994,2476667.615
AUTO1094,-2956584.485,5075878.994,2476667.609
AUTO1095,-2956584.485,5075878.991,2476667.609
AUTO1096,-2956584.487,5075878.993,2476667.612
AUTO1097,-2956584.487,5075878.99,2476667.611
AUTO1098,-2956584.487,5075878.996,2476667.61
AUTO1099,-2956584.495,5075879.002,2476667.614
AUTO1100,-2956584.492,5075879,2476667.613
AUTO1101,-2956584.489,5075878.995,2476667.611
AUTO1102,-2956584.491,5075878.995,2476667.614
AUTO1103,-2956584.488,5075878.993,2476667.612
AUTO1104,-2956584.49,5075878.996,2476667.61
AUTO1105,-2956584.489,5075878.994,2476667.613
AUTO1106,-2956584.488,5075878.992,2476667.614
AUTO1107,-2956584.491,5075878.994,2476667.614
AUTO1108,-2956584.486,5075878.99,2476667.609
AUTO1109,-2956584.486,5075878.988,2476667.607
AUTO1110,-2956584.49,5075878.998,2476667.612
AUTO1111,-2956584.488,5075878.991,2476667.611
AUTO1112,-2956584.492,5075878.995,2476667.611
AUTO1113,-2956584.485,5075878.99,2476667.606
AUTO1114,-2956584.487,5075878.991,2476667.608
AUTO1115,-2956584.487,5075878.989,2476667.609
AUTO1116,-2956584.489,5075878.991,2476667.612
AUTO1117,-2956584.49,5075878.992,2476667.613
AUTO1118,-2956584.488,5075878.991,2476667.61
AUTO1119,-2956584.487,5075878.987,2476667.609
AUTO1120,-2956584.487,5075878.991,2476667.609
AUTO1121,-2956584.485,5075878.992,2476667.612
AUTO1122,-2956584.489,5075878.994,2476667.611
AUTO1123,-2956584.488,5075878.996,2476667.612
AUTO1124,-2956584.493,5075879,2476667.609
AUTO1125,-2956584.488,5075878.995,2476667.611
AUTO1126,-2956584.488,5075878.994,2476667.61
AUTO1127,-2956584.488,5075878.991,2476667.608
AUTO1128,-2956584.484,5075878.99,2476667.609
AUTO1129,-2956584.486,5075878.989,2476667.611
AUTO1130,-2956584.484,5075878.988,2476667.608
AUTO1131,-2956584.487,5075878.991,2476667.61
AUTO1132,-2956584.486,5075878.995,2476667.61
AUTO1133,-2956584.489,5075878.991,2476667.612
AUTO1134,-2956584.486,5075878.989,2476667.611
AUTO1135,-2956584.488,5075878.989,2476667.611
AUTO1136,-2956584.483,5075878.986,2476667.608
AUTO1137,-2956584.486,5075878.99,2476667.61
AUTO1138,-2956584.489,5075878.989,2476667.612
AUTO1139,-2956584.486,5075878.988,2476667.61
AUTO1140,-2956584.485,5075878.992,2476667.614
AUTO1141,-2956584.487,5075878.991,2476667.612
AUTO1142,-2956584.489,5075878.992,2476667.613
AUTO1143,-2956584.485,5075878.99,2476667.611
AUTO1144,-2956584.488,5075878.992,2476667.616
AUTO1145,-2956584.489,5075878.992,2476667.617
AUTO1146,-2956584.488,5075878.996,2476667.614
AUTO1147,-2956584.486,5075878.993,2476667.614
AUTO1148,-2956584.491,5075878.996,2476667.617
AUTO1149,-2956584.489,5075878.996,2476667.616
AUTO1150,-2956584.484,5075878.991,2476667.612
AUTO1151,-2956584.486,5075878.995,2476667.608
AUTO1152,-2956584.486,5075878.989,2476667.609
AUTO1153,-2956584.488,5075878.991,2476667.611
AUTO1154,-2956584.486,5075878.992,2476667.611
AUTO1155,-2956584.486,5075878.989,2476667.611
AUTO1156,-2956584.486,5075878.99,2476667.615
AUTO1157,-2956584.486,5075878.991,2476667.609
AUTO1158,-2956584.482,5075878.988,2476667.608
AUTO1159,-2956584.485,5075878.989,2476667.612
AUTO1160,-2956584.488,5075878.995,2476667.614
AUTO1161,-2956584.482,5075878.986,2476667.611
AUTO1162,-2956584.487,5075878.987,2476667.609
AUTO1163,-2956584.487,5075878.992,2476667.612
AUTO1164,-2956584.482,5075878.989,2476667.609
AUTO1165,-2956584.484,5075878.987,2476667.612
AUTO1166,-2956584.484,5075878.99,2476667.613
AUTO1167,-2956584.483,5075878.993,2476667.617
AUTO1168,-2956584.486,5075878.995,2476667.616
AUTO1169,-2956584.483,5075878.993,2476667.618
AUTO1170,-2956584.488,5075878.993,2476667.614
AUTO1171,-2956584.483,5075878.99,2476667.611
AUTO1172,-2956584.486,5075878.992,2476667.617
AUTO1173,-2956584.482,5075878.991,2476667.614
AUTO1174,-2956584.487,5075878.995,2476667.614
AUTO1175,-2956584.486,5075878.991,2476667.613
AUTO1176,-2956584.488,5075878.998,2476667.616
AUTO1177,-2956584.488,5075878.999,2476667.619
AUTO1178,-2956584.486,5075878.998,2476667.612
AUTO1179,-2956584.489,5075878.996,2476667.618
AUTO1180,-2956584.49,5075878.997,2476667.615
AUTO1181,-2956584.488,5075879.001,2476667.622
AUTO1182,-2956584.486,5075878.996,2476667.611
AUTO1183,-2956584.485,5075878.995,2476667.615
AUTO1184,-2956584.487,5075878.99,2476667.609
AUTO1185,-2956584.481,5075878.991,2476667.613
AUTO1186,-2956584.485,5075878.999,2476667.62
AUTO1187,-2956584.489,5075878.998,2476667.614
AUTO1188,-2956584.483,5075878.992,2476667.617
AUTO1189,-2956584.486,5075878.995,2476667.616
AUTO1190,-2956584.485,5075878.993,2476667.613
AUTO1191,-2956584.487,5075878.994,2476667.618
AUTO1192,-2956584.485,5075878.994,2476667.618
AUTO1193,-2956584.487,5075879,2476667.619
AUTO1194,-2956584.485,5075878.996,2476667.62
AUTO1195,-2956584.482,5075878.993,2476667.62
AUTO1196,-2956584.485,5075878.995,2476667.619
AUTO1197,-2956584.489,5075878.997,2476667.617
AUTO1198,-2956584.484,5075878.997,2476667.618
AUTO1199,-2956584.485,5075878.998,2476667.622
AUTO1200,-2956584.486,5075878.993,2476667.621
AUTO1201,-2956584.489,5075878.999,2476667.62
AUTO1202,-2956584.484,5075878.992,2476667.615
AUTO1203,-2956584.485,5075878.993,2476667.616
AUTO1204,-2956584.48,5075878.99,2476667.611
AUTO1205,-2956584.485,5075878.996,2476667.616
AUTO1206,-2956584.485,5075878.997,2476667.615
AUTO1207,-2956584.488,5075878.996,2476667.613
AUTO1208,-2956584.488,5075878.997,2476667.616
AUTO1209,-2956584.485,5075878.993,2476667.614
AUTO1210,-2956584.486,5075878.995,2476667.611
AUTO1211,-2956584.488,5075878.997,2476667.614
AUTO1212,-2956584.488,5075878.994,2476667.609
AUTO1213,-2956584.484,5075878.989,2476667.609
AUTO1214,-2956584.489,5075878.996,2476667.617
AUTO1215,-2956584.489,5075878.995,2476667.616
AUTO1216,-2956584.482,5075878.992,2476667.61
AUTO1217,-2956584.487,5075878.996,2476667.616
AUTO1218,-2956584.483,5075878.991,2476667.613
AUTO1219,-2956584.484,5075878.992,2476667.61
AUTO1220,-2956584.482,5075878.991,2476667.609
AUTO1221,-2956584.486,5075878.991,2476667.611
AUTO1222,-2956584.484,5075878.993,2476667.611
AUTO1223,-2956584.488,5075878.994,2476667.615
AUTO1224,-2956584.483,5075878.993,2476667.613
AUTO1225,-2956584.486,5075878.991,2476667.613
AUTO1226,-2956584.485,5075878.991,2476667.608
AUTO1227,-2956584.49,5075878.997,2476667.62
AUTO1228,-2956584.49,5075878.999,2476667.612
AUTO1229,-2956584.486,5075878.992,2476667.614
AUTO1230,-2956584.485,5075878.993,2476667.612
AUTO1231,-2956584.487,5075878.991,2476667.615
AUTO1232,-2956584.49,5075878.992,2476667.611
AUTO1233,-2956584.489,5075878.992,2476667.612
AUTO1234,-2956584.486,5075878.99,2476667.608
AUTO1235,-2956584.482,5075878.988,2476667.608
AUTO1236,-2956584.482,5075878.987,2476667.606
AUTO1237,-2956584.488,5075878.99,2476667.606
AUTO1238,-2956584.482,5075878.989,2476667.608
AUTO1239,-2956584.481,5075878.988,2476667.603
AUTO1240,-2956584.485,5075878.991,2476667.61
AUTO1241,-2956584.492,5075878.997,2476667.614
AUTO1242,-2956584.487,5075878.997,2476667.615
AUTO1243,-2956584.486,5075878.99,2476667.606
AUTO1244,-2956584.483,5075878.996,2476667.61
AUTO1245,-2956584.484,5075878.994,2476667.609
AUTO1246,-2956584.485,5075878.995,2476667.609
AUTO1247,-2956584.484,5075878.998,2476667.612
AUTO1248,-2956584.488,5075878.995,2476667.616
AUTO1249,-2956584.485,5075878.992,2476667.608
AUTO1250,-2956584.483,5075878.995,2476667.612
AUTO1251,-2956584.488,5075878.997,2476667.61
AUTO1252,-2956584.484,5075879,2476667.611
AUTO1253,-2956584.485,5075878.993,2476667.608
AUTO1254,-2956584.488,5075878.996,2476667.61
AUTO1255,-2956584.488,5075878.997,2476667.611
AUTO1256,-2956584.488,5075878.997,2476667.61
AUTO1257,-2956584.485,5075878.995,2476667.612
AUTO1258,-2956584.483,5075878.994,2476667.613
AUTO1259,-2956584.484,5075878.99,2476667.609
AUTO1260,-2956584.49,5075878.993,2476667.612
AUTO1261,-2956584.485,5075878.999,2476667.609
AUTO1262,-2956584.487,5075878.995,2476667.609
AUTO1263,-2956584.488,5075878.998,2476667.616
AUTO1264,-2956584.482,5075878.991,2476667.61
AUTO1265,-2956584.488,5075878.997,2476667.613
AUTO1266,-2956584.483,5075878.996,2476667.612
AUTO1267,-2956584.487,5075878.995,2476667.609
AUTO1268,-2956584.482,5075878.995,2476667.612
AUTO1269,-2956584.482,5075878.993,2476667.609
AUTO1270,-2956584.485,5075878.996,2476667.609
AUTO1271,-2956584.486,5075878.997,2476667.612
AUTO1272,-2956584.483,5075878.995,2476667.61
AUTO1273,-2956584.482,5075878.993,2476667.608
AUTO1274,-2956584.483,5075878.996,2476667.61
AUTO1275,-2956584.482,5075878.999,2476667.613
AUTO1276,-2956584.482,5075878.994,2476667.608
AUTO1277,-2956584.482,5075878.991,2476667.607
AUTO1278,-2956584.487,5075878.999,2476667.616
AUTO1279,-2956584.484,5075878.997,2476667.613
AUTO1280,-2956584.479,5075878.99,2476667.606
AUTO1281,-2956584.484,5075878.999,2476667.615
AUTO1282,-2956584.48,5075878.995,2476667.612
AUTO1283,-2956584.482,5075878.999,2476667.611
AUTO1284,-2956584.486,5075879,2476667.614
AUTO1285,-2956584.48,5075878.992,2476667.609
AUTO1286,-2956584.485,5075878.994,2476667.606
AUTO1287,-2956584.485,5075878.998,2476667.61
AUTO1288,-2956584.486,5075879.001,2476667.611
AUTO1289,-2956584.48,5075878.995,2476667.61
AUTO1290,-2956584.479,5075878.993,2476667.605
AUTO1291,-2956584.479,5075878.995,2476667.609
AUTO1292,-2956584.484,5075878.997,2476667.605
AUTO1293,-2956584.485,5075878.997,2476667.607
AUTO1294,-2956584.482,5075878.995,2476667.609
AUTO1295,-2956584.49,5075879.001,2476667.61
AUTO1296,-2956584.482,5075878.992,2476667.606
AUTO1297,-2956584.489,5075878.998,2476667.609
AUTO1298,-2956584.483,5075878.992,2476667.605
AUTO1299,-2956584.484,5075878.997,2476667.608
AUTO1300,-2956584.478,5075878.992,2476667.605
AUTO1301,-2956584.486,5075879,2476667.612
AUTO1302,-2956584.485,5075878.992,2476667.603
AUTO1303,-2956584.485,5075878.997,2476667.607
AUTO1304,-2956584.482,5075878.994,2476667.604
AUTO1305,-2956584.483,5075878.991,2476667.603
AUTO1306,-2956584.483,5075878.989,2476667.606
AUTO1307,-2956584.482,5075878.994,2476667.609
AUTO1308,-2956584.483,5075878.995,2476667.609
AUTO1309,-2956584.481,5075878.997,2476667.61
AUTO1310,-2956584.482,5075878.994,2476667.612
AUTO1311,-2956584.481,5075878.999,2476667.608
AUTO1312,-2956584.485,5075878.997,2476667.609
AUTO1313,-2956584.486,5075879.001,2476667.612
AUTO1314,-2956584.485,5075879,2476667.614
AUTO1315,-2956584.482,5075878.996,2476667.61
AUTO1316,-2956584.483,5075879,2476667.611
AUTO1317,-2956584.48,5075878.998,2476667.612
AUTO1318,-2956584.483,5075878.996,2476667.615
AUTO1319,-2956584.483,5075878.999,2476667.61
AUTO1320,-2956584.485,5075879,2476667.615
AUTO1321,-2956584.484,5075878.995,2476667.607
AUTO1322,-2956584.481,5075878.995,2476667.611
AUTO1323,-2956584.485,5075878.997,2476667.611
AUTO1324,-2956584.486,5075879.001,2476667.613
AUTO1325,-2956584.484,5075879.003,2476667.614
AUTO1326,-2956584.481,5075878.998,2476667.612
AUTO1327,-2956584.483,5075878.997,2476667.61
AUTO1328,-2956584.484,5075878.998,2476667.609
AUTO1329,-2956584.481,5075878.995,2476667.611
AUTO1330,-2956584.477,5075878.992,2476667.61
AUTO1331,-2956584.486,5075878.998,2476667.613
AUTO1332,-2956584.48,5075878.995,2476667.608
AUTO1333,-2956584.482,5075878.996,2476667.612
AUTO1334,-2956584.481,5075878.991,2476667.61
AUTO1335,-2956584.478,5075878.992,2476667.61
AUTO1336,-2956584.482,5075878.996,2476667.611
AUTO1337,-2956584.481,5075878.992,2476667.612
AUTO1338,-2956584.486,5075878.997,2476667.612
AUTO1339,-2956584.483,5075878.994,2476667.615
AUTO1340,-2956584.481,5075878.99,2476667.611
AUTO1341,-2956584.482,5075878.994,2476667.614
AUTO1342,-2956584.483,5075878.992,2476667.615
AUTO1343,-2956584.483,5075878.996,2476667.616
AUTO1344,-2956584.484,5075878.999,2476667.619
AUTO1345,-2956584.48,5075878.995,2476667.615
AUTO1346,-2956584.482,5075878.992,2476667.613
AUTO1347,-2956584.485,5075878.995,2476667.619
AUTO1348,-2956584.484,5075878.992,2476667.612
AUTO1349,-2956584.477,5075878.987,2476667.613
AUTO1350,-2956584.484,5075878.994,2476667.616
AUTO1351,-2956584.483,5075878.988,2476667.612
AUTO1352,-2956584.486,5075878.993,2476667.611
AUTO1353,-2956584.482,5075878.994,2476667.616
AUTO1354,-2956584.486,5075878.994,2476667.613
AUTO1355,-2956584.489,5075878.995,2476667.61
AUTO1356,-2956584.49,5075878.998,2476667.612
AUTO1357,-2956584.486,5075878.996,2476667.611
AUTO1358,-2956584.49,5075878.995,2476667.613
AUTO1359,-2956584.489,5075878.997,2476667.608
AUTO1360,-2956584.49,5075878.997,2476667.611
AUTO1361,-2956584.485,5075878.994,2476667.609
AUTO1362,-2956584.489,5075879,2476667.614
AUTO1363,-2956584.486,5075878.998,2476667.612
AUTO1364,-2956584.488,5075878.999,2476667.611
AUTO1365,-2956584.488,5075879.002,2476667.618
AUTO1366,-2956584.491,5075879,2476667.614
AUTO1367,-2956584.49,5075879.003,2476667.614
AUTO1368,-2956584.489,5075879.001,2476667.616
AUTO1369,-2956584.484,5075878.999,2476667.618
AUTO1370,-2956584.483,5075879.001,2476667.613
AUTO1371,-2956584.485,5075878.997,2476667.613
AUTO1372,-2956584.488,5075878.999,2476667.616
AUTO1373,-2956584.486,5075878.999,2476667.618
AUTO1374,-2956584.49,5075879.004,2476667.617
AUTO1375,-2956584.488,5075878.999,2476667.614
AUTO1376,-2956584.488,5075879.001,2476667.616
AUTO1377,-2956584.487,5075879,2476667.616
AUTO1378,-2956584.486,5075878.995,2476667.614
AUTO1379,-2956584.491,5075879.002,2476667.619
AUTO1380,-2956584.485,5075879,2476667.615
AUTO1381,-2956584.49,5075878.999,2476667.612
AUTO1382,-2956584.485,5075878.995,2476667.611
AUTO1383,-2956584.49,5075878.995,2476667.614
AUTO1384,-2956584.485,5075878.995,2476667.61
AUTO1385,-2956584.483,5075878.989,2476667.61
AUTO1386,-2956584.493,5075879.002,2476667.614
AUTO1387,-2956584.487,5075878.996,2476667.609
AUTO1388,-2956584.485,5075878.994,2476667.61
AUTO1389,-2956584.484,5075878.994,2476667.61
AUTO1390,-2956584.489,5075878.994,2476667.613
AUTO1391,-2956584.481,5075878.992,2476667.605
AUTO1392,-2956584.491,5075878.998,2476667.612
AUTO1393,-2956584.485,5075878.992,2476667.613
AUTO1394,-2956584.487,5075878.994,2476667.61
AUTO1395,-2956584.489,5075878.996,2476667.605
AUTO1396,-2956584.486,5075878.994,2476667.608
AUTO1397,-2956584.489,5075878.996,2476667.609
AUTO1398,-2956584.494,5075879,2476667.61
AUTO1399,-2956584.489,5075878.996,2476667.609
AUTO1400,-2956584.492,5075878.997,2476667.608
AUTO1401,-2956584.49,5075878.996,2476667.61
AUTO1402,-2956584.486,5075878.998,2476667.61
AUTO1403,-2956584.483,5075878.992,2476667.61
AUTO1404,-2956584.488,5075878.996,2476667.61
AUTO1405,-2956584.492,5075878.998,2476667.61
AUTO1406,-2956584.493,5075878.998,2476667.61
AUTO1407,-2956584.491,5075878.997,2476667.61
AUTO1408,-2956584.49,5075878.996,2476667.609
AUTO1409,-2956584.487,5075878.994,2476667.611
AUTO1410,-2956584.494,5075878.996,2476667.612
AUTO1411,-2956584.491,5075879,2476667.615
AUTO1412,-2956584.49,5075878.996,2476667.611
AUTO1413,-2956584.489,5075878.995,2476667.614
AUTO1414,-2956584.492,5075878.996,2476667.611
AUTO1415,-2956584.494,5075879.002,2476667.619
AUTO1416,-2956584.488,5075879.001,2476667.613
AUTO1417,-2956584.488,5075878.995,2476667.612
AUTO1418,-2956584.493,5075878.999,2476667.613
AUTO1419,-2956584.492,5075878.999,2476667.615
AUTO1420,-2956584.494,5075879.001,2476667.614
AUTO1421,-2956584.489,5075878.998,2476667.609
AUTO1422,-2956584.486,5075878.99,2476667.612
AUTO1423,-2956584.488,5075878.992,2476667.612
AUTO1424,-2956584.491,5075878.995,2476667.61
AUTO1425,-2956584.491,5075878.992,2476667.613
AUTO1426,-2956584.487,5075878.988,2476667.612
AUTO1427,-2956584.489,5075878.993,2476667.608
AUTO1428,-2956584.497,5075878.997,2476667.617
AUTO1429,-2956584.49,5075878.994,2476667.612
AUTO1430,-2956584.495,5075878.995,2476667.616
AUTO1431,-2956584.492,5075878.996,2476667.615
AUTO1432,-2956584.492,5075878.992,2476667.612
AUTO1433,-2956584.497,5075878.997,2476667.615
AUTO1434,-2956584.491,5075878.994,2476667.618
AUTO1435,-2956584.501,5075879,2476667.614
AUTO1436,-2956584.493,5075878.998,2476667.612
AUTO1437,-2956584.496,5075878.998,2476667.615
AUTO1438,-2956584.494,5075878.998,2476667.614
AUTO1439,-2956584.494,5075878.994,2476667.614
AUTO1440,-2956584.495,5075878.998,2476667.619
AUTO1441,-2956584.491,5075878.994,2476667.616
AUTO1442,-2956584.492,5075878.999,2476667.616
AUTO1443,-2956584.495,5075878.998,2476667.615
AUTO1444,-2956584.493,5075878.997,2476667.613
AUTO1445,-2956584.495,5075879.001,2476667.621
AUTO1446,-2956584.495,5075878.998,2476667.614
AUTO1447,-2956584.493,5075879,2476667.615
AUTO1448,-2956584.49,5075878.999,2476667.622
AUTO1449,-2956584.491,5075878.996,2476667.62
AUTO1450,-2956584.488,5075878.996,2476667.617
AUTO1451,-2956584.49,5075878.998,2476667.616
AUTO1452,-2956584.491,5075879,2476667.62
AUTO1453,-2956584.489,5075878.996,2476667.616
AUTO1454,-2956584.491,5075879,2476667.619
AUTO1455,-2956584.492,5075879.001,2476667.617
AUTO1456,-2956584.492,5075879.001,2476667.62
AUTO1457,-2956584.494,5075879.002,2476667.622
AUTO1458,-2956584.496,5075879.001,2476667.618
AUTO1459,-2956584.494,5075879.002,2476667.62
AUTO1460,-2956584.496,5075879.003,2476667.622
AUTO1461,-2956584.495,5075879.002,2476667.622
AUTO1462,-2956584.496,5075878.999,2476667.62
AUTO1463,-2956584.493,5075879.001,2476667.62
AUTO1464,-2956584.495,5075879.002,2476667.619
AUTO1465,-2956584.496,5075879.003,2476667.621
AUTO1466,-2956584.494,5075879,2476667.615
AUTO1467,-2956584.493,5075879,2476667.62
AUTO1468,-2956584.492,5075879.001,2476667.62
AUTO1469,-2956584.495,5075879,2476667.617
AUTO1470,-2956584.49,5075879.001,2476667.617
AUTO1471,-2956584.49,5075878.998,2476667.615
AUTO1472,-2956584.494,5075879.002,2476667.615
AUTO1473,-2956584.49,5075878.998,2476667.615
AUTO1474,-2956584.495,5075879.002,2476667.618
AUTO1475,-2956584.493,5075879,2476667.617
AUTO1476,-2956584.494,5075879.001,2476667.615
AUTO1477,-2956584.494,5075879.002,2476667.616
AUTO1478,-2956584.496,5075879.001,2476667.618
AUTO1479,-2956584.494,5075878.998,2476667.616
AUTO1480,-2956584.495,5075879.001,2476667.621
AUTO1481,-2956584.493,5075878.996,2476667.619
AUTO1482,-2956584.496,5075879,2476667.619
AUTO1483,-2956584.499,5075879,2476667.62
AUTO1484,-2956584.493,5075878.995,2476667.618
AUTO1485,-2956584.495,5075879.001,2476667.615
AUTO1486,-2956584.495,5075878.998,2476667.614
AUTO1487,-2956584.496,5075879.001,2476667.615
AUTO1488,-2956584.491,5075878.996,2476667.611
AUTO1489,-2956584.493,5075878.999,2476667.614
AUTO1490,-2956584.495,5075878.997,2476667.611
AUTO1491,-2956584.495,5075878.998,2476667.618
AUTO1492,-2956584.495,5075878.999,2476667.617
AUTO1493,-2956584.496,5075879,2476667.611
AUTO1494,-2956584.492,5075878.997,2476667.613
AUTO1495,-2956584.491,5075878.999,2476667.613
AUTO1496,-2956584.488,5075878.994,2476667.611
AUTO1497,-2956584.487,5075878.992,2476667.609
AUTO1498,-2956584.489,5075879,2476667.611
AUTO1499,-2956584.491,5075878.999,2476667.615
AUTO1500,-2956584.489,5075878.998,2476667.615
AUTO1501,-2956584.49,5075878.999,2476667.613
AUTO1502,-2956584.491,5075879,2476667.615
AUTO1503,-2956584.483,5075878.992,2476667.614
AUTO1504,-2956584.491,5075878.997,2476667.616
AUTO1505,-2956584.492,5075879.002,2476667.616
AUTO1506,-2956584.491,5075878.997,2476667.614
AUTO1507,-2956584.493,5075878.996,2476667.614
AUTO1508,-2956584.494,5075879.001,2476667.618
AUTO1509,-2956584.491,5075879.001,2476667.614
AUTO1510,-2956584.489,5075878.997,2476667.611
AUTO1511,-2956584.493,5075879,2476667.614
AUTO1512,-2956584.491,5075878.998,2476667.616
AUTO1513,-2956584.485,5075878.994,2476667.61
AUTO1514,-2956584.486,5075878.992,2476667.609
AUTO1515,-2956584.488,5075878.995,2476667.616
AUTO1516,-2956584.49,5075878.993,2476667.611
AUTO1517,-2956584.488,5075878.994,2476667.612
AUTO1518,-2956584.482,5075878.988,2476667.608
AUTO1519,-2956584.489,5075878.997,2476667.613
AUTO1520,-2956584.489,5075878.997,2476667.615
AUTO1521,-2956584.484,5075878.993,2476667.612
AUTO1522,-2956584.482,5075878.99,2476667.607
AUTO1523,-2956584.484,5075878.991,2476667.607
AUTO1524,-2956584.49,5075878.997,2476667.613
AUTO1525,-2956584.488,5075878.996,2476667.613
AUTO1526,-2956584.492,5075878.997,2476667.611
AUTO1527,-2956584.492,5075878.994,2476667.613
AUTO1528,-2956584.49,5075878.997,2476667.614
AUTO1529,-2956584.483,5075878.987,2476667.607
AUTO1530,-2956584.491,5075878.993,2476667.611
AUTO1531,-2956584.491,5075878.995,2476667.613
AUTO1532,-2956584.495,5075878.998,2476667.616
AUTO1533,-2956584.49,5075878.992,2476667.61
AUTO1534,-2956584.491,5075878.992,2476667.613
AUTO1535,-2956584.489,5075878.992,2476667.608
AUTO1536,-2956584.485,5075878.987,2476667.607
AUTO1537,-2956584.489,5075878.99,2476667.607
AUTO1538,-2956584.491,5075878.99,2476667.608
AUTO1539,-2956584.494,5075878.993,2476667.61
AUTO1540,-2956584.488,5075878.99,2476667.608
AUTO1541,-2956584.49,5075878.995,2476667.612
AUTO1542,-2956584.491,5075878.993,2476667.61
AUTO1543,-2956584.49,5075878.993,2476667.608
AUTO1544,-2956584.484,5075878.988,2476667.605
AUTO1545,-2956584.49,5075878.994,2476667.608
AUTO1546,-2956584.49,5075878.996,2476667.611
AUTO1547,-2956584.486,5075878.992,2476667.607
AUTO1548,-2956584.489,5075878.993,2476667.607
AUTO1549,-2956584.491,5075878.996,2476667.61
AUTO1550,-2956584.49,5075878.988,2476667.608
AUTO1551,-2956584.489,5075878.995,2476667.609
AUTO1552,-2956584.488,5075878.991,2476667.609
AUTO1553,-2956584.49,5075878.995,2476667.609
AUTO1554,-2956584.49,5075878.997,2476667.612
AUTO1555,-2956584.488,5075878.991,2476667.606
AUTO1556,-2956584.492,5075878.995,2476667.609
AUTO1557,-2956584.49,5075878.995,2476667.61
AUTO1558,-2956584.49,5075878.992,2476667.607
AUTO1559,-2956584.49,5075878.993,2476667.608
AUTO1560,-2956584.49,5075878.992,2476667.607
AUTO1561,-2956584.49,5075878.994,2476667.604
AUTO1562,-2956584.484,5075878.987,2476667.603
AUTO1563,-2956584.49,5075878.994,2476667.607
AUTO1564,-2956584.488,5075878.992,2476667.609
AUTO1565,-2956584.487,5075878.989,2476667.602
AUTO1566,-2956584.487,5075878.988,2476667.604
AUTO1567,-2956584.486,5075878.99,2476667.607
AUTO1568,-2956584.485,5075878.991,2476667.609
AUTO1569,-2956584.48,5075878.986,2476667.604
AUTO1570,-2956584.486,5075878.991,2476667.606
AUTO1571,-2956584.486,5075878.99,2476667.605
AUTO1572,-2956584.487,5075878.988,2476667.6
AUTO1573,-2956584.482,5075878.987,2476667.605
AUTO1574,-2956584.484,5075878.987,2476667.601
AUTO1575,-2956584.489,5075878.993,2476667.606
AUTO1576,-2956584.485,5075878.989,2476667.603
AUTO1577,-2956584.492,5075878.998,2476667.606
AUTO1578,-2956584.483,5075878.99,2476667.604
AUTO1579,-2956584.485,5075878.992,2476667.606
AUTO1580,-2956584.488,5075878.993,2476667.606
AUTO1581,-2956584.488,5075878.996,2476667.606
AUTO1582,-2956584.492,5075878.993,2476667.608
AUTO1583,-2956584.488,5075878.996,2476667.604
AUTO1584,-2956584.488,5075878.994,2476667.606
AUTO1585,-2956584.489,5075878.995,2476667.605
AUTO1586,-2956584.489,5075878.998,2476667.606
AUTO1587,-2956584.487,5075878.992,2476667.602
AUTO1588,-2956584.491,5075878.995,2476667.607
AUTO1589,-2956584.487,5075878.995,2476667.605
AUTO1590,-2956584.488,5075878.993,2476667.604
AUTO1591,-2956584.487,5075878.995,2476667.606
AUTO1592,-2956584.483,5075878.993,2476667.603
AUTO1593,-2956584.49,5075878.999,2476667.608
AUTO1594,-2956584.486,5075878.993,2476667.608
AUTO1595,-2956584.488,5075878.996,2476667.607
AUTO1596,-2956584.486,5075878.991,2476667.61
AUTO1597,-2956584.484,5075878.995,2476667.605
AUTO1598,-2956584.485,5075878.995,2476667.604
AUTO1599,-2956584.488,5075878.999,2476667.61
AUTO1600,-2956584.485,5075878.994,2476667.608
AUTO1601,-2956584.482,5075878.994,2476667.607
AUTO1602,-2956584.49,5075879,2476667.607
AUTO1603,-2956584.485,5075878.99,2476667.605
AUTO1604,-2956584.488,5075878.998,2476667.605
AUTO1605,-2956584.486,5075878.992,2476667.603
AUTO1606,-2956584.486,5075878.992,2476667.603
AUTO1607,-2956584.49,5075879.001,2476667.609
AUTO1608,-2956584.486,5075878.991,2476667.602
AUTO1609,-2956584.491,5075879,2476667.607
AUTO1610,-2956584.489,5075878.993,2476667.603
AUTO1611,-2956584.488,5075878.995,2476667.608
AUTO1612,-2956584.489,5075878.996,2476667.606
