Point ID,X (ECEF),Y (ECEF),Z (ECEF)
AUTO0536,-2956584.491,5075879.002,2476667.614
AUTO0537,-2956584.489,5075879.003,2476667.614
AUTO0538,-2956584.49,5075879.001,2476667.611
AUTO0539,-2956584.488,5075879.001,2476667.614
AUTO0540,-2956584.488,5075878.998,2476667.617
AUTO0541,-2956584.486,5075878.997,2476667.613
AUTO0542,-2956584.485,5075878.992,2476667.611
AUTO0543,-2956584.483,5075878.995,2476667.607
AUTO0544,-2956584.483,5075878.991,2476667.609
AUTO0545,-2956584.482,5075878.993,2476667.61
AUTO0546,-2956584.485,5075878.994,2476667.609
AUTO0547,-2956584.481,5075878.991,2476667.607
AUTO0548,-2956584.482,5075878.992,2476667.609
AUTO0549,-2956584.485,5075878.994,2476667.61
AUTO0550,-2956584.486,5075878.995,2476667.61
AUTO0551,-2956584.483,5075878.988,2476667.606
AUTO0552,-2956584.483,5075878.99,2476667.61
AUTO0553,-2956584.486,5075878.992,2476667.611
AUTO0554,-2956584.483,5075878.991,2476667.608
AUTO0555,-2956584.481,5075878.989,2476667.608
AUTO0556,-2956584.486,5075878.993,2476667.61
AUTO0557,-2956584.486,5075878.995,2476667.612
AUTO0558,-2956584.484,5075878.996,2476667.61
AUTO0559,-2956584.485,5075878.992,2476667.607
AUTO0560,-2956584.484,5075878.994,2476667.607
AUTO0561,-2956584.484,5075878.992,2476667.611
AUTO0562,-2956584.484,5075878.995,2476667.61
AUTO0563,-2956584.487,5075878.995,2476667.612
AUTO0564,-2956584.483,5075878.995,2476667.611
AUTO0565,-2956584.483,5075878.991,2476667.615
AUTO0566,-2956584.487,5075878.995,2476667.615
AUTO0567,-2956584.484,5075878.993,2476667.612
AUTO0568,-2956584.485,5075878.996,2476667.612
AUTO0569,-2956584.488,5075879,2476667.614
AUTO0570,-2956584.485,5075878.994,2476667.613
AUTO0571,-2956584.484,5075878.99,2476667.611
AUTO0572,-2956584.488,5075878.993,2476667.614
AUTO0573,-2956584.486,5075878.996,2476667.611
AUTO0574,-2956584.484,5075878.99,2476667.613
AUTO0575,-2956584.485,5075878.991,2476667.612
AUTO0576,-2956584.483,5075878.987,2476667.611
AUTO0577,-2956584.483,5075878.988,2476667.608
AUTO0578,-2956584.488,5075878.994,2476667.611
AUTO0579,-2956584.485,5075878.993,2476667.608
AUTO0580,-2956584.486,5075878.993,2476667.608
AUTO0581,-2956584.486,5075878.997,2476667.614
AUTO0582,-2956584.493,5075878.998,2476667.614
AUTO0583,-2956584.488,5075878.998,2476667.61
AUTO0584,-2956584.483,5075878.988,2476667.607
AUTO0585,-2956584.487,5075878.992,2476667.609
AUTO0586,-2956584.481,5075878.987,2476667.608
AUTO0587,-2956584.484,5075878.992,2476667.611
AUTO0588,-2956584.489,5075878.994,2476667.608
AUTO0589,-2956584.486,5075878.99,2476667.609
AUTO0590,-2956584.486,5075878.989,2476667.613
AUTO0591,-2956584.485,5075878.994,2476667.609
AUTO0592,-2956584.483,5075878.99,2476667.609
AUTO0593,-2956584.482,5075878.989,2476667.608
AUTO0594,-2956584.485,5075878.99,2476667.609
AUTO0595,-2956584.481,5075878.992,2476667.607
AUTO0596,-2956584.481,5075878.994,2476667.61
AUTO0597,-2956584.48,5075878.991,2476667.605
AUTO0598,-2956584.484,5075878.992,2476667.611
AUTO0599,-2956584.485,5075878.995,2476667.613
AUTO0600,-2956584.482,5075878.991,2476667.608
AUTO0601,-2956584.484,5075878.995,2476667.607
AUTO0602,-2956584.484,5075878.995,2476667.608
AUTO0603,-2956584.484,5075878.993,2476667.611
AUTO0604,-2956584.485,5075878.991,2476667.608
AUTO0605,-2956584.485,5075878.991,2476667.609
AUTO0606,-2956584.487,5075878.993,2476667.608
AUTO0607,-2956584.486,5075878.991,2476667.607
AUTO0608,-2956584.488,5075878.992,2476667.61
AUTO0609,-2956584.483,5075878.99,2476667.61
AUTO0610,-2956584.479,5075878.985,2476667.6
AUTO0611,-2956584.486,5075878.995,2476667.611
AUTO0612,-2956584.483,5075878.987,2476667.603
AUTO0613,-2956584.48,5075878.989,2476667.609
AUTO0614,-2956584.487,5075878.995,2476667.604
AUTO0615,-2956584.483,5075878.991,2476667.608
AUTO0616,-2956584.486,5075878.992,2476667.606
AUTO0617,-2956584.482,5075878.991,2476667.607
AUTO0618,-2956584.484,5075878.991,2476667.606
AUTO0619,-2956584.485,5075878.991,2476667.607
AUTO0620,-2956584.483,5075878.987,2476667.607
AUTO0621,-2956584.479,5075878.985,2476667.605
AUTO0622,-2956584.481,5075878.988,2476667.606
AUTO0623,-2956584.482,5075878.989,2476667.606
AUTO0624,-2956584.484,5075878.987,2476667.606
AUTO0625,-2956584.484,5075878.989,2476667.606
AUTO0626,-2956584.479,5075878.987,2476667.606
AUTO0627,-2956584.486,5075878.992,2476667.608
AUTO0628,-2956584.484,5075878.992,2476667.61
AUTO0629,-2956584.486,5075878.992,2476667.61
AUTO0630,-2956584.484,5075878.989,2476667.606
AUTO0631,-2956584.482,5075878.985,2476667.608
AUTO0632,-2956584.488,5075878.992,2476667.613
AUTO0633,-2956584.487,5075878.992,2476667.609
AUTO0634,-2956584.486,5075878.991,2476667.611
AUTO0635,-2956584.484,5075878.99,2476667.609
AUTO0636,-2956584.486,5075878.991,2476667.608
AUTO0637,-2956584.488,5075878.992,2476667.612
AUTO0638,-2956584.483,5075878.988,2476667.606
AUTO0639,-2956584.487,5075878.992,2476667.61
AUTO0640,-2956584.482,5075878.988,2476667.604
AUTO0641,-2956584.488,5075878.995,2476667.61
AUTO0642,-2956584.482,5075878.99,2476667.606
AUTO0643,-2956584.485,5075878.991,2476667.605
AUTO0644,-2956584.484,5075878.989,2476667.607
AUTO0645,-2956584.485,5075878.989,2476667.605
AUTO0646,-2956584.483,5075878.985,2476667.603
AUTO0647,-2956584.48,5075878.99,2476667.609
AUTO0648,-2956584.48,5075878.989,2476667.604
AUTO0649,-2956584.488,5075878.994,2476667.605
AUTO0650,-2956584.485,5075878.99,2476667.606
AUTO0651,-2956584.487,5075878.993,2476667.609
AUTO0652,-2956584.489,5075878.99,2476667.61
AUTO0653,-2956584.484,5075878.99,2476667.607
AUTO0654,-2956584.488,5075878.994,2476667.612
AUTO0655,-2956584.485,5075878.99,2476667.611
AUTO0656,-2956584.486,5075878.993,2476667.608
AUTO0657,-2956584.484,5075878.991,2476667.609
AUTO0658,-2956584.491,5075878.995,2476667.611
AUTO0659,-2956584.485,5075878.989,2476667.608
AUTO0660,-2956584.488,5075878.994,2476667.614
AUTO0661,-2956584.482,5075878.989,2476667.61
AUTO0662,-2956584.488,5075878.99,2476667.606
AUTO0663,-2956584.486,5075878.991,2476667.607
AUTO0664,-2956584.486,5075878.993,2476667.608
AUTO0665,-2956584.482,5075878.99,2476667.609
AUTO0666,-2956584.481,5075878.993,2476667.601
AUTO0667,-2956584.492,5075878.996,2476667.611
AUTO0668,-2956584.488,5075878.996,2476667.613
AUTO0669,-2956584.485,5075878.993,2476667.605
AUTO0670,-2956584.488,5075878.997,2476667.613
AUTO0671,-2956584.484,5075878.991,2476667.608
AUTO0672,-2956584.483,5075878.995,2476667.602
AUTO0673,-2956584.486,5075878.997,2476667.607
AUTO0674,-2956584.488,5075878.999,2476667.612
AUTO0675,-2956584.486,5075878.997,2476667.609
AUTO0676,-2956584.488,5075878.999,2476667.608
AUTO0677,-2956584.489,5075878.997,2476667.609
AUTO0678,-2956584.486,5075878.999,2476667.605
AUTO0679,-2956584.489,5075878.999,2476667.607
AUTO0680,-2956584.485,5075878.996,2476667.608
AUTO0681,-2956584.491,5075878.993,2476667.612
AUTO0682,-2956584.483,5075878.992,2476667.61
AUTO0683,-2956584.489,5075878.995,2476667.612
AUTO0684,-2956584.49,5075878.998,2476667.612
AUTO0685,-2956584.489,5075878.997,2476667.613
AUTO0686,-2956584.486,5075878.992,2476667.608
AUTO0687,-2956584.487,5075878.998,2476667.613
AUTO0688,-2956584.487,5075878.994,2476667.609
AUTO0689,-2956584.484,5075878.991,2476667.606
AUTO0690,-2956584.485,5075878.995,2476667.608
AUTO0691,-2956584.483,5075878.991,2476667.607
AUTO0692,-2956584.483,5075878.99,2476667.608
AUTO0693,-2956584.487,5075878.995,2476667.613
AUTO0694,-2956584.484,5075878.994,2476667.608
AUTO0695,-2956584.489,5075878.996,2476667.612
AUTO0696,-2956584.486,5075878.993,2476667.612
AUTO0697,-2956584.486,5075878.993,2476667.611
AUTO0698,-2956584.486,5075878.997,2476667.615
AUTO0699,-2956584.488,5075878.996,2476667.608
AUTO0700,-2956584.489,5075878.999,2476667.613
AUTO0701,-2956584.488,5075878.997,2476667.615
AUTO0702,-2956584.49,5075879.002,2476667.612
AUTO0703,-2956584.487,5075878.998,2476667.615
AUTO0704,-2956584.489,5075878.999,2476667.611
AUTO0705,-2956584.49,5075879.001,2476667.617
AUTO0706,-2956584.485,5075878.99,2476667.618
AUTO0707,-2956584.492,5075879.006,2476667.615
AUTO0708,-2956584.49,5075879.003,2476667.613
AUTO0709,-2956584.488,5075879.003,2476667.617
AUTO0710,-2956584.493,5075879.009,2476667.619
AUTO0711,-2956584.488,5075879,2476667.617
AUTO0712,-2956584.493,5075879.003,2476667.615
AUTO0713,-2956584.484,5075878.995,2476667.618
AUTO0714,-2956584.489,5075879.001,2476667.614
AUTO0715,-2956584.487,5075878.996,2476667.617
AUTO0716,-2956584.49,5075879,2476667.616
AUTO0717,-2956584.49,5075878.998,2476667.614
AUTO0718,-2956584.488,5075879.001,2476667.614
AUTO0719,-2956584.486,5075878.996,2476667.612
AUTO0720,-2956584.488,5075879.001,2476667.615
AUTO0721,-2956584.488,5075878.997,2476667.613
AUTO0722,-2956584.49,5075879.002,2476667.617
AUTO0723,-2956584.484,5075878.998,2476667.61
AUTO0724,-2956584.485,5075878.992,2476667.609
AUTO0725,-2956584.489,5075878.997,2476667.612
AUTO0726,-2956584.486,5075878.995,2476667.609
AUTO0727,-2956584.484,5075878.992,2476667.608
AUTO0728,-2956584.485,5075878.996,2476667.61
AUTO0729,-2956584.487,5075878.994,2476667.612
AUTO0730,-2956584.488,5075878.993,2476667.613
AUTO0731,-2956584.486,5075878.994,2476667.605
AUTO0732,-2956584.486,5075878.994,2476667.607
AUTO0733,-2956584.484,5075878.993,2476667.603
AUTO0734,-2956584.482,5075878.992,2476667.604
AUTO0735,-2956584.48,5075878.99,2476667.607
AUTO0736,-2956584.485,5075878.992,2476667.609
AUTO0737,-2956584.483,5075878.992,2476667.603
AUTO0738,-2956584.485,5075878.992,2476667.608
AUTO0739,-2956584.488,5075878.999,2476667.612
AUTO0740,-2956584.479,5075878.989,2476667.608
AUTO0741,-2956584.481,5075878.992,2476667.603
AUTO0742,-2956584.485,5075878.993,2476667.607
AUTO0743,-2956584.481,5075878.993,2476667.609
AUTO0744,-2956584.486,5075878.995,2476667.609
AUTO0745,-2956584.487,5075878.997,2476667.606
AUTO0746,-2956584.484,5075878.995,2476667.608
AUTO0747,-2956584.489,5075878.997,2476667.61
AUTO0748,-2956584.493,5075879.003,2476667.614
AUTO0749,-2956584.487,5075878.996,2476667.609
AUTO0750,-2956584.479,5075878.99,2476667.61
AUTO0751,-2956584.483,5075878.992,2476667.612
AUTO0752,-2956584.486,5075878.993,2476667.608
AUTO0753,-2956584.484,5075878.991,2476667.61
AUTO0754,-2956584.487,5075878.991,2476667.609
AUTO0755,-2956584.485,5075878.989,2476667.609
AUTO0756,-2956584.487,5075878.992,2476667.61
AUTO0757,-2956584.487,5075878.994,2476667.613
AUTO0758,-2956584.483,5075878.991,2476667.606
AUTO0759,-2956584.485,5075878.992,2476667.61
AUTO0760,-2956584.485,5075878.993,2476667.611
AUTO0761,-2956584.484,5075878.991,2476667.612
AUTO0762,-2956584.481,5075878.992,2476667.608
AUTO0763,-2956584.483,5075878.994,2476667.61
AUTO0764,-2956584.484,5075878.988,2476667.611
AUTO0765,-2956584.484,5075878.996,2476667.609
AUTO0766,-2956584.485,5075878.997,2476667.612
AUTO0767,-2956584.487,5075878.998,2476667.614
AUTO0768,-2956584.486,5075878.995,2476667.611
AUTO0769,-2956584.481,5075878.991,2476667.612
AUTO0770,-2956584.485,5075878.992,2476667.615
AUTO0771,-2956584.488,5075878.998,2476667.613
AUTO0772,-2956584.484,5075878.996,2476667.614
AUTO0773,-2956584.484,5075878.993,2476667.612
AUTO0774,-2956584.484,5075878.994,2476667.615
AUTO0775,-2956584.488,5075878.998,2476667.612
AUTO0776,-2956584.489,5075878.996,2476667.614
AUTO0777,-2956584.485,5075878.994,2476667.613
AUTO0778,-2956584.491,5075878.999,2476667.614
AUTO0779,-2956584.484,5075878.994,2476667.612
AUTO0780,-2956584.487,5075878.994,2476667.611
AUTO0781,-2956584.481,5075878.988,2476667.607
AUTO0782,-2956584.483,5075878.99,2476667.611
AUTO0783,-2956584.487,5075878.996,2476667.615
AUTO0784,-2956584.483,5075878.992,2476667.611
AUTO0785,-2956584.486,5075878.993,2476667.613
AUTO0786,-2956584.49,5075878.998,2476667.614
AUTO0787,-2956584.496,5075879.003,2476667.615
AUTO0788,-2956584.49,5075878.999,2476667.612
AUTO0789,-2956584.484,5075878.993,2476667.612
AUTO0790,-2956584.492,5075878.999,2476667.614
AUTO0791,-2956584.485,5075878.993,2476667.61
AUTO0792,-2956584.489,5075879,2476667.615
AUTO0793,-2956584.49,5075878.998,2476667.615
AUTO0794,-2956584.49,5075879.001,2476667.612
AUTO0795,-2956584.487,5075878.997,2476667.612
AUTO0796,-2956584.488,5075878.995,2476667.611
AUTO0797,-2956584.491,5075879.002,2476667.613
AUTO0798,-2956584.489,5075878.995,2476667.613
AUTO0799,-2956584.49,5075879.001,2476667.611
AUTO0800,-2956584.483,5075878.997,2476667.611
AUTO0801,-2956584.489,5075878.998,2476667.611
AUTO0802,-2956584.491,5075878.999,2476667.614
AUTO0803,-2956584.492,5075878.998,2476667.614
AUTO0804,-2956584.489,5075878.996,2476667.613
AUTO0805,-2956584.491,5075878.998,2476667.611
AUTO0806,-2956584.489,5075878.995,2476667.612
AUTO0807,-2956584.491,5075878.997,2476667.615
AUTO0808,-2956584.486,5075878.989,2476667.613
AUTO0809,-2956584.487,5075878.993,2476667.614
AUTO0810,-2956584.488,5075878.995,2476667.609
AUTO0811,-2956584.491,5075878.996,2476667.615
AUTO0812,-2956584.493,5075878.997,2476667.612
AUTO0813,-2956584.489,5075878.995,2476667.618
AUTO0814,-2956584.491,5075879.002,2476667.615
AUTO0815,-2956584.492,5075879,2476667.616
AUTO0816,-2956584.488,5075878.993,2476667.615
AUTO0817,-2956584.494,5075878.996,2476667.618
AUTO0818,-2956584.488,5075878.994,2476667.614
AUTO0819,-2956584.494,5075879.001,2476667.614
AUTO0820,-2956584.489,5075878.992,2476667.612
AUTO0821,-2956584.483,5075878.989,2476667.616
AUTO0822,-2956584.488,5075878.999,2476667.612
AUTO0823,-2956584.486,5075878.993,2476667.613
AUTO0824,-2956584.485,5075878.992,2476667.613
AUTO0825,-2956584.487,5075878.995,2476667.611
AUTO0826,-2956584.484,5075878.996,2476667.611
AUTO0827,-2956584.477,5075878.989,2476667.609
AUTO0828,-2956584.492,5075879.002,2476667.615
AUTO0829,-2956584.484,5075878.992,2476667.612
AUTO0830,-2956584.482,5075878.993,2476667.608
AUTO0831,-2956584.491,5075879,2476667.611
AUTO0832,-2956584.488,5075878.99,2476667.608
AUTO0833,-2956584.481,5075878.99,2476667.605
AUTO0834,-2956584.489,5075878.996,2476667.609
AUTO0835,-2956584.486,5075878.989,2476667.608
AUTO0836,-2956584.487,5075878.994,2476667.607
AUTO0837,-2956584.49,5075878.998,2476667.61
AUTO0838,-2956584.485,5075878.99,2476667.608
AUTO0839,-2956584.489,5075878.993,2476667.613
AUTO0840,-2956584.484,5075878.988,2476667.606
AUTO0841,-2956584.494,5075879.003,2476667.612
AUTO0842,-2956584.486,5075878.991,2476667.61
AUTO0843,-2956584.485,5075878.993,2476667.613
AUTO0844,-2956584.489,5075878.992,2476667.61
AUTO0845,-2956584.487,5075878.993,2476667.611
AUTO0846,-2956584.483,5075878.993,2476667.608
AUTO0847,-2956584.483,5075878.991,2476667.608
AUTO0848,-2956584.484,5075878.99,2476667.608
AUTO0849,-2956584.491,5075878.997,2476667.611
AUTO0850,-2956584.484,5075878.992,2476667.607
AUTO0851,-2956584.482,5075878.988,2476667.606
AUTO0852,-2956584.489,5075878.994,2476667.606
AUTO0853,-2956584.48,5075878.986,2476667.603
AUTO0854,-2956584.485,5075878.992,2476667.61
AUTO0855,-2956584.486,5075878.989,2476667.61
AUTO0856,-2956584.492,5075878.996,2476667.61
AUTO0857,-2956584.486,5075878.992,2476667.608
AUTO0858,-2956584.488,5075878.99,2476667.611
AUTO0859,-2956584.489,5075878.996,2476667.612
AUTO0860,-2956584.485,5075878.992,2476667.608
AUTO0861,-2956584.478,5075878.984,2476667.603
AUTO0862,-2956584.491,5075878.997,2476667.607
AUTO0863,-2956584.484,5075878.988,2476667.607
AUTO0864,-2956584.489,5075878.997,2476667.608
AUTO0865,-2956584.489,5075878.997,2476667.608
AUTO0866,-2956584.487,5075878.99,2476667.606
AUTO0867,-2956584.488,5075878.996,2476667.608
AUTO0868,-2956584.489,5075878.993,2476667.606
AUTO0869,-2956584.489,5075878.992,2476667.608
AUTO0870,-2956584.49,5075878.992,2476667.607
AUTO0871,-2956584.488,5075878.994,2476667.605
AUTO0872,-2956584.484,5075878.991,2476667.606
AUTO0873,-2956584.492,5075878.994,2476667.605
AUTO0874,-2956584.485,5075878.99,2476667.61
AUTO0875,-2956584.488,5075878.993,2476667.607
AUTO0876,-2956584.485,5075878.991,2476667.609
AUTO0877,-2956584.489,5075878.994,2476667.607
AUTO0878,-2956584.487,5075878.989,2476667.603
AUTO0879,-2956584.482,5075878.985,2476667.602
AUTO0880,-2956584.485,5075878.989,2476667.603
AUTO0881,-2956584.483,5075878.985,2476667.604
AUTO0882,-2956584.486,5075878.99,2476667.603
AUTO0883,-2956584.481,5075878.987,2476667.606
AUTO0884,-2956584.478,5075878.982,2476667.601
AUTO0885,-2956584.489,5075878.994,2476667.608
AUTO0886,-2956584.482,5075878.987,2476667.604
AUTO0887,-2956584.483,5075878.99,2476667.602
AUTO0888,-2956584.487,5075878.989,2476667.604
AUTO0889,-2956584.481,5075878.988,2476667.605
AUTO0890,-2956584.486,5075878.992,2476667.607
AUTO0891,-2956584.489,5075878.99,2476667.607
AUTO0892,-2956584.484,5075878.987,2476667.605
AUTO0893,-2956584.487,5075878.992,2476667.606
AUTO0894,-2956584.482,5075878.987,2476667.605
AUTO0895,-2956584.485,5075878.989,2476667.605
AUTO0896,-2956584.48,5075878.989,2476667.609
AUTO0897,-2956584.485,5075878.992,2476667.609
AUTO0898,-2956584.482,5075878.989,2476667.608
AUTO0899,-2956584.496,5075879.001,2476667.612
AUTO0900,-2956584.492,5075878.994,2476667.611
AUTO0901,-2956584.49,5075878.995,2476667.61
AUTO0902,-2956584.483,5075878.99,2476667.609
AUTO0903,-2956584.485,5075878.993,2476667.61
AUTO0904,-2956584.487,5075878.99,2476667.611
AUTO0905,-2956584.486,5075878.989,2476667.61
AUTO0906,-2956584.489,5075878.994,2476667.608
AUTO0907,-2956584.488,5075878.998,2476667.61
AUTO0908,-2956584.488,5075878.995,2476667.608
AUTO0909,-2956584.486,5075878.996,2476667.612
AUTO0910,-2956584.482,5075878.994,2476667.61
AUTO0911,-2956584.492,5075879.002,2476667.616
AUTO0912,-2956584.493,5075879.003,2476667.619
AUTO0913,-2956584.486,5075878.996,2476667.612
AUTO0914,-2956584.49,5075879.001,2476667.613
AUTO0915,-2956584.488,5075879.001,2476667.613
AUTO0916,-2956584.494,5075879.005,2476667.616
AUTO0917,-2956584.485,5075878.996,2476667.611
AUTO0918,-2956584.486,5075878.996,2476667.613
AUTO0919,-2956584.488,5075879,2476667.615
AUTO0920,-2956584.488,5075879.002,2476667.618
AUTO0921,-2956584.49,5075879.001,2476667.613
AUTO0922,-2956584.482,5075878.996,2476667.611
AUTO0923,-2956584.49,5075879.001,2476667.614
AUTO0924,-2956584.489,5075879.004,2476667.611
AUTO0925,-2956584.482,5075878.996,2476667.61
AUTO0926,-2956584.492,5075879.001,2476667.615
AUTO0927,-2956584.489,5075879.001,2476667.616
AUTO0928,-2956584.487,5075878.998,2476667.616
AUTO0929,-2956584.492,5075879.002,2476667.619
AUTO0930,-2956584.488,5075878.999,2476667.614
AUTO0931,-2956584.491,5075878.998,2476667.616
AUTO0932,-2956584.493,5075879.003,2476667.613
AUTO0933,-2956584.491,5075878.997,2476667.614
AUTO0934,-2956584.494,5075879.006,2476667.62
AUTO0935,-2956584.491,5075879.003,2476667.619
AUTO0936,-2956584.488,5075878.999,2476667.615
AUTO0937,-2956584.491,5075879.002,2476667.618
AUTO0938,-2956584.489,5075878.999,2476667.619
AUTO0939,-2956584.493,5075879.005,2476667.618
AUTO0940,-2956584.491,5075879.001,2476667.619
AUTO0941,-2956584.489,5075878.999,2476667.622
AUTO0942,-2956584.489,5075878.999,2476667.612
AUTO0943,-2956584.494,5075879.005,2476667.619
AUTO0944,-2956584.488,5075879.005,2476667.618
AUTO0945,-2956584.484,5075879,2476667.617
AUTO0946,-2956584.493,5075879.004,2476667.615
AUTO0947,-2956584.492,5075879.007,2476667.617
AUTO0948,-2956584.489,5075879.002,2476667.611
AUTO0949,-2956584.488,5075879.003,2476667.613
AUTO0950,-2956584.491,5075879.008,2476667.616
AUTO0951,-2956584.487,5075879.002,2476667.613
AUTO0952,-2956584.489,5075879.002,2476667.614
AUTO0953,-2956584.483,5075878.997,2476667.615
AUTO0954,-2956584.49,5075879,2476667.613
AUTO0955,-2956584.491,5075879.002,2476667.618
AUTO0956,-2956584.489,5075878.997,2476667.613
AUTO0957,-2956584.485,5075878.998,2476667.616
AUTO0958,-2956584.49,5075879,2476667.618
AUTO0959,-2956584.485,5075878.996,2476667.613
AUTO0960,-2956584.488,5075879,2476667.616
AUTO0961,-2956584.486,5075878.997,2476667.615
AUTO0962,-2956584.488,5075878.994,2476667.613
AUTO0963,-2956584.487,5075878.997,2476667.612
AUTO0964,-2956584.488,5075878.996,2476667.612
AUTO0965,-2956584.483,5075878.99,2476667.61
AUTO0966,-2956584.492,5075878.998,2476667.613
AUTO0967,-2956584.486,5075878.993,2476667.61
AUTO0968,-2956584.488,5075878.995,2476667.611
AUTO0969,-2956584.492,5075879.001,2476667.617
AUTO0970,-2956584.486,5075878.997,2476667.611
AUTO0971,-2956584.485,5075878.993,2476667.608
AUTO0972,-2956584.49,5075878.996,2476667.61
AUTO0973,-2956584.488,5075878.996,2476667.609
AUTO0974,-2956584.491,5075879.003,2476667.61
AUTO0975,-2956584.496,5075879.003,2476667.616
AUTO0976,-2956584.492,5075879.002,2476667.614
AUTO0977,-2956584.486,5075878.998,2476667.608
AUTO0978,-2956584.489,5075878.999,2476667.612
AUTO0979,-2956584.49,5075878.999,2476667.611
AUTO0980,-2956584.489,5075878.995,2476667.614
AUTO0981,-2956584.488,5075878.998,2476667.611
AUTO0982,-2956584.493,5075879.004,2476667.612
AUTO0983,-2956584.495,5075879.002,2476667.614
AUTO0984,-2956584.489,5075878.999,2476667.611
AUTO0985,-2956584.49,5075879.006,2476667.62
AUTO0986,-2956584.489,5075878.999,2476667.611
AUTO0987,-2956584.496,5075879.001,2476667.615
AUTO0988,-2956584.495,5075879.003,2476667.614
AUTO0989,-2956584.497,5075879.006,2476667.617
AUTO0990,-2956584.49,5075878.999,2476667.613
AUTO0991,-2956584.49,5075878.999,2476667.614
AUTO0992,-2956584.493,5075879.004,2476667.615
AUTO0993,-2956584.488,5075878.996,2476667.612
AUTO0994,-2956584.492,5075879.001,2476667.614
AUTO0995,-2956584.494,5075879.004,2476667.615
AUTO0996,-2956584.485,5075878.996,2476667.61
AUTO0997,-2956584.488,5075879.001,2476667.612
AUTO0998,-2956584.491,5075879.001,2476667.61
AUTO0999,-2956584.487,5075878.992,2476667.609
AUTO1000,-2956584.49,5075878.998,2476667.612
AUTO1001,-2956584.489,5075878.995,2476667.61
AUTO1002,-2956584.49,5075878.994,2476667.611
AUTO1003,-2956584.485,5075878.992,2476667.608
AUTO1004,-2956584.49,5075878.996,2476667.611
AUTO1005,-2956584.492,5075878.998,2476667.612
AUTO1006,-2956584.494,5075879,2476667.613
AUTO1007,-2956584.486,5075878.995,2476667.611
AUTO1008,-2956584.485,5075878.995,2476667.605
AUTO1009,-2956584.492,5075878.998,2476667.61
AUTO1010,-2956584.492,5075878.998,2476667.609
AUTO1011,-2956584.491,5075878.998,2476667.612
AUTO1012,-2956584.496,5075878.999,2476667.614
AUTO1013,-2956584.497,5075879.003,2476667.614
AUTO1014,-2956584.492,5075878.998,2476667.611
AUTO1015,-2956584.488,5075878.997,2476667.612
AUTO1016,-2956584.495,5075878.997,2476667.611
AUTO1017,-2956584.487,5075878.994,2476667.61
AUTO1018,-2956584.49,5075878.998,2476667.611
AUTO1019,-2956584.487,5075878.998,2476667.611
AUTO1020,-2956584.492,5075879.001,2476667.618
AUTO1021,-2956584.487,5075878.996,2476667.613
AUTO1022,-2956584.491,5075878.997,2476667.618
AUTO1023,-2956584.487,5075878.996,2476667.611
AUTO1024,-2956584.489,5075878.994,2476667.617
AUTO1025,-2956584.486,5075878.997,2476667.612
AUTO1026,-2956584.495,5075879.001,2476667.616
AUTO1027,-2956584.49,5075878.998,2476667.615
AUTO1028,-2956584.495,5075879.002,2476667.618
AUTO1029,-2956584.487,5075878.998,2476667.618
AUTO1030,-2956584.492,5075878.999,2476667.618
AUTO1031,-2956584.49,5075878.991,2476667.617
AUTO1032,-2956584.49,5075878.992,2476667.614
AUTO1033,-2956584.491,5075878.997,2476667.611
AUTO1034,-2956584.491,5075878.995,2476667.61
AUTO1035,-2956584.486,5075878.992,2476667.613
AUTO1036,-2956584.489,5075878.996,2476667.612
AUTO1037,-2956584.493,5075879.001,2476667.616
AUTO1038,-2956584.489,5075878.993,2476667.614
AUTO1039,-2956584.49,5075878.997,2476667.614
AUTO1040,-2956584.488,5075878.994,2476667.61
AUTO1041,-2956584.484,5075878.992,2476667.613
AUTO1042,-2956584.491,5075878.997,2476667.616
AUTO1043,-2956584.488,5075878.997,2476667.613
AUTO1044,-2956584.487,5075878.993,2476667.615
AUTO1045,-2956584.483,5075878.99,2476667.612
AUTO1046,-2956584.489,5075878.991,2476667.607
AUTO1047,-2956584.489,5075878.995,2476667.612
AUTO1048,-2956584.488,5075878.995,2476667.612
AUTO1049,-2956584.49,5075878.992,2476667.613
AUTO1050,-2956584.492,5075878.997,2476667.617
AUTO1051,-2956584.488,5075878.989,2476667.612
AUTO1052,-2956584.49,5075878.994,2476667.612
AUTO1053,-2956584.491,5075878.994,2476667.614
AUTO1054,-2956584.484,5075878.989,2476667.611
AUTO1055,-2956584.484,5075878.992,2476667.607
AUTO1056,-2956584.487,5075878.992,2476667.611
AUTO1057,-2956584.486,5075878.99,2476667.614
AUTO1058,-2956584.485,5075878.989,2476667.611
AUTO1059,-2956584.49,5075878.993,2476667.61
AUTO1060,-2956584.486,5075878.993,2476667.609
AUTO1061,-2956584.486,5075878.989,2476667.606
AUTO1062,-2956584.484,5075878.988,2476667.612
AUTO1063,-2956584.483,5075878.986,2476667.607
AUTO1064,-2956584.485,5075878.989,2476667.608
AUTO1065,-2956584.49,5075878.993,2476667.61
AUTO1066,-2956584.487,5075878.991,2476667.61
AUTO1067,-2956584.485,5075878.988,2476667.608
AUTO1068,-2956584.484,5075878.987,2476667.607
AUTO1069,-2956584.488,5075878.993,2476667.612
AUTO1070,-2956584.486,5075878.986,2476667.606
AUTO1071,-2956584.489,5075878.993,2476667.608
AUTO1072,-2956584.486,5075878.993,2476667.608
AUTO1073,-2956584.491,5075878.992,2476667.613
