3842218, 7, 2313,  371592000, 2024,  5,  9,  7, 12,  54.0,   4,  15, 22.9983473000, 120.2186010000,   74.772,   57.550,   2.770200,   2.284200,   6.366600,    0.000,    0.000,    0.000,   0.084600,   0.102600,   0.235800,    0.000,    0.000,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   2.780000,   2.315000,   6.382000,  24.0,8,180,0.180,0,0,0.000,
3843218, 7, 2313,  371593000, 2024,  5,  9,  7, 12,  55.0,   4,  15, 22.9983469000, 120.2186011000,   74.741,   57.519,   2.736000,   2.256000,   6.288000,    0.000,    0.000,    0.000,   0.042300,   0.051300,   0.117900,    0.000,    0.000,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   2.745000,   2.285000,   6.301000,  24.0,8,180,0.090,0,0,0.000,
3844218, 7, 2313,  371594000, 2024,  5,  9,  7, 12,  56.0,   4,  15, 22.9983461000, 120.2186006000,   74.632,   57.410,   2.547900,   2.100900,   5.855700,   -0.051,   -0.139,    0.020,   0.225600,   0.273600,   0.628800,    0.149,    0.148,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   2.561000,   2.132000,   5.877000,  24.0,0,180,0.480,0,0,0.000,
3845218, 7, 2313,  371595000, 2024,  5,  9,  7, 12,  57.0,   4,  15, 22.9983462000, 120.2186005000,   74.590,   57.368,   2.268600,   1.870600,   5.213800,    0.000,    0.000,    0.000,   0.122200,   0.148200,   0.340600,    0.000,    0.000,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   2.278000,   1.896000,   5.229000,  24.0,8,180,0.260,0,0,0.000,
3846218, 7, 2313,  371596000, 2024,  5,  9,  7, 12,  58.0,   4,  15, 22.9983470000, 120.2186011000,   74.863,   57.641,   2.171700,   1.790700,   4.991100,    0.000,    0.000,    0.000,   0.075200,   0.091200,   0.209600,    0.000,    0.000,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   2.182000,   1.816000,   5.008000,  25.0,8,180,0.160,0,0,0.000,
3847218, 7, 2313,  371597000, 2024,  5,  9,  7, 12,  59.0,   4,  15, 22.9983473000, 120.2186013000,   74.975,   57.753,   1.983600,   1.635600,   4.558800,    0.000,    0.000,    0.000,   0.056400,   0.068400,   0.157200,    0.000,    0.000,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   1.993000,   1.659000,   4.576000,  25.0,8,180,0.120,0,0,0.000,
3848218, 7, 2313,  371598000, 2024,  5,  9,  7, 13,   0.0,   4,  15, 22.9983478000, 120.2186016000,   74.964,   57.742,   1.932300,   1.593300,   4.440900,    0.000,    0.000,    0.000,   0.051700,   0.062700,   0.144100,    0.000,    0.000,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   1.939000,   1.614000,   4.451000,  24.0,8,180,0.110,0,0,0.000,
3849218, 7, 2313,  371599000, 2024,  5,  9,  7, 13,   1.0,   4,  15, 22.9983475000, 120.2186020000,   75.386,   58.164,   1.824000,   1.504000,   4.192000,    0.000,    0.000,    0.000,   0.047000,   0.057000,   0.131000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.5,   1.830000,   1.523000,   4.200000,  24.0,8,180,0.100,0,0,0.000,
3850218, 7, 2313,  371600000, 2024,  5,  9,  7, 13,   2.0,   4,  16, 22.9983465000, 120.2186025000,   75.647,   58.425,   1.630200,   1.287000,   3.689400,    0.108,   -0.046,    0.050,   0.184500,   0.233700,   0.528900,    0.128,    0.117,  113.476,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.4,   1.639000,   1.312000,   3.719000,  24.0,0,180,0.410,0,0,0.000,
3851218, 7, 2313,  371601000, 2024,  5,  9,  7, 13,   3.0,   4,  16, 22.9983467000, 120.2186031000,   75.858,   58.636,   2.861400,   2.259000,   6.475800,    0.000,    0.000,    0.000,   0.049500,   0.062700,   0.141900,    0.000,    0.000,  113.476,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.4,   2.875000,   2.301000,   6.523000,  24.0,8,180,0.110,0,0,0.000,
3852218, 7, 2313,  371602000, 2024,  5,  9,  7, 13,   4.0,   4,  16, 22.9983471000, 120.2186033000,   75.919,   58.697,   2.656200,   2.097000,   6.011400,    0.000,    0.000,    0.000,   0.202500,   0.256500,   0.580500,    0.000,    0.000,  113.476,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.4,   2.666000,   2.134000,   6.050000,  24.0,8,180,0.450,0,0,0.000,
3853218, 7, 2313,  371603000, 2024,  5,  9,  7, 13,   5.0,   4,  16, 22.9983474000, 120.2186035000,   76.147,   58.925,   2.485200,   1.962000,   5.624400,    0.000,    0.000,    0.000,   0.202500,   0.256500,   0.580500,    0.000,    0.000,  113.476,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.4,   2.497000,   1.999000,   5.666000,  24.0,8,180,0.450,0,0,0.000,
3854218, 7, 2313,  371604000, 2024,  5,  9,  7, 13,   6.0,   4,  16, 22.9983470000, 120.2186036000,   76.253,   59.031,   2.376900,   1.876500,   5.379300,    0.000,    0.000,    0.000,   0.049500,   0.062700,   0.141900,    0.000,    0.000,  113.476,    0.000,    0.000,   1.5,   0.0,   0.0,   1.3,   0.0,   0.6,   0.4,   2.384000,   1.908000,   5.409000,  24.0,8,180,0.110,0,0,0.000,
