 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b12309\ORB\brd17130.sp3                                           
 FILE 2: ${P}/b12309\ORB\igs17130.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 56235.000000000  | P P |    -1.7105    4.7787    0.0393 |   |
 |   2 | 56235.000000000  | P P |     3.0592   -1.7626   -1.9648 |   |
 |   3 | 56235.000000000  | P P |    -2.7284   -0.2824    4.2676 |   |
 |   4 | 56235.000000000  | P P |     4.5891   -1.0533   -3.8083 |   |
 |   6 | 56235.000000000  | P P |    -2.8115   -0.2795    4.0623 |   |
 |   7 | 56235.000000000  | P P |     0.1494    3.4142    1.7089 |   |
 |   8 | 56235.000000000  | P P |     1.6610    2.3640    4.2624 |   |
 |   9 | 56235.000000000  | P P |     3.0163   -3.7234    1.6366 |   |
 |  10 | 56235.000000000  | P P |     6.9116   -1.7422    0.5057 |   |
 |  11 | 56235.000000000  | P P |    -0.9586    5.3454    0.8177 |   |
 |  12 | 56235.000000000  | P P |     2.3770   -1.9167   -2.6330 |   |
 |  13 | 56235.000000000  | P P |     1.9569    5.1470   -0.9292 |   |
 |  14 | 56235.000000000  | P P |    -3.5231   -4.1664   -1.7222 |   |
 |  15 | 56235.000000000  | P P |     1.8201   -1.7261    3.4277 |   |
 |  16 | 56235.000000000  | P P |    -5.3786    0.6988    1.4523 |   |
 |  17 | 56235.000000000  | P P |     2.7428    2.2812   -1.0334 |   |
 |  18 | 56235.000000000  | P P |    -2.9674   -3.4310    3.9725 |   |
 |  20 | 56235.000000000  | P P |    -1.2905    3.1617   -4.3610 |   |
 |  21 | 56235.000000000  | P P |    -1.1695   -4.0709    4.3149 |   |
 |  22 | 56235.000000000  | P P |    -3.6762   -1.8182    1.0072 |   |
 |  23 | 56235.000000000  | P P |     0.4606    3.5778   -1.8268 |   |
 |  24 | 56235.000000000  | P P |     3.3370   -2.6256    2.3102 |   |
 |  25 | 56235.000000000  | P P |    -0.7261   -2.7992   -4.4179 |   |
 |  26 | 56235.000000000  | P P |     3.6299    0.8130    3.5125 |   |
 |  27 | 56235.000000000  | P P |   135.4650   40.0252   44.9098 |   |
 |  28 | 56235.000000000  | P P |     2.8949    2.2639    4.4110 |   |
 |  29 | 56235.000000000  | P P |    -1.0506   -3.7315   -1.8962 |   |
 |  30 | 56235.000000000  | P P |    -5.1051   -0.3352   -0.4438 |   |
 |  31 | 56235.000000000  | P P |    -1.7502   -2.3221   -3.0136 |   |
 |  32 | 56235.000000000  | P P |    -2.2659    2.7123   -3.1944 |   |
 |   1 | 56235.010416667  | P P |    -1.8354    4.6627    0.8709 |   |
 |   2 | 56235.010416667  | P P |     2.9356   -1.2319   -2.3873 |   |
 |   3 | 56235.010416667  | P P |    -3.0649   -0.9266    3.9146 |   |
 |   4 | 56235.010416667  | P P |     4.2975   -0.4456   -4.0097 |   |
 |   6 | 56235.010416667  | P P |    -3.0816   -0.9437    3.6489 |   |
 |   7 | 56235.010416667  | P P |    -0.1909    3.6105    1.2464 |   |
