 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b12309\ORB\brd17142.sp3                                           
 FILE 2: ${P}/b12309\ORB\igs17142.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 56244.000000000  | P P |     1.1928   -8.9148    9.0288 |   |
 |   2 | 56244.000000000  | P P |    28.5242  101.1763   -8.0414 |   |
 |   3 | 56244.000000000  | P P |    35.0409  -24.2078  -49.2312 |   |
 |   4 | 56244.000000000  | P P |    11.0443   85.2508   18.6548 |   |
 |   6 | 56244.000000000  | P P |    45.1464  -16.4380  -60.4980 |   |
 |   7 | 56244.000000000  | P P |   -10.7917   -5.5952   15.0741 |   |
 |   8 | 56244.000000000  | P P |   -12.9098   -6.7233    0.1449 |   |
 |   9 | 56244.000000000  | P P |    39.0423   54.0084  -60.1511 |   |
 |  10 | 56244.000000000  | P P |     4.7276   89.1266   14.0204 |   |
 |  11 | 56244.000000000  | P P |     1.4434  -18.1135   -1.3943 |   |
 |  12 | 56244.000000000  | P P |    37.3690  101.5730  -27.5848 |   |
 |  13 | 56244.000000000  | P P |    -2.7565   52.0248   29.2014 |   |
 |  14 | 56244.000000000  | P P |    67.3878   32.5351  -73.8336 |   |
 |  15 | 56244.000000000  | P P |    20.4397   19.7755  -50.1279 |   |
 |  16 | 56244.000000000  | P P |    40.1945   -3.1193  -33.3433 |   |
 |  17 | 56244.000000000  | P P |   -16.0884   48.4433   27.9782 |   |
 |  18 | 56244.000000000  | P P |    40.0522   -0.6618  -70.1908 |   |
 |  19 | 56244.000000000  | P P |    17.6796  -31.4581  -36.3731 |   |
 |  20 | 56244.000000000  | P P |    22.0166   36.9236    7.2478 |   |
 |  21 | 56244.000000000  | P P |    53.5825   28.0437  -77.5588 |   |
 |  22 | 56244.000000000  | P P |    44.4543  -14.1482  -67.4349 |   |
 |  23 | 56244.000000000  | P P |    18.5715   55.6454   15.8548 |   |
 |  24 | 56244.000000000  | P P |    39.8637   56.0937  -58.8044 |   |
 |  25 | 56244.000000000  | P P |    53.9849   95.7766  -37.7691 |   |
 |  26 | 56244.000000000  | P P |    -2.2621   21.8936  -17.5322 |   |
 |  27 | 56244.000000000  | P P |   179.9758   82.0369   40.8308 |   |
 |  28 | 56244.000000000  | P P |   -10.3649    9.0090   -4.9351 |   |
 |  29 | 56244.000000000  | P P |    63.2751   78.7119  -55.7448 |   |
 |  30 | 56244.000000000  | P P |    51.3221   26.1833  -34.4927 |   |
 |  31 | 56244.000000000  | P P |    55.9233   66.6605  -30.3912 |   |
 |  32 | 56244.000000000  | P P |    35.8487   18.3530  -15.4088 |   |
 |   1 | 56244.010416667  | P P |     1.0077  -13.7871    5.9430 |   |
 |   2 | 56244.010416667  | P P |    26.1472  100.5678   -3.6247 |   |
 |   3 | 56244.010416667  | P P |    38.8074  -21.6607  -51.7323 |   |
 |   4 | 56244.010416667  | P P |     8.1193   81.0317   21.7787 |   |
 |   6 | 56244.010416667  | P P |    48.5603  -12.6462  -62.2423 |   |
