 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b12309\ORB\brd17135.sp3                                           
 FILE 2: ${P}/b12309\ORB\igs17135.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 56240.000000000  | P P |    -3.5799    4.2550    1.7937 |   |
 |   2 | 56240.000000000  | P P |     0.9452   -0.0714   -2.1313 |   |
 |   3 | 56240.000000000  | P P |    -3.0622   -0.4399    4.7787 |   |
 |   4 | 56240.000000000  | P P |     0.6795    1.7426   -3.3682 |   |
 |   6 | 56240.000000000  | P P |    -3.3499   -1.7777    4.5584 |   |
 |   7 | 56240.000000000  | P P |    -1.4534    3.2427    2.5624 |   |
 |   8 | 56240.000000000  | P P |    -1.4320    4.0011    3.9301 |   |
 |   9 | 56240.000000000  | P P |     2.8625   -1.8195    1.9933 |   |
 |  10 | 56240.000000000  | P P |     1.9427    2.4724   -3.0361 |   |
 |  11 | 56240.000000000  | P P |    -3.3166    3.6548    3.8098 |   |
 |  12 | 56240.000000000  | P P |     0.3328   -0.8674   -2.7432 |   |
 |  13 | 56240.000000000  | P P |    -0.7700    5.1532   -1.1273 |   |
 |  14 | 56240.000000000  | P P |    -3.8364   -4.3531    1.2149 |   |
 |  15 | 56240.000000000  | P P |     0.9399   -2.3113    2.9416 |   |
 |  16 | 56240.000000000  | P P |    -6.2230    0.1082    2.2285 |   |
 |  17 | 56240.000000000  | P P |    -0.0817    3.8251    0.1808 |   |
 |  18 | 56240.000000000  | P P |    -1.7611   -2.6141    5.1877 |   |
 |  19 | 56240.000000000  | P P |    -2.6642    0.3039    4.0026 |   |
 |  20 | 56240.000000000  | P P |    -5.1502    2.2820   -2.2884 |   |
 |  21 | 56240.000000000  | P P |     0.6227   -3.8838    3.7247 |   |
 |  22 | 56240.000000000  | P P |    -3.3397   -1.5665    3.1186 |   |
 |  24 | 56240.000000000  | P P |   -11.9410  -23.7888  -31.7965 |   |
 |  25 | 56240.000000000  | P P |    -1.2823   -2.3829   -3.3674 |   |
 |  26 | 56240.000000000  | P P |     3.1435    2.8038    2.6534 |   |
 |  27 | 56240.000000000  | P P |   126.1095   40.5044   66.6351 |   |
 |  28 | 56240.000000000  | P P |     2.8036    2.5899    3.6198 |   |
 |  29 | 56240.000000000  | P P |    -0.5547   -2.5360   -1.8693 |   |
 |  30 | 56240.000000000  | P P |    -6.4474   -0.2762    1.7233 |   |
 |  31 | 56240.000000000  | P P |    -4.6712   -0.5431   -1.1843 |   |
 |  32 | 56240.000000000  | P P |    -4.5718    1.7200   -1.2445 |   |
 |   1 | 56240.010416667  | P P |    -3.5717    4.0712    2.5728 |   |
 |   2 | 56240.010416667  | P P |     0.6617    0.4840   -2.4408 |   |
 |   3 | 56240.010416667  | P P |    -3.3527   -1.0168    4.4363 |   |
 |   4 | 56240.010416667  | P P |     0.4067    2.2975   -3.2968 |   |
 |   6 | 56240.010416667  | P P |    -3.5250   -2.2735    4.0283 |   |
 |   7 | 56240.010416667  | P P |    -1.8891    3.3363    2.0203 |   |
