 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b12309\ORB\brd17134.sp3                                           
 FILE 2: ${P}/b12309\ORB\igs17134.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 |  10 | 56239.010416667  | P P |   137.7716   83.7061 -153.6720 |   |
 |  11 | 56239.010416667  | P P |  -134.6604 1202.7027  338.3961 |   |
 |  12 | 56239.010416667  | P P |  -222.9514 -276.4781  237.3996 |   |
 |  13 | 56239.010416667  | P P |    27.6899  590.5176 -253.3113 |   |
 |  14 | 56239.010416667  | P P |  -825.0251  238.7607  877.0576 |   |
 |  15 | 56239.010416667  | P P |   -29.0085  534.0343  879.7590 |   |
 |  16 | 56239.010416667  | P P |  -684.7828  884.4597  585.6110 |   |
 |  17 | 56239.010416667  | P P |   292.2104  566.9422 -135.6073 |   |
 |  18 | 56239.010416667  | P P |  -402.8686  649.6881 1104.2873 |   |
 |  19 | 56239.010416667  | P P |  -276.9343 1164.4954  772.0467 |   |
 |  20 | 56239.010416667  | P P |  -415.8779  604.4612  -49.0008 |   |
 |  21 | 56239.010416667  | P P |  -474.3308  306.4319 1068.6138 |   |
 |  22 | 56239.010416667  | P P |  -611.7803  823.7689 1020.4898 |   |
 |  24 | 56239.010416667  | P P |  -333.8913 -338.2454  317.9334 |   |
 |  25 | 56239.010416667  | P P |  -527.5915 -248.8982  297.8522 |   |
 |  26 | 56239.010416667  | P P |   233.1557  671.3426  548.3300 |   |
 |  27 | 56239.010416667  | P P |  -696.0936  439.9766  552.7872 |   |
 |  28 | 56239.010416667  | P P |   292.5294  846.5634  418.3202 |   |
 |  29 | 56239.010416667  | P P |  -676.6815 -162.0503  589.2573 |   |
 |  30 | 56239.010416667  | P P |  -785.5200  545.3049  454.7465 |   |
 |  31 | 56239.010416667  | P P |  -713.1455  104.3218  259.8808 |   |
 |  32 | 56239.010416667  | P P |  -615.9937  705.6503  244.8330 |   |
 |   1 | 56239.020833333  | P P |  -160.1883 1163.4229  238.8251 |   |
 |   2 | 56239.020833333  | P P |  -119.0088 -172.0237   -5.4747 |   |
 |   3 | 56239.020833333  | P P |  -558.5936  981.1350  893.9098 |   |
 |   4 | 56239.020833333  | P P |   -11.7857  171.7987 -256.3450 |   |
 |   6 | 56239.020833333  | P P |  -665.7188  838.8107  961.8451 |   |
 |   8 | 56239.020833333  | P P |   174.4106 1095.1231  353.5486 |   |
 |   9 | 56239.020833333  | P P |  -172.0096  138.9705  848.3169 |   |
 |  10 | 56239.020833333  | P P |    99.6369   77.4056 -181.4045 |   |
 |  11 | 56239.020833333  | P P |  -145.8079 1216.8592  405.7217 |   |
 |  12 | 56239.020833333  | P P |  -178.5340 -262.0407  261.0708 |   |
 |  13 | 56239.020833333  | P P |   -20.6135  538.9651 -261.9024 |   |
 |  14 | 56239.020833333  | P P |  -808.2189  287.0105  930.3963 |   |
 |  15 | 56239.020833333  | P P |    22.8657  545.7480  831.7663 |   |
 |  16 | 56239.020833333  | P P |  -705.5327  827.7382  538.8633 |   |
 |  17 | 56239.020833333  | P P |   312.8594  626.0354  -91.5041 |   |
 |  18 | 56239.020833333  | P P |  -363.7707  615.5912 1095.2956 |   |
 |  19 | 56239.020833333  | P P |  -329.9933 1138.0011  813.9030 |   |
 |  20 | 56239.020833333  | P P |  -435.4421  664.6625   -5.8784 |   |
 |  21 | 56239.020833333  | P P |  -489.3568  232.5788 1042.7442 |   |
 |  22 | 56239.020833333  | P P |  -573.2866  821.8015 1043.5379 |   |
 |  24 | 56239.020833333  | P P |  -283.1026 -313.4537  376.6447 |   |
 |  25 | 56239.020833333  | P P |  -483.7690 -271.5563  298.5730 |   |
 |  26 | 56239.020833333  | P P |   268.3459  662.8211  479.0898 |   |
 |  27 | 56239.020833333  | P P |  -696.3112  373.9942  522.3318 |   |
 |  28 | 56239.020833333  | P P |   266.1365  903.8976  452.3324 |   |
 |  29 | 56239.020833333  | P P |  -650.9010 -190.4604  521.4827 |   |
 |  30 | 56239.020833333  | P P |  -785.8462  475.5044  413.5629 |   |
 |  31 | 56239.020833333  | P P |  -722.9341   54.8775  299.8432 |   |
 |  32 | 56239.020833333  | P P |  -623.0660  763.9363  302.0308 |   |
 |   1 | 56239.031250000  | P P |  -155.1171 1193.1612  302.0692 |   |
 |   2 | 56239.031250000  | P P |  -104.2259 -135.1457  -55.5932 |   |
 |   3 | 56239.031250000  | P P |  -610.1380  936.2050  893.0383 |   |
 |   4 | 56239.031250000  | P P |     7.3676  239.9147 -270.1460 |   |
 |   6 | 56239.031250000  | P P |  -709.5339  785.4897  948.1784 |   |
 |   8 | 56239.031250000  | P P |   168.1939 1102.8661  295.4991 |   |
 |   9 | 56239.031250000  | P P |  -142.9072  213.7381  866.2627 |   |
 |  10 | 56239.031250000  | P P |    61.7072   80.7505 -205.2914 |   |
 |  11 | 56239.031250000  | P P |  -162.2456 1223.1211  473.0914 |   |
 |  12 | 56239.031250000  | P P |  -137.7125 -240.6620  291.8987 |   |
 |  13 | 56239.031250000  | P P |   -72.6866  492.5244 -261.9248 |   |
 |  14 | 56239.031250000  | P P |  -784.8697  337.3827  977.5891 |   |
 |  15 | 56239.031250000  | P P |    72.1916  547.8134  778.8719 |   |
 |  16 | 56239.031250000  | P P |  -721.1882  766.5667  491.1954 |   |
 |  17 | 56239.031250000  | P P |   327.0001  683.2154  -41.4792 |   |
 |  18 | 56239.031250000  | P P |  -328.7722  573.0835 1082.2862 |   |
 |  19 | 56239.031250000  | P P |  -385.0315 1107.7546  847.6275 |   |
 |  20 | 56239.031250000  | P P |  -448.9891  727.3395   39.5610 |   |
 |  21 | 56239.031250000  | P P |  -505.1153  161.0277 1010.4400 |   |
 |  22 | 56239.031250000  | P P |  -535.7417  810.2383 1062.4944 |   |
 |  24 | 56239.031250000  | P P |  -234.2666 -284.5206  435.1322 |   |
 |  25 | 56239.031250000  | P P |  -441.2336 -287.8959  308.3254 |   |
 |  26 | 56239.031250000  | P P |   298.2920  644.4413  408.6773 |   |
 |  27 | 56239.031250000  | P P |  -694.0382  308.5630  495.7122 |   |
 |  28 | 56239.031250000  | P P |   237.4643  958.9426  478.7839 |   |
 |  29 | 56239.031250000  | P P |  -618.3389 -214.3751  455.2961 |   |
 |  30 | 56239.031250000  | P P |  -782.6919  404.5638  377.1562 |   |
 |  31 | 56239.031250000  | P P |  -732.9305   14.3770  347.4786 |   |
 |  32 | 56239.031250000  | P P |  -623.6141  821.5496  359.2337 |   |
 |   1 | 56239.041666667  | P P |  -154.3668 1214.3867  367.3008 |   |
 |   2 | 56239.041666667  | P P |   -84.3063  -91.3497 -101.4395 |   |
 |   3 | 56239.041666667  | P P |  -658.2288  888.7541  883.2202 |   |
 |   4 | 56239.041666667  | P P |    29.8186  310.7168 -277.4745 |   |
 |   6 | 56239.041666667  | P P |  -749.0380  730.7854  926.2360 |   |
 |   8 | 56239.041666667  | P P |   161.2630 1100.0289  234.2236 |   |
 |   9 | 56239.041666667  | P P |  -111.5038  288.8519  874.9985 |   |
 |  10 | 56239.041666667  | P P |    25.0819   93.9584 -225.3835 |   |
 |  11 | 56239.041666667  | P P |  -184.1736 1221.7407  539.4759 |   |
 |  12 | 56239.041666667  | P P |  -100.7133 -212.1154  328.7229 |   |
 |  13 | 56239.041666667  | P P |  -127.7601  452.6169 -253.6841 |   |
 |  14 | 56239.041666667  | P P |  -755.0954  388.0793 1018.1546 |   |
 |  15 | 56239.041666667  | P P |   118.0085  540.3707  722.0455 |   |
 |  16 | 56239.041666667  | P P |  -732.1524  701.3501  444.2401 |   |
 |  17 | 56239.041666667  | P P |   334.1940  738.4092   13.3156 |   |
 |  18 | 56239.041666667  | P P |  -298.4621  523.0028 1065.4150 |   |
 |  19 | 56239.041666667  | P P |  -440.9177 1074.1247  872.6058 |   |
 |  20 | 56239.041666667  | P P |  -456.7307  790.9380   87.1252 |   |
 |  21 | 56239.041666667  | P P |  -520.6046   92.8944  971.7408 |   |
 |  22 | 56239.041666667  | P P |  -500.1385  789.0435 1077.4299 |   |
 |  24 | 56239.041666667  | P P |  -187.0738 -251.8506  492.0319 |   |
 |  25 | 56239.041666667  | P P |  -400.5044 -297.2890  326.6644 |   |
 |  26 | 56239.041666667  | P P |   322.2405  617.2188  338.2667 |   |
 |  27 | 56239.041666667  | P P |  -689.7888  244.5921  473.9359 |   |
 |  28 | 56239.041666667  | P P |   207.3062 1010.9309  496.9494 |   |
 |  29 | 56239.041666667  | P P |  -579.5250 -233.9550  392.0852 |   |
 |  30 | 56239.041666667  | P P |  -776.7430  333.2869  346.7417 |   |
 |  31 | 56239.041666667  | P P |  -742.7230  -16.3307  401.7302 |   |
 |  32 | 56239.041666667  | P P |  -618.1985  876.7912  416.1524 |   |
 |   1 | 56239.052083333  | P P |  -158.6869 1227.0790  433.7709 |   |
 |   2 | 56239.052083333  | P P |   -59.5420  -41.5921 -142.2131 |   |
 |   3 | 56239.052083333  | P P |  -701.9702  838.9080  864.9423 |   |
 |   4 | 56239.052083333  | P P |    54.7715  383.0397 -277.9187 |   |
 |   6 | 56239.052083333  | P P |  -783.4325  674.8817  896.7329 |   |
 |   8 | 56239.052083333  | P P |   153.0573 1086.6442  171.3402 |   |
 |   9 | 56239.052083333  | P P |   -77.7786  362.5377  873.9778 |   |
 |  10 | 56239.052083333  | P P |    -9.1895  116.9816 -241.7144 |   |
 |  11 | 56239.052083333  | P P |  -211.6047 1213.1167  603.8150 |   |
 |  12 | 56239.052083333  | P P |   -67.6064 -176.2904  370.2088 |   |
 |  13 | 56239.052083333  | P P |  -184.9600  420.4480 -237.6391 |   |
 |  14 | 56239.052083333  | P P |  -719.1840  437.3111 1051.8013 |   |
 |  15 | 56239.052083333  | P P |   159.4194  523.8596  662.2371 |   |
 |  16 | 56239.052083333  | P P |  -738.9483  632.6392  399.6088 |   |
 |  17 | 56239.052083333  | P P |   334.2105  791.5657   71.5790 |   |
 |  18 | 56239.052083333  | P P |  -273.2665  466.3710 1044.7889 |   |
 |  19 | 56239.052083333  | P P |  -496.4859 1037.4167  888.4313 |   |
 |  20 | 56239.052083333  | P P |  -459.0622  853.8848  136.6438 |   |
 |  21 | 56239.052083333  | P P |  -534.7945   29.1320  926.8808 |   |
 |  22 | 56239.052083333  | P P |  -467.3823  758.4327 1088.3948 |   |
 |  24 | 56239.052083333  | P P |  -141.1542 -215.9472  546.0710 |   |
 |  25 | 56239.052083333  | P P |  -361.9520 -299.1874  352.9000 |   |
 |  26 | 56239.052083333  | P P |   339.5781  582.4430  268.9043 |   |
 |  27 | 56239.052083333  | P P |  -684.0358  183.0297  457.8501 |   |
 |  28 | 56239.052083333  | P P |   176.3880 1059.0352  506.3249 |   |
 |  29 | 56239.052083333  | P P |  -535.1723 -249.3379  333.1965 |   |
 |  30 | 56239.052083333  | P P |  -768.6617  262.5639  323.3506 |   |
 |  31 | 56239.052083333  | P P |  -751.7720  -36.6348  461.3525 |   |
 |  32 | 56239.052083333  | P P |  -607.5789  928.0361  472.5482 |   |
 |   1 | 56239.062500000  | P P |  -168.6558 1231.3923  500.6506 |   |
 |   2 | 56239.062500000  | P P |   -30.4300   13.1507 -177.1769 |   |
 |   3 | 56239.062500000  | P P |  -740.5958  786.7508  838.8911 |   |
 |   4 | 56239.062500000  | P P |    81.3305  455.7698 -271.1953 |   |
 |   6 | 56239.062500000  | P P |  -812.0748  617.9362  860.5805 |   |
 |   8 | 56239.062500000  | P P |   142.9567 1063.0070  108.5322 |   |
 |   9 | 56239.062500000  | P P |   -41.8335  433.0227  862.9025 |   |
 |  10 | 56239.062500000  | P P |   -40.1512  149.5229 -254.2837 |   |
 |  11 | 56239.062500000  | P P |  -244.3653 1197.7653  665.0513 |   |
 |  12 | 56239.062500000  | P P |   -38.3196 -133.2047  414.8894 |   |
 |  13 | 56239.062500000  | P P |  -243.3351  396.9716 -214.3723 |   |
 |  14 | 56239.062500000  | P P |  -677.5984  483.3569 1078.4245 |   |
 |  15 | 56239.062500000  | P P |   195.6283  499.0044  600.3405 |   |
 |  16 | 56239.062500000  | P P |  -742.1787  561.1402  358.8355 |   |
 |  17 | 56239.062500000  | P P |   327.0318  842.6231  131.9122 |   |
 |  18 | 56239.062500000  | P P |  -253.4422  404.3627 1020.4631 |   |
 |  19 | 56239.062500000  | P P |  -550.5789  997.8636  894.9129 |   |
 |  20 | 56239.062500000  | P P |  -456.5692  914.6431  187.9458 |   |
 |  21 | 56239.062500000  | P P |  -546.6427  -29.5114  876.3001 |   |
 |  22 | 56239.062500000  | P P |  -438.2548  718.8509 1095.4127 |   |
 |  24 | 56239.062500000  | P P |   -96.1028 -177.4221  596.0978 |   |
 |  25 | 56239.062500000  | P P |  -325.7951 -293.1348  386.1154 |   |
 |  26 | 56239.062500000  | P P |   349.8491  541.6214  201.4693 |   |
 |  27 | 56239.062500000  | P P |  -677.2023  124.8617  448.1037 |   |
 |  28 | 56239.062500000  | P P |   145.3590 1102.3832  506.6279 |   |
 |  29 | 56239.062500000  | P P |  -486.1495 -260.6192  279.9008 |   |
 |  30 | 56239.062500000  | P P |  -759.0427  193.3756  307.8013 |   |
 |  31 | 56239.062500000  | P P |  -759.4220  -46.2146  524.9643 |   |
 |  32 | 56239.062500000  | P P |  -592.6783  973.7777  528.2285 |   |
 |   1 | 56239.072916667  | P P |  -184.6608 1227.6560  567.0317 |   |
 |   2 | 56239.072916667  | P P |     2.3558   71.9093 -205.6974 |   |
 |   3 | 56239.072916667  | P P |  -773.4949  732.3636  805.9444 |   |
 |   4 | 56239.072916667  | P P |   108.5419  527.8764 -257.1850 |   |
 |   6 | 56239.072916667  | P P |  -834.4995  560.0945  818.8637 |   |
 |   8 | 56239.072916667  | P P |   130.3003 1029.6856   47.5175 |   |
 |   9 | 56239.072916667  | P P |    -3.8833  498.5836  841.7194 |   |
 |  10 | 56239.072916667  | P P |   -66.9642  191.0489 -263.0510 |   |
 |  11 | 56239.072916667  | P P |  -282.0925 1176.2987  722.1658 |   |
 |  12 | 56239.072916667  | P P |   -12.6463  -83.0087  461.1833 |   |
 |  13 | 56239.072916667  | P P |  -301.8681  382.8752 -184.5474 |   |
 |  14 | 56239.072916667  | P P |  -630.9625  524.6176 1098.0599 |   |
 |  15 | 56239.072916667  | P P |   225.9581  466.7684  537.1800 |   |
 |  16 | 56239.072916667  | P P |  -742.4958  487.7073  323.3446 |   |
 |  17 | 56239.072916667  | P P |   312.8404  891.4727  192.8440 |   |
 |  18 | 56239.072916667  | P P |  -239.0770  338.2558  992.4433 |   |
 |  19 | 56239.072916667  | P P |  -602.0794  955.6417  892.0978 |   |
 |  20 | 56239.072916667  | P P |  -450.0083  971.7469  240.8545 |   |
 |  21 | 56239.072916667  | P P |  -555.1129  -82.5348  820.6534 |   |
 |  22 | 56239.072916667  | P P |  -413.3991  670.9585 1098.4756 |   |
 |  24 | 56239.072916667  | P P |   -51.5021 -136.9682  641.0867 |   |
 |  25 | 56239.072916667  | P P |  -292.1118 -278.7909  425.1895 |   |
 |  26 | 56239.072916667  | P P |   352.7658  496.3956  136.6866 |   |
 |  27 | 56239.072916667  | P P |  -669.6266   71.0685  445.1407 |   |
 |  28 | 56239.072916667  | P P |   114.7719 1140.0873  497.8098 |   |
 |  29 | 56239.072916667  | P P |  -433.4592 -267.8400  233.3537 |   |
 |  30 | 56239.072916667  | P P |  -748.3875  126.7749  300.6837 |   |
 |  31 | 56239.072916667  | P P |  -764.9308  -45.0602  591.0786 |   |
 |  32 | 56239.072916667  | P P |  -574.5539 1012.6634  583.0278 |   |
 |   1 | 56239.083333333  | P P |  -206.2633 1218.5519  631.0379 |   |
 |   2 | 56239.083333333  | P P |    38.5180  132.0363 -227.9622 |   |
 |   3 | 56239.083333333  | P P |  -800.4964  676.7043  768.5154 |   |
 |   4 | 56239.083333333  | P P |   136.6766  597.3001 -237.5775 |   |
 |   5 | 56239.083333333  | P P |    25.1512 -101.9228  -26.4347 |   |
 |   6 | 56239.083333333  | P P |  -851.1035  502.1149  774.0249 |   |
 |   7 | 56239.083333333  | P P |  -107.1624  791.6144 -143.9153 |   |
 |   8 | 56239.083333333  | P P |   115.2485  987.5102   -8.8446 |   |
 |   9 | 56239.083333333  | P P |    35.6121  556.5540  810.5999 |   |
 |  10 | 56239.083333333  | P P |   -87.1195  239.8768 -268.0959 |   |
 |  11 | 56239.083333333  | P P |  -323.5664 1151.4058  774.0063 |   |
 |  12 | 56239.083333333  | P P |     9.3858  -27.1272  505.8146 |   |
 |  13 | 56239.083333333  | P P |  -357.3089  379.9450 -148.8038 |   |
 |  14 | 56239.083333333  | P P |  -582.2995  559.5337 1109.0787 |   |
 |  15 | 56239.083333333  | P P |   249.0616  426.7166  475.0258 |   |
 |  16 | 56239.083333333  | P P |  -741.4378  414.4481  295.3185 |   |
 |  17 | 56239.083333333  | P P |   293.3075  938.0624  251.9982 |   |
 |  18 | 56239.083333333  | P P |  -232.2086  269.3510  962.1685 |   |
 |  19 | 56239.083333333  | P P |  -649.5631  912.2139  881.5941 |   |
 |  20 | 56239.083333333  | P P |  -439.6986 1024.8681  293.5973 |   |
 |  21 | 56239.083333333  | P P |  -560.4171 -130.2397  762.2476 |   |
 |  22 | 56239.083333333  | P P |  -395.4145  616.5391 1097.8820 |   |
 |  23 | 56239.083333333  | P P |  -641.4020  450.0697  149.4092 |   |
 |  24 | 56239.083333333  | P P |    -7.1490  -97.1564  680.0310 |   |
 |  25 | 56239.083333333  | P P |  -262.3788 -256.4428  467.1817 |   |
 |  26 | 56239.083333333  | P P |   348.5599  446.8737   77.5112 |   |
 |  27 | 56239.083333333  | P P |  -663.4283   23.6415  449.2539 |   |
 |  28 | 56239.083333333  | P P |    87.3278 1170.6586  480.7423 |   |
 |  29 | 56239.083333333  | P P |  -379.6927 -272.0536  194.4257 |   |
 |  31 | 56239.083333333  | P P |  -768.2018  -32.8546  657.2470 |   |
 |  32 | 56239.083333333  | P P |  -554.5523 1044.6999  635.4207 |   |
 |   1 | 56239.093750000  | P P |  -234.3258 1200.3999  693.2652 |   |
 |   2 | 56239.093750000  | P P |    76.0929  196.0003 -241.9602 |   |
 |   3 | 56239.093750000  | P P |  -821.2591  618.3851  725.6549 |   |
 |   4 | 56239.093750000  | P P |   161.2066  666.1123 -208.2378 |   |
 |   5 | 56239.093750000  | P P |     3.1181  -91.4201  -67.6561 |   |
 |   6 | 56239.093750000  | P P |  -860.5583  442.1293  724.2621 |   |
 |   7 | 56239.093750000  | P P |  -144.4295  726.1066 -162.6715 |   |
 |   8 | 56239.093750000  | P P |    95.2216  938.4063  -62.1447 |   |
 |   9 | 56239.093750000  | P P |    76.4216  608.6048  771.2614 |   |
 |  10 | 56239.093750000  | P P |  -104.6029  297.2088 -269.1491 |   |
 |  11 | 56239.093750000  | P P |  -369.2401 1119.0174  819.9555 |   |
 |  12 | 56239.093750000  | P P |    29.2018   35.6558  550.2079 |   |
 |  13 | 56239.093750000  | P P |  -411.9166  386.1206 -108.0141 |   |
 |  14 | 56239.093750000  | P P |  -529.1949  587.1359 1114.3487 |   |
 |  15 | 56239.093750000  | P P |   265.9788  382.8265  412.3039 |   |
 |  16 | 56239.093750000  | P P |  -738.0517  340.0567  273.6723 |   |
 |  17 | 56239.093750000  | P P |   266.1185  982.5706  310.2724 |   |
 |  18 | 56239.093750000  | P P |  -227.9855  199.3672  926.8644 |   |
 |  19 | 56239.093750000  | P P |  -693.1939  864.8105  861.3633 |   |
 |  20 | 56239.093750000  | P P |  -428.2161 1070.6191  349.5988 |   |
 |  21 | 56239.093750000  | P P |  -558.6961 -170.5719  697.4025 |   |
 |  22 | 56239.093750000  | P P |  -380.3982  554.9796 1092.8526 |   |
 |  23 | 56239.093750000  | P P |  -675.1447  485.2351  209.2473 |   |
 |  24 | 56239.093750000  | P P |    37.9487  -55.9029  713.0797 |   |
 |  25 | 56239.093750000  | P P |  -233.8176 -225.2487  513.4297 |   |
 |  26 | 56239.093750000  | P P |   336.7832  396.7378   21.3747 |   |
 |  27 | 56239.093750000  | P P |  -655.6107  -18.3163  460.1505 |   |
 |  28 | 56239.093750000  | P P |    59.1392 1194.5384  455.0137 |   |
 |  29 | 56239.093750000  | P P |  -322.7028 -270.9444  163.8144 |   |
 |  31 | 56239.093750000  | P P |  -767.2949  -11.7418  723.7049 |   |
 |  32 | 56239.093750000  | P P |  -533.5457 1066.8440  688.0429 |   |
 |   1 | 56239.104166667  | P P |  -268.0881 1175.7824  751.7312 |   |
 |   2 | 56239.104166667  | P P |   114.4808  261.1578 -247.8495 |   |
 |   3 | 56239.104166667  | P P |  -835.7581  558.4082  679.8559 |   |
 |   4 | 56239.104166667  | P P |   182.7158  732.0851 -171.3630 |   |
 |   5 | 56239.104166667  | P P |   -15.9578  -70.8420 -106.3853 |   |
 |   6 | 56239.104166667  | P P |  -863.4107  381.4581  672.6773 |   |
 |   7 | 56239.104166667  | P P |  -185.3638  661.2624 -172.2814 |   |
 |   8 | 56239.104166667  | P P |    70.9006  883.2321 -109.4205 |   |
 |   9 | 56239.104166667  | P P |   117.5375  651.8017  723.6873 |   |
 |  10 | 56239.104166667  | P P |  -117.0113  360.8835 -265.9469 |   |
 |  11 | 56239.104166667  | P P |  -417.6567 1082.0758  858.9195 |   |
 |  12 | 56239.104166667  | P P |    46.7821  103.6906  591.2326 |   |
 |  13 | 56239.104166667  | P P |  -463.0804  402.2908  -62.9282 |   |
 |  14 | 56239.104166667  | P P |  -474.2249  606.2063 1113.0324 |   |
 |  15 | 56239.104166667  | P P |   275.7995  335.3307  350.7019 |   |
 |  16 | 56239.104166667  | P P |  -733.7266  266.9358  260.4592 |   |
 |  17 | 56239.104166667  | P P |   233.3667 1024.6264  364.9142 |   |
 |  18 | 56239.104166667  | P P |  -228.0518  129.7291  887.7052 |   |
 |  19 | 56239.104166667  | P P |  -731.6848  814.9300  833.3674 |   |
 |  20 | 56239.104166667  | P P |  -415.6912 1108.9541  406.8605 |   |
 |  21 | 56239.104166667  | P P |  -550.8932 -204.0493  629.3627 |   |
 |  22 | 56239.104166667  | P P |  -370.4084  488.3177 1083.4312 |   |
 |  23 | 56239.104166667  | P P |  -702.3120  527.0729  269.8211 |   |
 |  24 | 56239.104166667  | P P |    83.7008  -15.6528  739.2818 |   |
 |  25 | 56239.104166667  | P P |  -207.3810 -185.8181  561.0315 |   |
 |  26 | 56239.104166667  | P P |   318.0772  346.9685  -29.9251 |   |
 |  27 | 56239.104166667  | P P |  -647.8523  -53.0374  477.8333 |   |
 |  28 | 56239.104166667  | P P |    32.3980 1210.4021  421.7234 |   |
 |  29 | 56239.104166667  | P P |  -265.2830 -265.5382  142.1909 |   |
 |  31 | 56239.104166667  | P P |  -762.2289   18.4625  788.1065 |   |
 |  32 | 56239.104166667  | P P |  -512.7465 1079.5356  739.2522 |   |
 |   1 | 56239.114583333  | P P |  -307.0447 1145.4044  805.3367 |   |
 |   2 | 56239.114583333  | P P |   152.5625  326.7199 -245.3920 |   |
 |   3 | 56239.114583333  | P P |  -844.1253  496.9248  632.5260 |   |
 |   4 | 56239.114583333  | P P |   200.2258  794.5770 -127.4250 |   |
 |   5 | 56239.114583333  | P P |   -31.2768  -40.5425 -142.2735 |   |
 |   6 | 56239.114583333  | P P |  -859.8753  320.3379  620.7487 |   |
 |   7 | 56239.114583333  | P P |  -229.7611  598.7835 -172.5456 |   |
 |   8 | 56239.114583333  | P P |    41.9594  823.5706 -149.5399 |   |
 |   9 | 56239.114583333  | P P |   158.1235  685.2270  668.8609 |   |
 |  10 | 56239.114583333  | P P |  -124.2903  429.6266 -258.2535 |   |
 |  11 | 56239.114583333  | P P |  -467.8487 1041.2052  890.1872 |   |
 |  12 | 56239.114583333  | P P |    62.7286  176.0124  627.4294 |   |
 |  13 | 56239.114583333  | P P |  -509.8042  427.9988  -14.3649 |   |
 |  14 | 56239.114583333  | P P |  -418.5401  615.9441 1105.5614 |   |
 |  15 | 56239.114583333  | P P |   278.5312  285.8447  290.7683 |   |
 |  16 | 56239.114583333  | P P |  -728.9987  196.3192  256.2817 |   |
 |  17 | 56239.114583333  | P P |   195.8212 1063.9968  414.6005 |   |
 |  18 | 56239.114583333  | P P |  -231.7826   61.9290  844.6856 |   |
 |  19 | 56239.114583333  | P P |  -764.4637  762.5808  798.5620 |   |
 |  20 | 56239.114583333  | P P |  -403.1875 1139.0162  465.0996 |   |
 |  21 | 56239.114583333  | P P |  -536.6263 -230.6650  559.2858 |   |
 |  22 | 56239.114583333  | P P |  -365.3227  417.8858 1069.4460 |   |
