 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b12309\ORB\brd17140.sp3                                           
 FILE 2: ${P}/b12309\ORB\igs17140.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 56242.000000000  | P P |    -2.8376    4.2996    1.6490 |   |
 |   2 | 56242.000000000  | P P |     2.6139   -1.1489   -2.3327 |   |
 |   3 | 56242.000000000  | P P |    -3.9440   -0.6610    3.1684 |   |
 |   4 | 56242.000000000  | P P |     3.3496    1.2477   -3.9507 |   |
 |   6 | 56242.000000000  | P P |    -4.1220    0.5109    4.0740 |   |
 |   7 | 56242.000000000  | P P |     0.1970    3.7332    2.0705 |   |
 |   8 | 56242.000000000  | P P |     0.7463    3.3064    3.8147 |   |
 |   9 | 56242.000000000  | P P |     1.9169   -4.1648    0.8014 |   |
 |  10 | 56242.000000000  | P P |     4.2366    0.8880   -2.3209 |   |
 |  12 | 56242.000000000  | P P |     1.9781   -1.6900   -2.6751 |   |
 |  13 | 56242.000000000  | P P |    -0.5941    3.9799   -4.4545 |   |
 |  14 | 56242.000000000  | P P |    -4.5308   -3.9053   -0.1282 |   |
 |  15 | 56242.000000000  | P P |     1.3877   -1.7323    3.1052 |   |
 |  16 | 56242.000000000  | P P |    -6.0870    1.1309   -0.5793 |   |
 |  17 | 56242.000000000  | P P |     1.7747    3.2191   -0.1072 |   |
 |  18 | 56242.000000000  | P P |    -2.7154   -2.8644    4.5249 |   |
 |  19 | 56242.000000000  | P P |    -3.0447    0.7411    2.8270 |   |
 |  20 | 56242.000000000  | P P |    -2.1190    3.8320   -4.3891 |   |
 |  21 | 56242.000000000  | P P |    -0.4553   -4.6642    2.7336 |   |
 |  22 | 56242.000000000  | P P |    -4.4163   -1.2129    1.5409 |   |
 |  23 | 56242.000000000  | P P |    -1.3233    2.0514   -3.3756 |   |
 |  24 | 56242.000000000  | P P |     2.3445   -2.2064    3.1761 |   |
 |  25 | 56242.000000000  | P P |    -0.2640   -2.6464   -4.4211 |   |
 |  26 | 56242.000000000  | P P |     3.0587    1.7870    2.9744 |   |
 |  27 | 56242.000000000  | P P |   123.2908   41.8969   70.6808 |   |
 |  28 | 56242.000000000  | P P |     3.1931    2.2624    3.8223 |   |
 |  29 | 56242.000000000  | P P |    -3.1148   -4.0341   -0.9536 |   |
 |  30 | 56242.000000000  | P P |    -5.1938   -0.5458   -1.9715 |   |
 |  31 | 56242.000000000  | P P |    -3.7141    0.1398   -2.9942 |   |
 |  32 | 56242.000000000  | P P |    -3.6855    2.7468   -2.6874 |   |
 |   1 | 56242.010416667  | P P |    -2.8853    3.9795    2.4563 |   |
 |   2 | 56242.010416667  | P P |     2.4296   -0.5334   -2.6428 |   |
 |   3 | 56242.010416667  | P P |    -4.2519   -1.1269    2.6975 |   |
 |   4 | 56242.010416667  | P P |     3.1141    1.8502   -3.9118 |   |
 |   6 | 56242.010416667  | P P |    -4.4567    0.0078    3.6162 |   |
 |   7 | 56242.010416667  | P P |    -0.0605    3.9122    1.5736 |   |
