 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b12309\ORB\brd17141.sp3                                           
 FILE 2: ${P}/b12309\ORB\igs17141.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 56243.000000000  | P P |    -2.5801    4.5069    1.5444 |   |
 |   2 | 56243.000000000  | P P |     2.7384   -1.8673   -2.2185 |   |
 |   3 | 56243.000000000  | P P |    -4.2940   -1.8650    2.7364 |   |
 |   4 | 56243.000000000  | P P |     3.2781    1.0170   -4.1642 |   |
 |   5 | 56243.000000000  | P P |     3.3685   -2.4952    2.3560 |   |
 |   6 | 56243.000000000  | P P |    -4.2522    0.1448    4.2643 |   |
 |   7 | 56243.000000000  | P P |    -0.5312    3.8571    1.3750 |   |
 |   8 | 56243.000000000  | P P |     0.2295    3.4300    3.6745 |   |
 |   9 | 56243.000000000  | P P |     2.4235   -2.8737    2.9007 |   |
 |  10 | 56243.000000000  | P P |     6.6933   -1.2296   -0.7121 |   |
 |  11 | 56243.000000000  | P P |    -1.5277    5.4606    2.0291 |   |
 |  12 | 56243.000000000  | P P |     2.4873   -1.7780   -2.0397 |   |
 |  13 | 56243.000000000  | P P |    -0.1509    3.9915   -4.3039 |   |
 |  14 | 56243.000000000  | P P |    -4.2051   -4.1480   -0.8605 |   |
 |  15 | 56243.000000000  | P P |     1.6799   -1.4352    3.1788 |   |
 |  16 | 56243.000000000  | P P |    -6.0484    1.4973    0.1634 |   |
 |  17 | 56243.000000000  | P P |     2.6700    2.4968   -0.3253 |   |
 |  18 | 56243.000000000  | P P |    -1.8176   -3.4128    4.4245 |   |
 |  19 | 56243.000000000  | P P |    -3.6372   -0.3287    2.6594 |   |
 |  20 | 56243.000000000  | P P |    -3.5366    3.3705   -3.3781 |   |
 |  21 | 56243.000000000  | P P |    -0.3655   -5.1326    2.0226 |   |
 |  22 | 56243.000000000  | P P |    -5.3371   -1.0753    0.9581 |   |
 |  23 | 56243.000000000  | P P |    -1.6711    1.7800   -3.4277 |   |
 |  24 | 56243.000000000  | P P |     3.0045   -2.2606    3.4046 |   |
 |  25 | 56243.000000000  | P P |     0.1750   -2.7037   -4.3454 |   |
 |  26 | 56243.000000000  | P P |     3.1072    0.4031    3.4070 |   |
 |  27 | 56243.000000000  | P P |   119.5858   43.4502   75.5077 |   |
 |  28 | 56243.000000000  | P P |     3.0871    2.1510    4.0478 |   |
 |  29 | 56243.000000000  | P P |    -1.6421   -3.3258   -2.2875 |   |
 |  30 | 56243.000000000  | P P |    -5.3763   -0.0739   -1.9246 |   |
 |  31 | 56243.000000000  | P P |    -2.6927   -1.0760   -3.1254 |   |
 |  32 | 56243.000000000  | P P |    -3.8326    2.9328   -2.8302 |   |
 |   1 | 56243.010416667  | P P |    -2.6434    4.1857    2.3445 |   |
 |   2 | 56243.010416667  | P P |     2.5974   -1.2640   -2.5512 |   |
 |   3 | 56243.010416667  | P P |    -4.5542   -2.3043    2.1210 |   |
 |   4 | 56243.010416667  | P P |     3.0415    1.6763   -4.0524 |   |
