5.306149949998856e+05 	000000000000010 	2.358525144700000e+07 	2.171258430000000e+05 	-000000000002822 	000000000000036 
5.306149949998856e+05 	000000000000016 	2.005694414400000e+07 	-1.948909700000000e+05 	000000000002499 	000000000000045 
5.306149949998856e+05 	000000000000025 	2.390384474900000e+07 	1.024808201000000e+05 	-000000000002948 	000000000000016 
5.306149949998856e+05 	000000000000027 	2.322946101700000e+07 	-3.222808610000000e+05 	000000000004202 	000000000000036 
5.306149949998856e+05 	000000000000028 	2.056878052900000e+07 	-9.433350000000000e+03 	000000000000118 	000000000000040 
5.306149949998856e+05 	000000000000029 	2.224852620400000e+07 	5.938443400000000e+04 	-000000000000790 	000000000000036 
5.306149949998856e+05 	000000000000031 	2.016356829000000e+07 	-6.437909600000000e+04 	000000000000828 	000000000000043 
5.306149949998856e+05 	000000000000032 	2.006674450000000e+07 	9.803339999999999e+04 	-000000000001287 	000000000000049 
5.306159949998856e+05 	000000000000010 	2.358579369500000e+07 	2.199476150000000e+05 	-000000000002821 	000000000000035 
5.306159949998856e+05 	000000000000016 	2.005646803200000e+07 	-1.973905270000000e+05 	000000000002499 	000000000000045 
5.306159949998856e+05 	000000000000025 	2.390440266800000e+07 	1.054252051000000e+05 	-000000000002944 	000000000000020 
5.306159949998856e+05 	000000000000027 	2.322866057600000e+07 	-3.264835960000000e+05 	000000000004202 	000000000000036 
5.306159949998856e+05 	000000000000028 	2.056875773900000e+07 	-9.552418000000000e+03 	000000000000119 	000000000000040 
5.306159949998856e+05 	000000000000029 	2.224866440900000e+07 	6.017502200000000e+04 	-000000000000790 	000000000000035 
5.306159949998856e+05 	000000000000031 	2.016341061000000e+07 	-6.520808600000000e+04 	000000000000828 	000000000000043 
5.306159949998856e+05 	000000000000032 	2.006698925700000e+07 	9.932088000000000e+04 	-000000000001287 	000000000000048 
5.306169949998856e+05 	000000000000010 	2.358633266300000e+07 	2.227684340000000e+05 	-000000000002820 	000000000000035 
5.306169949998856e+05 	000000000000016 	2.005599139700000e+07 	-1.998903820000000e+05 	000000000002499 	000000000000046 
5.306169949998856e+05 	000000000000025 	2.390497831500000e+07 	1.083796171000000e+05 	-000000000002954 	000000000000016 
5.306169949998856e+05 	000000000000027 	2.322786435700000e+07 	-3.306871580000000e+05 	000000000004203 	000000000000036 
5.306169949998856e+05 	000000000000028 	2.056873467000000e+07 	-9.672172000000000e+03 	000000000000119 	000000000000040 
5.306169949998856e+05 	000000000000029 	2.224882369500000e+07 	6.096534700000000e+04 	-000000000000790 	000000000000036 
5.306169949998856e+05 	000000000000031 	2.016325272000000e+07 	-6.603773800000000e+04 	000000000000829 	000000000000044 
5.306169949998856e+05 	000000000000032 	2.006723394400000e+07 	1.006080850000000e+05 	-000000000001287 	000000000000049 
5.306179949998856e+05 	000000000000010 	2.358686845400000e+07 	2.255885820000000e+05 	-000000000002820 	000000000000034 
5.306179949998856e+05 	000000000000016 	2.005551514600000e+07 	-2.023902130000000e+05 	000000000002499 	000000000000046 
5.306179949998856e+05 	000000000000025 	2.390549875100000e+07 	1.113218231000000e+05 	-000000000002942 	000000000000020 
5.306179949998856e+05 	000000000000027 	2.322706475300000e+07 	-3.348913080000000e+05 	000000000004204 	000000000000036 
5.306179949998856e+05 	000000000000028 	2.056871142600000e+07 	-9.792392000000000e+03 	000000000000120 	000000000000040 
5.306179949998856e+05 	000000000000029 	2.224897453500000e+07 	6.175574600000000e+04 	-000000000000790 	000000000000036 
5.306179949998856e+05 	000000000000031 	2.016309504000000e+07 	-6.686787800000000e+04 	000000000000830 	000000000000044 
5.306179949998856e+05 	000000000000032 	2.006747880500000e+07 	1.018953150000000e+05 	-000000000001287 	000000000000049 
5.306189949998856e+05 	000000000000010 	2.358740735200000e+07 	2.284081000000000e+05 	-000000000002819 	000000000000035 
5.306189949998856e+05 	000000000000016 	2.005503913900000e+07 	-2.048899920000000e+05 	000000000002499 	000000000000046 
5.306189949998856e+05 	000000000000025 	2.390605768100000e+07 	1.142592531000000e+05 	-000000000002937 	000000000000018 
5.306189949998856e+05 	000000000000027 	2.322626507900000e+07 	-3.390960020000000e+05 	000000000004204 	000000000000036 
5.306189949998856e+05 	000000000000028 	2.056868748400000e+07 	-9.912959999999999e+03 	000000000000120 	000000000000041 
5.306189949998856e+05 	000000000000029 	2.224912443200000e+07 	6.254629200000000e+04 	-000000000000790 	000000000000036 
5.306189949998856e+05 	000000000000031 	2.016293756900000e+07 	-6.769830700000000e+04 	000000000000830 	000000000000044 
5.306189949998856e+05 	000000000000032 	2.006772303900000e+07 	1.031826190000000e+05 	-000000000001287 	000000000000049 
5.306199949998856e+05 	000000000000010 	2.358794499300000e+07 	2.312288320000000e+05 	-000000000002820 	000000000000035 
5.306199949998856e+05 	000000000000016 	2.005456365500000e+07 	-2.073879730000000e+05 	000000000002497 	000000000000046 
5.306199949998856e+05 	000000000000025 	2.390662631400000e+07 	1.172006101000000e+05 	-000000000002941 	000000000000016 
5.306199949998856e+05 	000000000000027 	2.322546373100000e+07 	-3.432994200000000e+05 	000000000004203 	000000000000036 
5.306199949998856e+05 	000000000000028 	2.056866431000000e+07 	-1.003209500000000e+04 	000000000000119 	000000000000041 
5.306199949998856e+05 	000000000000029 	2.224927481800000e+07 	6.333867900000000e+04 	-000000000000792 	000000000000036 
5.306199949998856e+05 	000000000000031 	2.016278023800000e+07 	-6.852732900000000e+04 	000000000000829 	000000000000044 
5.306199949998856e+05 	000000000000032 	2.006796748100000e+07 	1.044717840000000e+05 	-000000000001289 	000000000000048 
5.306209949998856e+05 	000000000000010 	2.358848102900000e+07 	2.340519420000000e+05 	-000000000002823 	000000000000035 
5.306209949998856e+05 	000000000000016 	2.005408883500000e+07 	-2.098828530000000e+05 	000000000002494 	000000000000046 
5.306209949998856e+05 	000000000000025 	2.390717850900000e+07 	1.201417191000000e+05 	-000000000002941 	000000000000018 
5.306209949998856e+05 	000000000000027 	2.322466381300000e+07 	-3.475003870000000e+05 	000000000004200 	000000000000036 
5.306209949998856e+05 	000000000000028 	2.056864120600000e+07 	-1.014859600000000e+04 	000000000000116 	000000000000040 
5.306209949998856e+05 	000000000000029 	2.224942600700000e+07 	6.413422200000000e+04 	-000000000000795 	000000000000037 
5.306209949998856e+05 	000000000000031 	2.016262301200000e+07 	-6.935371900000000e+04 	000000000000826 	000000000000044 
5.306209949998856e+05 	000000000000032 	2.006821293600000e+07 	1.057640480000000e+05 	-000000000001292 	000000000000048 
5.306219949998856e+05 	000000000000010 	2.358901354000000e+07 	2.368764060000000e+05 	-000000000002824 	000000000000034 
5.306219949998856e+05 	000000000000016 	2.005361502600000e+07 	-2.123757640000000e+05 	000000000002492 	000000000000046 
5.306219949998856e+05 	000000000000025 	2.390777118800000e+07 	1.230906751000000e+05 	-000000000002948 	000000000000018 
5.306219949998856e+05 	000000000000027 	2.322386396400000e+07 	-3.516998940000000e+05 	000000000004199 	000000000000036 
5.306219949998856e+05 	000000000000028 	2.056861935900000e+07 	-1.026351600000000e+04 	000000000000114 	000000000000041 
