SiteName,County,year,month,day,PM25_obs,NO2,PM10,O3,Temperature,RH,NDVI,Residential_Area,Majorroad,Waterbody
三重,新北市,2020,9,25,19,24.74316788,26.3957119,33.93447495,24.10933685,83.88166046,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,25,12,22.22930145,25.17090416,43.87354279,23.51115799,86.51581574,0.313400298,173.502,0,0
永和,新北市,2020,9,25,14,23.2390976,25.18738556,32.52877426,23.63711739,84.44499207,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,25,15,20.59830666,28.95869637,31.51747894,22.89740944,88.90615082,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,25,17,23.13146782,28.24328613,40.89741135,22.176754,84.63188171,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,25,12,23.4305706,24.85107613,34.92692566,23.98868942,86.26581574,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,25,17,22.40426636,27.40851975,30.73460388,23.4505043,87.13749695,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,25,14,19.17976189,36.36410141,63.88985443,24.3539753,86.97917175,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,25,14,24.65890503,26.22767448,34.19375992,24.09696579,83.88166046,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,25,13,22.32361794,24.95785713,37.59592438,23.02044487,87.25495911,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,25,15,24.0164547,25.94286346,40.48131561,23.31074715,85.51020813,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,25,13,19.23430252,36.94459534,58.99303055,23.22490311,89.43370056,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,26,12,19.41771889,19.74722481,32.59647369,24.09838104,82.34160614,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,26,9,18.79413605,19.42181015,31.81285095,23.81931496,85.30253601,0.313400298,173.502,0,0
永和,新北市,2020,9,26,10,20.03169632,19.8515892,30.69459915,23.80454254,84.03115845,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,26,9,15.28982067,21.90108872,33.9244194,22.92427063,88.34239197,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,26,10,18.79977799,20.17544746,31.63479996,21.96884537,84.34085083,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,26,10,19.63364601,20.03509903,31.71350479,24.23971176,86.60671234,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,26,10,17.0328064,19.71513557,36.04646301,22.81818581,87.81774139,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,26,10,13.18535519,35.09153366,46.68815994,23.48676109,89.02877045,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,26,9,19.39095306,19.9535389,32.65818405,24.12460899,82.34161377,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,26,10,19.79490852,19.79225159,30.24395561,23.40194511,87.11503601,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,26,10,19.91951561,20.1070385,32.90067673,23.40141869,85.4559021,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,26,11,13.31343365,37.47108841,44.09529114,22.82961464,89.88712311,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,27,8,19.99589729,9.96385479,32.85092926,21.49038887,94.7640152,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,27,7,16.74349403,7.00221014,33.68505096,21.44392395,96.70766449,0.313400298,173.502,0,0
永和,新北市,2020,9,27,6,17.43480873,9.003264427,32.88555908,21.68969345,94.28202057,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,27,6,12.89711571,7.995769501,36.19329071,20.56947136,95.75592041,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,27,5,15.71113586,6.00187254,32.2820015,20.7896843,97.26880646,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,27,5,18.09604454,7.998298645,32.94372177,21.3752594,96.16926575,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,27,4,13.12368393,9.99356842,35.85404587,20.08087158,97.22019196,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,27,4,9.149059296,16.99444771,40.45150757,20.14428711,95.01764679,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,27,6,19.46668053,8.036073685,32.88563156,21.4716835,94.89626312,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,27,4,16.27833366,8.002055168,32.83618927,21.4975872,95.43550873,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,27,7,18.11836243,7.469021797,33.83268356,21.09621239,96.63707733,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,27,5,9.917975426,17.98954964,41.09193802,20.19236183,97.40876007,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,28,11,29.64237404,13.97083283,19.15836906,22.39552689,94.33381653,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,28,6,21.10269356,8.00729847,21.26538086,22.27293205,95.29814911,0.313400298,173.502,0,0
永和,新北市,2020,9,28,5,20.46007347,9.997086525,21.31523323,22.53505135,94.67340851,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,28,6,19.48780251,10.99237824,24.95220757,21.30390167,95.80761719,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,28,7,21.15596962,10.00134087,20.60271835,21.66109085,98.65304565,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,28,5,23.8599968,8.996558189,20.24950028,22.21623802,95.72168732,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,28,6,18.1305542,13.98938656,24.67877197,20.89746475,97.76358795,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,28,5,2.352822065,23.978405,38.88116837,21.18504715,92.2154007,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,28,6,27.10400772,12.01436806,19.17772675,22.37837791,95.05734253,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,28,3,17.6616497,7.009892464,21.20171738,22.22948265,95.87192535,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,28,7,25.75376701,10.01533127,20.49958801,21.96529579,96.99314117,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,28,4,4.562798023,13.00352764,36.76962662,20.93542099,97.74684906,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,29,12,22.58351326,22.30536842,24.87513924,24.25902939,79.72972107,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,29,10,16.98250008,20.3919487,27.47392082,24.33115006,81.51921082,0.313400298,173.502,0,0
永和,新北市,2020,9,29,8,17.32343674,20.7558136,25.78523445,24.47500992,78.88208008,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,29,9,14.94851685,20.94207764,25.91359329,22.84329987,84.75930023,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,29,10,16.15670013,22.70691109,27.87375069,23.7589798,81.46611023,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,29,8,19.14001656,21.03558922,25.3483963,24.15905953,81.30670929,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,29,9,12.21839428,19.43245316,28.36809349,22.42827034,84.73313904,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,29,9,4.787406921,32.93705368,41.54492569,22.06377029,85.70996857,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,29,9,21.35830116,21.90942383,24.94437027,24.28528023,79.48389435,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,29,9,15.23098469,19.4844532,26.19162941,24.13114929,81.36922455,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,29,10,19.25332451,22.04099083,25.8469677,23.95824051,81.35671234,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,29,7,7.01150465,25.97915649,33.80974197,22.29326057,87.78900147,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,30,16,28.25016975,24.96002007,27.0113678,21.55624199,88.23987579,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,30,10,19.44973183,16.00932884,28.91003037,21.48404121,91.26983643,0.313400298,173.502,0,0
永和,新北市,2020,9,30,11,20.46975327,19.95832825,28.15233803,21.72597885,89.07597351,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,30,12,17.7523613,21.98170281,30.60259628,20.59196091,91.87148285,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,30,13,24.60596848,21.99945831,26.43062973,21.01519013,89.06765747,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,30,10,22.46873856,16.99745941,28.23775673,21.52772522,90.97286224,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,30,10,17.57756996,20.98859024,32.50027847,20.12659836,90.20282745,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,30,10,3.94969058,33.99240494,40.32576752,21.64876175,77.82926178,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,30,13,26.42776489,23.02544022,27.06676674,21.53053856,88.56690979,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,30,9,15.41977596,13.01474285,28.60565567,21.37841225,91.74910736,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,30,13,24.11114121,20.97340584,27.66729736,21.23085213,90.73686218,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,30,10,6.714933872,35.9775238,38.69864655,20.94647598,88.07274628,0.431410074,94.6372,0.002473733,536.2775879
