SiteName,County,year,month,day,PM25_obs,NO2,PM10,O3,Temperature,RH,NDVI,Residential_Area,Majorroad,Waterbody
淡水,新北市,2020,9,7,22,17.88929558,49.07087708,60.88865662,26.50241089,57.3446312,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,7,33,14.49612236,60.84236527,62.16099548,25.57641029,62.25743103,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,7,22,22.63313484,38.4747467,56.78765869,28.54199028,52.81925964,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,7,20,21.24984169,37.27755737,57.5248642,27.66213036,59.43773651,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,7,22,22.25976372,38.37995911,57.57904434,27.8794899,53.97615051,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,7,24,15.76461887,50.97410202,61.29693604,26.01207924,67.29634094,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,8,35,25.65626907,47.2552681,57.81036758,29.64603996,61.79565811,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,8,32,24.74721909,46.05481339,58.61258698,28.81607056,69.02561951,0.252341002,173.502,0,0
永和,新北市,2020,9,8,27,24.82428932,45.43514252,57.02775192,29.31479073,66.10163879,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,8,29,18.66342735,44.87327576,55.81684113,27.9770298,69.59316254,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,8,32,22.60111427,47.44103622,61.355793,28.95895004,64.25818634,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,8,31,24.98931694,46.22397614,57.25509644,28.86262894,67.31247711,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,8,26,19.72943115,46.63935852,63.42168808,27.57995987,66.75247192,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,8,27,14.59348202,49.15460587,61.8898201,26.75519943,68.21186829,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,8,29,25.60638237,47.28176117,57.77168655,29.64978981,62.02073288,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,8,29,24.23126602,45.17692947,57.14615631,28.61223984,71.12045288,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,8,33,25.20750237,47.13739777,59.73207092,28.79161072,65.75835419,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,8,27,15.941185,46.48439407,57.34207916,27.6233902,69.5270462,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,9,29,21.06404114,39.06871414,41.40999985,29.11499977,67.60340118,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,9,23,19.36014557,36.31010437,42.94059753,28.60791969,72.58151245,0.252341002,173.502,0,0
永和,新北市,2020,9,9,22,20.26797676,36.49946594,41.37216187,28.92882919,70.14241028,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,9,25,17.55257225,36.88446426,39.92100143,27.27997017,77.09282684,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,9,22,19.01990891,35.35668182,44.01393127,28.50941086,69.43139648,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,9,21,20.57169151,35.66067123,41.15634155,28.58876038,71.66068268,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,9,21,16.91139412,30.43114853,42.26976776,27.19701004,71.5236969,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,9,18,13.41661263,28.81830025,43.770298,26.35647011,76.91261292,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,9,24,20.89459038,37.45650864,41.44924164,29.09584045,67.60340118,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,9,24,19.7683239,34.90328217,42.81026459,28.32798958,73.37950134,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,9,24,20.84121323,36.16083908,42.26377106,28.46088028,71.27658844,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,9,20,15.37072277,32.33504868,42.43000031,26.84471893,79.0951004,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,10,25,23.64271164,38.33008957,28.71023941,28.20613098,75.3664093,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,10,28,22.29652214,39.7686348,28.74866486,27.69890976,81.38934326,0.252341002,173.502,0,0
永和,新北市,2020,9,10,21,22.27182961,35.09971619,27.46170807,28.0503006,77.91146088,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,10,20,18.4892807,33.11100006,26.4182682,26.57967949,82.55618286,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,10,26,22.61003685,38.59773254,32.06457138,27.56604004,77.82157898,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,10,24,23.74524117,39.27859116,28.27961922,27.60975075,78.38178253,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,10,22,19.76358986,31.82085228,34.44959259,26.44492912,79.28231812,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,10,16,13.36864281,27.08328438,37.09329605,25.58589935,82.99571228,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,10,24,23.49303055,39.06480408,28.91277123,28.18067932,75.3664093,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,10,19,22.25017357,33.8075676,27.28410149,27.44989014,81.26940918,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,10,27,24.32787514,40.03870773,30.22850227,27.52736092,78.3306427,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,10,17,14.99991512,29.36802292,31.12183189,26.1590004,82.92398071,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,11,23,21.1722374,36.9344635,27.8201561,29.38476944,71.9723587,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,11,26,19.48660088,41.98264313,29.70352936,29.02810097,76.71595001,0.252341002,173.502,0,0
永和,新北市,2020,9,11,18,19.87909699,30.0401516,29.90795136,29.36462021,73.55049896,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,11,25,18.19908524,39.99572754,31.76116753,27.78403091,78.77559662,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,11,21,20.49126244,32.80027771,26.86573219,28.79584122,73.9065094,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,11,23,20.90572929,37.00865555,28.77970505,28.93227005,75.59928131,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,11,18,18.83112526,29.00116348,30.10580063,27.41084099,77.58570099,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,11,18,14.09431458,27.00619507,40.2800827,26.70395088,81.56725311,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,11,19,21.05703545,33.06549454,27.78575897,29.42601967,71.9723587,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,11,17,19.87860489,24.02613258,30.99021149,28.89632034,75.7517395,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,11,24,21.55972099,36.86606216,28.58304024,28.81518936,75.18913269,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,11,23,15.93695259,34.88164902,34.6799736,27.15653992,81.49285889,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,12,14,14.71169567,24.54626274,24.62110329,28.81155014,75.90760803,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,12,13,14.30704784,22.43927956,24.05854416,28.42493057,80.7905426,0.252341002,173.502,0,0
永和,新北市,2020,9,12,12,14.63559151,24.01794624,23.78690147,28.53187943,78.99475861,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,12,14,12.49765778,23.47445488,24.80093384,26.53364945,85.52136993,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,12,11,14.68252182,22.31202507,24.61483574,28.11693955,79.29475403,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,12,12,14.81917286,22.91329956,23.57359314,28.29401016,79.9052124,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,12,11,13.27299023,21.12789726,24.38723755,26.8499012,81.4514389,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,12,8,10.73160648,20.77377892,33.36098099,25.60956001,86.94509888,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,12,11,14.65826511,24.42958641,24.63739777,28.7673893,75.90760803,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,12,12,14.81537437,23.83001518,24.54327774,27.86009979,82.42041016,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,12,14,15.46885967,22.97307777,24.53411293,28.19816971,79.7885437,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,12,9,11.48488236,22.1323967,27.23487854,25.8500309,89.21231079,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,13,10,11.82367516,14.91673279,18.98462486,27.55136108,81.43247986,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,13,6,11.49426746,12.99847221,18.90380478,27.48163986,84.82681274,0.252341002,173.502,0,0
永和,新北市,2020,9,13,5,11.87681866,12.17361832,17.55667305,27.47917938,83.45139313,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,13,5,8.813049316,11.00411415,20.44352722,25.60733986,90.26476288,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,13,6,11.7450819,10.00420094,21.69412804,27.25642967,82.76673889,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,13,5,12.01640034,11.00727367,18.26036644,27.33122063,84.07775116,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,13,5,10.15217495,10.99210453,25.97527885,25.74291992,86.99958038,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,13,4,8.027768135,17.98885536,32.03437042,24.6326294,92.56758881,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,13,5,11.81340313,10.08751965,19.0398159,27.60917091,81.44869232,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,13,6,11.99822617,13.99038601,17.12119293,26.93471909,86.71006012,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,13,8,12.26119614,16.96544457,20.40892601,27.222229,83.47919464,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,13,4,8.042273521,13.00393009,27.95362854,24.81682015,95.53413391,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,14,9,11.92957974,14.96307373,17.49729538,29.01667023,75.7618103,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,14,5,11.27802849,12.99898338,17.94963646,28.86367035,79.04276276,0.252341002,173.502,0,0
永和,新北市,2020,9,14,5,11.53300858,10.62647915,16.60342598,29.06168938,76.6996994,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,14,4,9.115073204,12.00581932,15.40403748,26.92414093,83.83865357,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,14,5,11.77352238,13.00047302,19.09273529,28.23464012,79.94484711,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,14,4,11.89600754,12.00208378,17.69936562,28.72200012,78.15833283,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,14,5,10.63321972,12.99249458,21.48841286,26.8416996,82.97264862,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,14,4,8.024431229,18.99145126,26.94174004,25.23675919,90.48415375,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,14,4,11.91287422,13.03258514,17.68803215,29.06117058,75.81499481,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,14,3,11.63990402,10.99810886,16.48169327,28.47631073,79.8183136,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,14,5,12.4077692,13.99032593,18.67273521,28.47256088,78.62944794,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,14,3,8.211227417,16.00275612,19.14167023,25.8047905,91.48034668,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,15,11,15.6043253,24.71987724,22.22814751,29.39516068,74.68112946,0.1723959,331.23,0.010765139,0
土城,新北市,2020,9,15,10,14.99478149,22.22570229,21.81210709,29.32724953,78.5153122,0.252341002,173.502,0,0
永和,新北市,2020,9,15,11,15.40298557,22.62772369,21.51454353,29.55014038,75.09658814,0.199609146,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,15,11,12.78308392,23.50940514,23.21425438,27.54875946,81.20823669,0.406368762,118.297,0.002625325,181.3880158
林口,新北市,2020,9,15,10,14.83286572,19.2372818,20.10422516,28.49365997,79.5269165,0.492240667,86.7508,0.002761027,0
板橋,新北市,2020,9,15,9,15.75078583,22.92421913,20.93416786,29.19683075,77.62976837,0.218657404,417.981,0.003244307,0
淡水,新北市,2020,9,15,7,13.30931282,18.66094208,21.62139511,27.17237091,81.64685822,0.539429069,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,15,7,10.048069,23.47473145,25.87920761,26.0142498,86.4105835,0.36524117,7.88644,0,1356.466919
菜寮,新北市,2020,9,15,9,15.57739639,24.30940056,22.15903473,29.43265915,74.70748901,0.184150159,181.388,0.001842061,0
新店,新北市,2020,9,15,9,15.30008698,20.98122978,23.10571671,29.01099014,77.92137909,0.252262145,843.849,0.000391359,0
新莊,新北市,2020,9,15,11,15.89062882,22.77924538,20.94450569,28.89484978,78.27599335,0.339508504,31.5457,0.001553091,0
萬里,新北市,2020,9,15,8,11.16907501,24.06713677,21.31567383,26.63921928,87.19605255,0.541490257,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,16,15,16.74363899,25.49799728,24.40034866,30.10161972,72.06681824,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,16,16,16.32547569,28.01912117,28.89327812,29.58060074,77.84094238,0.313400298,173.502,0,0
永和,新北市,2020,9,16,14,16.44892502,23.34154892,23.79728699,29.95832062,74.54511261,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,16,12,12.67469406,21.60456657,21.30885887,28.11627007,81.40868378,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,16,13,16.92603111,23.1971283,24.20256996,29.19869041,76.39263916,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,16,14,17.20400047,27.34580231,26.60630035,29.52726936,76.73426056,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,16,11,14.45356369,19.85819054,23.21432114,27.98464012,77.16399384,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,16,10,10.23256111,19.69673729,34.89908218,26.53354073,84.44860077,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,16,11,16.69843292,25.07701683,25.38512802,30.11870003,72.08596802,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,16,11,16.52748489,21.82122803,29.37726784,29.44305992,77.28023529,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,16,17,17.75882721,28.70749283,28.09488487,29.32148933,76.8874588,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,16,11,10.48473072,21.63187599,29.79780579,27.1559906,85.58315277,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,17,16,17.34683228,28.30497742,26.02061272,30.45079994,70.00881958,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,17,16,17.02563286,30.99509239,29.47508621,30.25592041,72.83874512,0.313400298,173.502,0,0
永和,新北市,2020,9,17,15,17.25633812,25.98685265,28.92238236,30.52717018,71.29634094,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,17,14,14.12170792,25.99660492,28.46925163,28.61573982,77.93637848,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,17,12,17.06336975,19.00872231,22.66444397,29.46114922,73.43125153,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,17,13,17.77163696,29.57902145,27.80220604,30.15716934,72.22607422,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,17,12,14.5542593,23.15583038,25.13660622,28.16159058,75.30129242,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,17,10,11.22067642,20.00329018,31.54701805,27.01980972,81.19306183,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,17,12,17.31765556,26.02754021,25.94621277,30.50079918,70.03837586,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,17,13,17.39661789,24.0055275,32.73225403,30.12767983,73.75085449,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,17,16,17.82022286,30.99052239,25.73801804,29.86341095,72.26993561,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,17,12,11.65489006,21.9899292,27.99151421,27.6906395,82.18963623,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,18,17,16.68922234,31.79602623,25.05183792,30.08341026,72.36788178,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,18,18,16.6729641,32.90676117,30.57789421,29.68556023,76.96573639,0.313400298,173.502,0,0
永和,新北市,2020,9,18,14,16.45558357,27.70796776,24.40593338,30.06607056,74.40293884,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,18,13,13.22515869,26.96012878,26.89800453,28.21537018,80.30832672,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,18,16,17.03573799,32.50374985,26.59900284,29.12273026,76.78991699,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,18,16,17.4983387,32.7625618,25.41757584,29.56222916,75.16722107,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,18,14,14.58163357,31.06114388,23.22046852,27.77564049,78.27637482,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,18,12,11.22577858,32.71218491,36.50303268,26.52635956,84.65253449,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,18,16,16.67700195,30.9562397,25.58401108,30.08954048,72.62397003,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,18,13,16.91259766,24.45856667,30.1832962,29.53048897,77.3269577,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,18,19,17.9138546,35.15236664,25.80467415,29.34654999,74.95269013,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,18,13,11.60394383,30.27140617,33.49376679,27.1898098,86.23658752,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,19,13,12.98200798,22.06370354,24.3428402,30.0322094,72.36245728,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,19,10,12.1342392,21.18518448,22.89052582,29.3225708,77.5737915,0.313400298,173.502,0,0
永和,新北市,2020,9,19,9,13.01901341,21.42282867,22.50276947,29.77235031,73.18615723,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,19,12,11.07626629,22.15295601,25.13613701,27.97578049,80.20509338,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,19,11,12.1368227,22.97793961,23.89512825,29.04752922,77.8395462,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,19,10,12.93377018,21.64710999,23.34783745,29.44256973,74.59958649,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,19,13,11.14272499,25.18099976,26.64223099,27.71376991,79.9487381,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,19,12,9.756767273,28.22908592,29.63290215,26.66676903,84.91964722,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,19,11,12.92142582,22.04812431,24.40574074,29.97335053,72.38739777,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,19,7,12.89112473,21.21448517,21.63434792,29.26734924,76.2468338,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,19,12,12.97194004,21.77653694,24.45492935,29.16216087,75.81082916,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,19,13,10.38269806,26.14785004,29.04666901,27.19688988,85.66207123,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,20,9,12.98377514,15.10000038,25.54332733,27.1083107,82.74701691,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,20,6,12.23391438,14.66314793,25.75918198,26.67518044,88.16396332,0.313400298,173.502,0,0
永和,新北市,2020,9,20,7,13.20750427,14.56629467,24.30992889,26.90851021,84.51443482,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,20,6,10.17526913,16.95139885,27.31691551,25.11537933,89.42528534,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,20,6,11.56393337,13.27099991,27.66452217,26.51242065,85.4346695,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,20,5,12.99382687,14.80000019,24.64195633,26.57616997,86.80057526,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,20,7,10.52443409,16.29999924,31.29864693,25.38702965,86.59361267,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,20,7,8.582406044,20.61055756,32.45237732,24.61740112,89.08913422,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,20,7,12.97530079,14.97163391,25.55160713,27.10739899,82.92215729,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,20,5,13.04970551,14.67597389,24.24192429,26.36165047,87.90013886,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,20,8,12.5895071,15.16908169,27.02350807,26.43224907,86.45720673,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,20,8,8.955029488,21.79252434,31.94125557,24.95018005,90.82628632,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,21,13,13.92672634,32.92614365,40.73394013,26.73904991,71.52568054,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,21,11,13.13740635,30.44109535,44.8186264,26.99381065,74.67967224,0.313400298,173.502,0,0
永和,新北市,2020,9,21,11,14.06306458,32.64747238,40.78721619,27.10034943,72.29673004,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,21,10,10.41213417,33.64198685,39.47779083,24.85903931,78.2383728,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,21,11,12.83635235,30.32840538,41.59387207,26.17547989,72.73731995,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,21,10,13.96919632,30.41000366,40.83860016,26.74119949,74.13717651,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,21,10,12.09073162,31.18479729,39.11057282,24.35625076,78.08170319,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,21,12,10.00621128,36.03118897,56.45081329,23.49760056,82.47060394,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,21,11,13.92238808,32.81875229,41.98889542,26.82942963,71.52568054,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,21,9,14.21382713,32.71111298,42.17298889,26.59978104,76.40168762,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,21,11,13.97848511,30.40772247,41.41351318,26.42328072,74.11092377,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,21,12,10.11511612,36.61297607,54.40294266,24.30989075,82.96336365,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,22,12,14.81581783,29.61833572,44.12182617,26.92140961,61.9786644,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,22,11,13.47948647,27.27171135,44.40894318,26.79857063,65.41221619,0.313400298,173.502,0,0
永和,新北市,2020,9,22,10,13.92370319,27.56474686,43.50001144,26.96187973,63.4411583,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,22,12,11.15788841,30.7976265,44.1708374,24.59346008,72.9606781,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,22,11,12.66381931,26.95545387,43.60872269,26.25321961,63.48229981,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,22,10,13.81000042,27.60048103,44.6088562,26.63683891,65.77478027,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,22,10,12.28262425,24.39499855,46.14937973,24.47386932,69.7016983,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,22,10,10.31971169,34.65659714,46.55434418,23.2884903,74.67391205,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,22,11,13.33262444,29.34070587,44.1411171,26.93956947,62.0970993,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,22,10,13.68872452,27.14126205,43.51700211,26.44333077,68.7210083,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,22,11,13.8129406,28.14637375,44.98239899,26.42988968,65.08358002,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,22,12,10.57612991,37.83194351,47.20110321,23.89705086,74.16828156,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,23,11,15.44699574,27.96076584,42.26313782,27.44540978,63.4926033,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,23,11,14.56106281,25.54714966,43.16872406,27.23667908,65.49665833,0.313400298,173.502,0,0
永和,新北市,2020,9,23,10,15.33370972,25.15527153,41.50751114,27.16277123,65.25370789,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,23,10,13.1390419,24.28591347,38.83143234,25.01763916,75.45088959,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,23,11,14.56782055,26.23153877,41.82727432,26.75960922,64.92480469,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,23,10,15.31198883,26.15154457,43.03735733,27.09168053,65.89499664,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,23,11,13.40719795,23.02317619,42.39035416,25.31925964,70.53343201,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,23,10,12.09427548,39.04430389,41.99085617,24.09247971,77.97356415,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,23,9,15.00675392,27.66197395,42.40629196,27.41333962,63.50825501,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,23,10,15.37653256,24.71118164,41.47141647,26.58356094,68.85477448,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,23,12,15.35704613,26.7810688,43.73532105,26.85449028,65.68243408,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,23,9,12.78999996,26.66566658,39.93664932,24.45108032,76.66212463,0.431410074,94.6372,0.002473733,536.2775879
三重,新北市,2020,9,24,11,20.16140366,17.97961617,28.01482773,24.9930706,84.55356598,0.198402837,331.23,0.010765139,0
土城,新北市,2020,9,24,7,18.32495308,15.87098026,31.1340313,24.60393906,87.80678558,0.313400298,173.502,0,0
永和,新北市,2020,9,24,6,19.9372654,15.00702095,28.70192909,24.81384468,84.8347168,0.226464346,473.186,0.003537382,307.5709839
汐止,新北市,2020,9,24,7,16.54800987,14.65951824,30.15979195,23.60813332,90.86896515,0.374822378,118.297,0.002625325,181.3880158
林口,新北市,2020,9,24,7,17.29135323,13.00198078,32.01670837,22.89847183,86.4236145,0.469031841,86.7508,0.002761027,0
板橋,新北市,2020,9,24,7,19.61312103,15.99881649,29.63210678,24.97486496,86.23274994,0.249418289,417.981,0.003244307,0
淡水,新北市,2020,9,24,7,16.74571991,12.99364853,34.73323822,23.84547424,89.27632904,0.600137949,126.183,0.002618249,599.3690796
富貴角,新北市,2020,9,24,7,13.3962965,29.98579598,41.75513458,23.64310646,90.04393768,0.596250475,7.88644,0,1356.466919
菜寮,新北市,2020,9,24,7,20.10240364,17.2523365,28.34090996,24.99715042,84.4801178,0.212205365,181.388,0.001842061,0
新店,新北市,2020,9,24,7,19.74058914,16.549963,29.28997231,24.18735123,88.61268616,0.238621444,843.849,0.000391359,0
新莊,新北市,2020,9,24,8,19.4444027,15.84541798,30.98604393,24.12885284,85.9169693,0.364842564,31.5457,0.001553091,0
萬里,新北市,2020,9,24,7,14.1098814,27.98477364,38.10168457,23.20720863,92.91444397,0.431410074,94.6372,0.002473733,536.2775879
