537043.9960000514	22.9215428202	120.2911564029	619.1165589397	-0.0026728223	8.0000000000	0.7623226933	1.4042607422	0.6422085941	0.8745520055
537044.9960000515	22.9237092927	120.2903417623	228.3204167194	-0.0026741433	8.0000000000	0.7623453162	1.4041606479	0.6421797062	0.8745053036
537045.9960000515	22.9235758264	120.2904041741	245.7356300929	-0.0026744166	8.0000000000	0.7623602611	1.4040317814	0.6421454835	0.8744285893
537046.9960000515	22.9236189277	120.2904270516	232.0118723818	-0.0026747555	8.0000000000	0.7623757923	1.4039051145	0.6421116516	0.8743541821
537047.9960000515	22.9235969657	120.2904550561	252.4775607273	-0.0026750439	8.0000000000	0.7623906488	1.4037763596	0.6420773144	0.8742774138
537048.9960000515	22.9236674976	120.2907714456	229.5278493919	-0.0026754358	8.0000000000	0.7624063415	1.4036506267	0.6420434692	0.8742040319
537049.9960000515	22.9243090139	120.2905556174	128.5737369523	-0.0026760285	7.0000000000	1.0851729328	1.6254281378	0.6636469718	1.1295991903
537050.9960000515	22.9243576819	120.2907118870	109.3903555718	-0.0026764168	6.0000000000	1.1103042785	1.8281499879	0.7520659600	1.3189251886
537051.9960000515	22.9243360880	120.2908424301	94.8926683019	-0.0026767782	6.0000000000	1.1102766751	1.8278615880	0.7520777092	1.3187336073
537052.9960000516	22.9243200477	120.2908804425	94.3821140226	-0.0026771073	7.0000000000	1.0850755087	1.6244853617	0.6636402459	1.1289753044
537053.9960000515	22.9242929252	120.2908676703	105.2073549835	-0.0026774143	7.0000000000	1.0850423163	1.6241692963	0.6636377671	1.1287652906
537054.9960000515	22.9243209093	120.2909618588	92.0646053688	-0.0026777732	7.0000000000	1.0850101034	1.6238556441	0.6636355965	1.1285578550
537055.9960000515	22.9243556909	120.2909755531	92.5512424739	-0.0026780988	7.0000000000	1.0849775000	1.6235409740	0.6636332817	1.1283492542
537056.9960000515	22.9243760227	120.2910025540	92.0977811239	-0.0026784272	7.0000000000	1.0849449369	1.6232264553	0.6636309852	1.1281407739
537057.9960000516	22.9244099580	120.2909799346	97.6393718716	-0.0026787413	7.0000000000	1.0849122594	1.6229115851	0.6636286411	1.1279318681
537058.9960000515	22.9244182609	120.2909796072	99.0170088438	-0.0026790663	7.0000000000	1.0848797103	1.6225970670	0.6636263587	1.1277233256
537059.9960000515	22.9243827003	120.2910816635	84.4518599900	-0.0026794305	7.0000000000	1.0848476330	1.6222838485	0.6636242661	1.1275161836
537060.9960000515	22.9243778794	120.2911025149	79.3435549740	-0.0026797714	7.0000000000	1.0848153708	1.6219700432	0.6636220933	1.1273083578
537061.9960000515	22.9243735327	120.2910945064	81.2310084426	-0.0026800966	7.0000000000	1.0847829165	1.6216557895	0.6636198447	1.1270999777
537062.9960000515	22.9243845557	120.2910470563	89.3687617565	-0.0026804069	7.0000000000	1.0847503363	1.6213411966	0.6636175384	1.1268911684
537063.9960000515	22.9243678751	120.2910820995	80.3893115836	-0.0026807556	7.0000000000	1.0847183179	1.6210280301	0.6636154519	1.1266839178
537064.9960000515	22.9243694336	120.2910653757	85.3498050473	-0.0026810694	7.0000000000	1.0846859059	1.6207139444	0.6636131987	1.1264755589
537065.9960000515	22.9239471814	120.2912677452	161.1030989402	-0.0026812059	8.0000000000	0.7626676517	1.4014805758	0.6414655465	0.8729236670
537066.9960000515	22.9238366233	120.2913121503	183.0245119811	-0.0026814783	8.0000000000	0.7626825546	1.4013508064	0.6414312017	0.8728462424
537067.9960000515	22.9238613810	120.2913145162	179.2536926038	-0.0026818165	8.0000000000	0.7626979482	1.4012227978	0.6413971894	0.8727706821
537068.9960000515	22.9238134520	120.2913533292	184.8357563928	-0.0026821308	8.0000000000	0.7627131721	1.4010940498	0.6413630599	0.8726943953
537069.9960000516	22.9239066122	120.2912793495	166.5486036723	-0.0026825052	8.0000000000	0.7627288540	1.4009668867	0.6413292627	0.8726197684
537070.9960000515	22.9239827515	120.2912667777	157.2163621348	-0.0026828556	8.0000000000	0.7627443558	1.4008392376	0.6412953052	0.8725445936
