530614.9949998856	22.9244578160	120.2905093109	73.4750738579	-0.0038732455
530615.9949998856	22.9245017179	120.2905561810	69.9845456529	-0.0038735587
530616.9949998856	22.9244779887	120.2905243290	79.8706684272	-0.0038738327
530617.9949998856	22.9244739968	120.2905225500	80.2317522230	-0.0038741322
530618.9949998856	22.9244726856	120.2905307224	83.2684661258	-0.0038744263
530619.9949998857	22.9244669072	120.2905362143	84.4145108360	-0.0038747243
530620.9949998856	22.9244630195	120.2905390397	83.9378553179	-0.0038750241
530621.9949998856	22.9244531736	120.2905457539	80.4768114544	-0.0038753292
530622.9949998857	22.9244439402	120.2905486645	78.4449322486	-0.0038756318
530623.9949998857	22.9244429432	120.2905397700	81.3083893903	-0.0038759233
530624.9949998856	22.9244382285	120.2905335734	80.6453303456	-0.0038762224
530625.9949998857	22.9244360741	120.2905315873	80.3039893311	-0.0038765205
530626.9949998856	22.9244406231	120.2905256469	83.9390960050	-0.0038768113
530627.9949998857	22.9244401636	120.2905121640	80.5602499178	-0.0038771195
530628.9949998856	22.9244491942	120.2905193049	87.3864453878	-0.0038774033
530629.9949998856	22.9244473884	120.2905330675	87.7118518736	-0.0038777030
530630.9949998856	22.9244494991	120.2905448078	88.4127283928	-0.0038780029
530631.9949998856	22.9244543504	120.2905517807	88.4264615930	-0.0038783027
530632.9949998857	22.9244584180	120.2905516124	89.3678051690	-0.0038785997
530633.9949998856	22.9244509465	120.2905308434	87.0772214248	-0.0038789047
530634.9949998856	22.9244622139	120.2905333241	90.9173749480	-0.0038791938
530635.9949998856	22.9244614393	120.2905327421	89.0375938826	-0.0038794974
530636.9949998856	22.9244630368	120.2905360010	88.6634797608	-0.0038797986
530637.9949998856	22.9244705644	120.2905277421	93.4868876295	-0.0038800897
530638.9949998856	22.9244660446	120.2905217525	90.8369394549	-0.0038803974
530639.9949998856	22.9244584579	120.2905137813	84.1007323818	-0.0038807147
530640.9949998856	22.9244535926	120.2905043771	78.2622602610	-0.0038810304
530641.9949998857	22.9244473841	120.2904934334	72.7539433653	-0.0038813457
530642.9949998856	22.9244456845	120.2904913614	72.2623896906	-0.0038816480
530643.9949998856	22.9244507099	120.2904956171	74.3190764368	-0.0038819442
530644.9949998856	22.9244457200	120.2904938979	71.7299390315	-0.0038822509
530645.9949998856	22.9244412256	120.2904862916	68.2536851805	-0.0038825601
530646.9949998856	22.9244603689	120.2904886858	74.8425693564	-0.0038828462
530647.9949998856	22.9244625242	120.2904852762	68.2241431639	-0.0038831633
530648.9949998856	22.9244727816	120.2904792492	73.0707484024	-0.0038834549
530649.9949998856	22.9244510154	120.2904809928	81.5683338087	-0.0038837416
530650.9949998857	22.9244474661	120.2904892763	76.1403447133	-0.0038840522
530651.9949998856	22.9244776342	120.2905288961	74.2853221267	-0.0038843558
530652.9949998856	22.9244792687	120.2905404217	73.0835960257	-0.0038846559
530653.9949998856	22.9244845773	120.2905443404	75.0812558230	-0.0038849521
530654.9949998857	22.9244894234	120.2905711319	70.9973837229	-0.0038852559
530655.9949998857	22.9244861034	120.2905685664	70.0276155819	-0.0038855574
530656.9949998856	22.9244837787	120.2905772968	64.7104598495	-0.0038858721
530657.9949998856	22.9244863046	120.2905637760	66.1154724522	-0.0038861793
530658.9949998856	22.9244705343	120.2905738191	55.6742981442	-0.0038865060
530659.9949998856	22.9244677900	120.2905638105	53.2554007482	-0.0038868133
530660.9949998854	22.9244417800	120.2905526835	52.5475028813	-0.0038871056
530661.9949998854	22.9244276619	120.2905493784	51.3587363040	-0.0038874061
530662.9949998854	22.9244434714	120.2905655509	54.7555222429	-0.0038876929
530663.9949998856	22.9244546703	120.2905649575	63.6731292151	-0.0038879759
530664.9949998854	22.9244450037	120.2905609365	58.7406072267	-0.0038882886
530665.9949998856	22.9244505586	120.2905547367	63.2753438977	-0.0038885807
530666.9949998854	22.9244506616	120.2905570552	62.3202322256	-0.0038888821
530667.9949998856	22.9244563654	120.2905629054	63.8428042761	-0.0038891760
530668.9949998856	22.9244575944	120.2905501992	66.1765035815	-0.0038894733
530669.9949998856	22.9244596908	120.2905625979	66.4447148394	-0.0038897722
530670.9949998856	22.9244534498	120.2905646049	59.4604812444	-0.0038900827
530671.9949998856	22.9244534211	120.2905663032	58.6945682079	-0.0038903837
530672.9949998856	22.9244620404	120.2905620942	65.2605450289	-0.0038906712
530673.9949998857	22.9244661416	120.2905696131	66.1373718126	-0.0038909671
530674.9949998856	22.9244819236	120.2905669246	76.2380890784	-0.0038912452
530675.9949998856	22.9244939525	120.2905727991	81.9179928356	-0.0038915305
530676.9949998856	22.9244924232	120.2905719708	81.3399452678	-0.0038918338
530677.9949998856	22.9244919594	120.2905760734	79.5759417474	-0.0038921373
530678.9949998856	22.9244719879	120.2905691697	66.2303639118	-0.0038924673
530679.9949998856	22.9244858982	120.2905726690	75.0376791230	-0.0038927506
530680.9949998857	22.9244822092	120.2905588714	76.4931365439	-0.0038930563
530681.9949998856	22.9244732899	120.2905391789	75.4007393034	-0.0038933692
530682.9949998854	22.9244753591	120.2905184110	80.6060694366	-0.0038936668
530683.9949998854	22.9244732164	120.2905196835	78.6615034102	-0.0038939737
530684.9949998856	22.9244708518	120.2905384281	72.8640171928	-0.0038942837
530685.9949998856	22.9244605687	120.2905568532	61.4238172829	-0.0038946052
530686.9949998856	22.9244657326	120.2905625730	62.5153431087	-0.0038949026
530687.9949998856	22.9244803459	120.2905615593	72.4294921063	-0.0038951852
530688.9949998856	22.9244729095	120.2905776453	64.3056263947	-0.0038955018
530689.9949998856	22.9244623433	120.2905680396	61.9944338941	-0.0038958187
530690.9949998857	22.9244755576	120.2905527038	74.5761745878	-0.0038961011
530691.9949998856	22.9244897438	120.2905614578	81.2101384138	-0.0038963866
530692.9949998857	22.9245064980	120.2905741879	88.8537514348	-0.0038966691
530693.9949998857	22.9244972011	120.2905895593	79.4313738443	-0.0038969897
530694.9949998856	22.9244945561	120.2906076962	71.7790822386	-0.0038973012
530695.9949998856	22.9245115202	120.2906175496	80.9711739592	-0.0038975829
530696.9949998856	22.9245048136	120.2906258720	77.1216160971	-0.0038978973
530697.9949998856	22.9245110306	120.2906145154	83.8826247721	-0.0038981892
530698.9949998854	22.9245172143	120.2906073689	89.4614487657	-0.0038984818
530699.9949998856	22.9245431324	120.2906073613	105.7236156114	-0.0038987470
530700.9949998856	22.9245386452	120.2906077639	100.1346104085	-0.0038990570
530701.9949998856	22.9245350809	120.2906202000	95.9288221344	-0.0038993678
530702.9949998856	22.9245317128	120.2906251630	92.8116106579	-0.0038996768
530703.9949998856	22.9245163034	120.2906188237	85.3642637323	-0.0039000006
530704.9949998856	22.9245255753	120.2906197750	91.2206480446	-0.0039002883
530705.9949998856	22.9245301991	120.2906244007	93.1749098202	-0.0039005836
530706.9949998856	22.9245440277	120.2906231301	102.5400352026	-0.0039008637
530707.9949998856	22.9245388072	120.2906129802	101.7089877836	-0.0039011699
530708.9949998856	22.9245285228	120.2906199825	92.8141307872	-0.0039014849
530709.9949998857	22.9245331948	120.2906182857	96.1944049515	-0.0039017765
530710.9949998857	22.9245216485	120.2906160359	89.0174725687	-0.0039020902
530711.9949998856	22.9245035611	120.2905917572	79.9295182121	-0.0039024088
530712.9949998856	22.9245064462	120.2905994353	79.8240241619	-0.0039027021
530713.9949998857	22.9245096671	120.2905986128	82.1247221528	-0.0039029934
530714.9949998856	22.9245192918	120.2906032026	87.8530516269	-0.0039032761
530715.9949998856	22.9245046889	120.2905991966	79.2179088953	-0.0039035928
530716.9949998856	22.9245084433	120.2905733084	87.9553061436	-0.0039038797
530717.9949998856	22.9245080057	120.2905745304	88.3026504316	-0.0039041783
530718.9949998856	22.9245074366	120.2905581310	90.7468086090	-0.0039044733
530719.9949998857	22.9245191156	120.2905871846	92.5248405929	-0.0039047586
530720.9949998856	22.9245204678	120.2905800897	95.6757373277	-0.0039050545
