449689.0520000458	22.9982972859	120.2182783816	122.5342019562	0.0532917570	8.0000000000	0.7691809258	1.3397211209	0.6261732143	0.8354851496
449690.0520000458	22.9983040794	120.2183111637	125.0840053783	0.0532912770	8.0000000000	0.7691988833	1.3395867993	0.6261405507	0.8354053610
449691.0520000458	22.9982929125	120.2182570965	120.8906740114	0.0532907771	8.0000000000	0.7692170089	1.3394526597	0.6261080296	0.8353258474
449692.0520000458	22.9982793068	120.2181908871	115.7802487353	0.0532902747	7.0000000000	0.9599285225	1.3393653558	0.6728257361	0.8996569633
449693.0520000458	22.9982794732	120.2181908771	115.8079987887	0.0532897874	7.0000000000	0.9599545605	1.3392320424	0.6728148471	0.8996158903
449694.0520000458	22.9982795519	120.2181909932	115.8190864761	0.0532893004	7.0000000000	0.9599805948	1.3390987422	0.6728039626	0.8995748129
449695.0520000458	22.9983022205	120.2183002057	124.2843254223	0.0532888387	8.0000000000	0.7692890992	1.3389156072	0.6259776463	0.8350069967
449696.0520000458	22.9982728466	120.2181582165	113.2889802400	0.0532883184	8.0000000000	0.7693074225	1.3387816664	0.6259453078	0.8349277681
449697.0520000458	22.9982897853	120.2182390487	119.5962298913	0.0532878497	8.0000000000	0.7693253392	1.3386472731	0.6259126394	0.8348478417
449698.0520000458	22.9983300313	120.2184322344	134.6370211152	0.0532874072	8.0000000000	0.7693430541	1.3385126531	0.6258798096	0.8347675640
449699.0520000458	22.9983163066	120.2183653639	129.5165998828	0.0532869047	8.0000000000	0.7693612581	1.3383785689	0.6258473856	0.8346881036
449700.0520000458	22.9983070197	120.2183203910	126.0994556911	0.0532864072	8.0000000000	0.7693794286	1.3382444436	0.6258149381	0.8346085763
449701.0520000458	22.9982803508	120.2181914290	116.1388094449	0.0532858897	7.0000000000	0.9601627115	1.3381659801	0.6727278891	0.8992871103
449702.0520000458	22.9982805690	120.2181914714	116.2194048534	0.0532854022	7.0000000000	0.9601887103	1.3380327778	0.6727170385	0.8992459873
449703.0520000458	22.9982807918	120.2181914489	116.2881061975	0.0532849151	7.0000000000	0.9602147054	1.3378995889	0.6727061925	0.8992048599
449704.0520000458	22.9983058162	120.2183103166	125.6133297310	0.0532844558	8.0000000000	0.7694518657	1.3377076418	0.6256849892	0.8342899591
449705.0520000458	22.9982895972	120.2182314167	119.5194232097	0.0532839499	8.0000000000	0.7694701355	1.3375736114	0.6256526436	0.8342105532
449706.0520000458	22.9982914026	120.2182388163	120.1164847443	0.0532834647	8.0000000000	0.7694882523	1.3374394097	0.6256201769	0.8341308797
449707.0520000458	22.9982883597	120.2182230855	118.9299850508	0.0532829738	8.0000000000	0.7695064190	1.3373052594	0.6255877554	0.8340512805
449708.0520000458	22.9983093626	120.2183224303	126.7224077428	0.0532825099	8.0000000000	0.7695243779	1.3371708765	0.6255551687	0.8339713203
449709.0520000458	22.9983204915	120.2183747739	130.8360022270	0.0532820352	8.0000000000	0.7695424319	1.3370365959	0.6255226639	0.8338915119
449710.0520000458	22.9983015102	120.2182826093	123.6656953268	0.0532815269	8.0000000000	0.7695607632	1.3369026194	0.6254903893	0.8338121635
449711.0520000458	22.9982933207	120.2182426686	120.5606062705	0.0532810308	8.0000000000	0.7695790043	1.3367685402	0.6254580455	0.8337326532
449712.0520000458	22.9983193842	120.2183667333	130.3095589727	0.0532805734	8.0000000000	0.7695969449	1.3366341245	0.6254254618	0.8336526238
449713.0520000458	22.9983280033	120.2184074188	133.5236152109	0.0532800965	8.0000000000	0.7696150491	1.3364998877	0.6253930155	0.8335728625
449714.0520000458	22.9983274641	120.2184038087	133.3334368611	0.0532796094	8.0000000000	0.7696332421	1.3363657452	0.6253606460	0.8334932410
449715.0520000458	22.9983248850	120.2183905846	132.4076453867	0.0532791202	8.0000000000	0.7696514600	1.3362316270	0.6253283012	0.8334136518
449716.0520000458	22.9982832050	120.2181898363	116.7860781184	0.0532785868	7.0000000000	0.9605522763	1.3361693416	0.6725656139	0.8986697757
449717.0520000458	22.9982833585	120.2181896057	116.8489303867	0.0532781001	7.0000000000	0.9605782136	1.3360363374	0.6725548320	0.8986285798
449718.0520000458	22.9982834908	120.2181894458	116.9197562312	0.0532776135	7.0000000000	0.9606041465	1.3359033465	0.6725440546	0.8985873787
449719.0520000458	22.9982836546	120.2181892685	117.0044511438	0.0532771271	7.0000000000	0.9606300749	1.3357703685	0.6725332816	0.8985461721
449720.0520000458	22.9982838732	120.2181891124	117.0859935291	0.0532766407	7.0000000000	0.9606559990	1.3356374045	0.6725225133	0.8985049610
449721.0520000458	22.9982840900	120.2181889815	117.1671141024	0.0532761544	7.0000000000	0.9606819190	1.3355044544	0.6725117498	0.8984637453
449722.0520000458	22.9982843284	120.2181888937	117.2456786966	0.0532756681	7.0000000000	0.9607078349	1.3353715182	0.6725009909	0.8984225252
449723.0520000458	22.9982844953	120.2181888228	117.3339197152	0.0532751819	7.0000000000	0.9607337464	1.3352385951	0.6724902367	0.8983812998
449724.0520000458	22.9982846352	120.2181887321	117.4177518322	0.0532746958	7.0000000000	0.9607596540	1.3351056860	0.6724794873	0.8983400699
449725.0520000458	22.9982848792	120.2181886406	117.4864402435	0.0532742096	7.0000000000	0.9607855577	1.3349727920	0.6724687428	0.8982988367
449726.0520000458	22.9982850753	120.2181884826	117.5527436058	0.0532737236	7.0000000000	0.9608114575	1.3348399117	0.6724580032	0.8982575989
