0, 0,     0.000000,    -0.000000,   360.000000,     0.000000,     0.000000,     0.000000,    0.0000000000,    0.0000000000,        0.000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,0,0.000000,0,0.000000,0,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
0, 0,     0.000000,    -0.000000,   360.000000,     0.000000,     0.000000,     0.000000,    0.0000000000,    0.0000000000,        0.000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,0,0.000000,0,0.000000,1,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
0, 0,     0.000000,    -0.000000,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475000,  120.2186067000,       75.993,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,2,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
0, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,    0.0000000000,    0.0000000000,        0.000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,3,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3103218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983473000,  120.2186061000,       75.948,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.001414,0,0.000000,4,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3104218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983473500,  120.2186061500,       75.949,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.002236,0,0.000000,5,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3105218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983474333,  120.2186062000,       75.954,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,6,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3106218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983474500,  120.2186063000,       75.960,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,7,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3107218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983474800,  120.2186063600,       75.960,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,8,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3108218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475667,  120.2186063833,       75.957,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.001000,0,0.000000,9,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3109218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476143,  120.2186063857,       75.958,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,10,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3110218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476625,  120.2186064000,       75.961,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,11,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3111218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476889,  120.2186063889,       75.964,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.001000,0,0.000000,12,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3112218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476900,  120.2186063700,       75.970,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.001000,0,0.000000,13,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3113218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476909,  120.2186063455,       75.974,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,14,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3114218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476833,  120.2186063417,       75.982,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,15,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3115218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476615,  120.2186063385,       75.987,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,16,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3116218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476429,  120.2186063357,       75.993,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,17,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3117218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983476133,  120.2186063267,       75.998,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,18,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3118218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475937,  120.2186063250,       76.002,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,19,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3119218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475765,  120.2186063235,       76.008,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,20,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3120218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475611,  120.2186063167,       76.012,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,21,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3121218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475579,  120.2186063158,       76.016,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,22,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3122218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475550,  120.2186063100,       76.019,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,23,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3123218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475571,  120.2186063000,       76.022,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,24,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3124218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475591,  120.2186062955,       76.025,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,25,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3125218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475565,  120.2186062913,       76.029,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,26,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
3126218, 0,    -5.687789,     1.420213,   360.000000,     0.000000,     0.000000,     0.000000,   22.9983475583,  120.2186062833,       76.033,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,  0,      0,        0.000,     0,      0,     0,      0,     0,      0,    0.000000,     0.000000,     0.000000,    0.000000,     0.000000, 0,1,0.000000,0,0.000000,27,0.000000,0.000000,     0.000,    0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0
