7, 3099908, 27.810, 0.240234, -0.953125, -9.640625, -0.000149, -0.010001, 0.002672,         0.000  
7, 3099928, 27.780, 0.240234, -0.955078, -9.640625, -0.000456, -0.010231, 0.003128,         0.000  
7, 3099948, 27.800, 0.240234, -0.956055, -9.637695, -0.000763, -0.010231, 0.002898,         0.000  
7, 3099968, 27.750, 0.240234, -0.956055, -9.637695, 0.000000, -0.010461, 0.002898,         0.000  
7, 3099988, 27.740, 0.242188, -0.955078, -9.637695, -0.000303, -0.009694, 0.002672,         0.000  
7, 3100008, 27.800, 0.240234, -0.956055, -9.635742, 0.000072, -0.010001, 0.002672,         0.000  
7, 3100028, 27.780, 0.240234, -0.955078, -9.635742, -0.000533, -0.010001, 0.002518,         0.000  
7, 3100048, 27.780, 0.241211, -0.954102, -9.637695, -0.000609, -0.010461, 0.002672,         0.000  
7, 3100068, 27.800, 0.240234, -0.956055, -9.638672, -0.000379, -0.010917, 0.002825,         0.000  
7, 3100088, 27.790, 0.236328, -0.956055, -9.637695, -0.000226, -0.009847, 0.003051,         0.000  
7, 3100108, 27.770, 0.237305, -0.956055, -9.637695, -0.000379, -0.010384, 0.002974,         0.000  
7, 3100128, 27.820, 0.240234, -0.956055, -9.636719, -0.000072, -0.010231, 0.003128,         0.000  
7, 3100148, 27.780, 0.241211, -0.956055, -9.635742, -0.000072, -0.010231, 0.002974,         0.000  
7, 3100168, 27.800, 0.241211, -0.956055, -9.635742, -0.000533, -0.010154, 0.002825,         0.000  
7, 3100188, 27.720, 0.240234, -0.955078, -9.634766, -0.000609, -0.009924, 0.003051,         0.000  
7, 3100208, 27.740, 0.240234, -0.956055, -9.633789, -0.000072, -0.010610, 0.003434,         0.000  
7, 3100228, 27.810, 0.238281, -0.957031, -9.633789, -0.000379, -0.010533, 0.003511,         0.000  
7, 3100248, 27.780, 0.238281, -0.956055, -9.634766, -0.000303, -0.010231, 0.003358,         0.000  
7, 3100268, 27.790, 0.238281, -0.956055, -9.635742, 0.000379, -0.010533, 0.003204,         0.000  
7, 3100288, 27.800, 0.236328, -0.955078, -9.633789, 0.000149, -0.010231, 0.003358,         0.000  
7, 3100308, 27.770, 0.237305, -0.954102, -9.631836, -0.000533, -0.009847, 0.003128,         0.000  
7, 3100328, 27.750, 0.238281, -0.953125, -9.633789, -0.000533, -0.010533, 0.003281,         0.000  
7, 3100348, 27.790, 0.238281, -0.953125, -9.632812, -0.000609, -0.010077, 0.003128,         0.000  
7, 3100368, 27.790, 0.236328, -0.955078, -9.632812, 0.000072, -0.010231, 0.002974,         0.000  
7, 3100388, 27.820, 0.237305, -0.955078, -9.634766, -0.000379, -0.010077, 0.002595,         0.000  
7, 3100408, 27.740, 0.239258, -0.953125, -9.634766, -0.000149, -0.009771, 0.002672,         0.000  
7, 3100428, 27.720, 0.238281, -0.955078, -9.636719, -0.000072, -0.010001, 0.002058,         0.000  
7, 3100448, 27.770, 0.238281, -0.955078, -9.638672, 0.000000, -0.009468, 0.002442,         0.000  
7, 3100468, 27.750, 0.238281, -0.955078, -9.638672, 0.000226, -0.010461, 0.002748,         0.000  
7, 3100488, 27.780, 0.237305, -0.955078, -9.635742, -0.000226, -0.009468, 0.002974,         0.000  
7, 3100508, 27.750, 0.238281, -0.954102, -9.635742, 0.000379, -0.010533, 0.002672,         0.000  
7, 3100528, 27.770, 0.240234, -0.955078, -9.638672, 0.000000, -0.010461, 0.002825,         0.000  
7, 3100548, 27.770, 0.240234, -0.955078, -9.638672, 0.000149, -0.010763, 0.003128,         0.000  
7, 3100568, 27.730, 0.240234, -0.955078, -9.637695, 0.000072, -0.010533, 0.002672,         0.000  
7, 3100588, 27.790, 0.238281, -0.955078, -9.637695, -0.000303, -0.010001, 0.002748,         0.000  
7, 3100608, 27.780, 0.238281, -0.954102, -9.639648, -0.000072, -0.010001, 0.002825,         0.000  
7, 3100628, 27.760, 0.237305, -0.953125, -9.640625, 0.000226, -0.010687, 0.002974,         0.000  
7, 3100648, 27.730, 0.237305, -0.955078, -9.637695, -0.000533, -0.009391, 0.003128,         0.000  
7, 3100668, 27.780, 0.237305, -0.956055, -9.637695, -0.000456, -0.011526, 0.002974,         0.000  
7, 3100688, 27.780, 0.238281, -0.954102, -9.637695, -0.000533, -0.009847, 0.002518,         0.000  
7, 3100708, 27.760, 0.240234, -0.956055, -9.635742, -0.000072, -0.010994, 0.002518,         0.000  
7, 3100728, 27.770, 0.240234, -0.957031, -9.634766, -0.000533, -0.009541, 0.002974,         0.000  
7, 3100748, 27.770, 0.239258, -0.957031, -9.635742, -0.000379, -0.010077, 0.002974,         0.000  
7, 3100768, 27.770, 0.238281, -0.955078, -9.635742, -0.000686, -0.010077, 0.002974,         0.000  
