3100218, 7, 2313,  370850000, 2024,  5,  9,  7,  0,  32.0,   4,  24, 22.9983476000, 120.2186068000,   76.015,   58.793,   0.545200,   0.440800,   1.044000,    0.001,   -0.001,    0.000,   0.011400,   0.014100,   0.027000,    0.001,    0.001,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.551000,   0.452000,   1.060000,  43.0,8,28,0.030,0,16,0.000,
3101218, 7, 2313,  370851000, 2024,  5,  9,  7,  0,  33.0,   4,  24, 22.9983475000, 120.2186067000,   75.993,   58.771,   0.545200,   0.440800,   1.044000,    0.000,    0.000,    0.000,   0.015200,   0.018800,   0.036000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.553000,   0.454000,   1.063000,  43.0,8,28,0.040,0,16,0.000,
3102218, 7, 2313,  370852000, 2024,  5,  9,  7,  0,  34.0,   4,  24, 22.9983473000, 120.2186064000,   75.961,   58.738,   0.549900,   0.444600,   1.053000,    0.000,    0.000,    0.000,   0.011400,   0.014100,   0.027000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.554000,   0.455000,   1.066000,  42.0,8,28,0.030,0,16,0.000,
3103218, 7, 2313,  370853000, 2024,  5,  9,  7,  0,  35.0,   4,  24, 22.9983473000, 120.2186061000,   75.948,   58.726,   0.549900,   0.444600,   1.053000,    0.001,   -0.001,    0.000,   0.011400,   0.014100,   0.027000,    0.001,    0.001,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.553000,   0.454000,   1.064000,  42.0,8,28,0.030,0,16,0.000,
3104218, 7, 2313,  370854000, 2024,  5,  9,  7,  0,  36.0,   4,  24, 22.9983474000, 120.2186062000,   75.950,   58.728,   0.554600,   0.448400,   1.062000,    0.002,   -0.001,    0.000,   0.019000,   0.023500,   0.045000,    0.002,    0.002,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.558000,   0.458000,   1.073000,  42.0,8,28,0.050,0,16,0.000,
3105218, 7, 2313,  370855000, 2024,  5,  9,  7,  0,  37.0,   4,  24, 22.9983476000, 120.2186063000,   75.965,   58.743,   0.554600,   0.448400,   1.062000,    0.000,    0.000,    0.000,   0.015200,   0.018800,   0.036000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.561000,   0.461000,   1.079000,  42.0,8,28,0.040,0,16,0.000,
3106218, 7, 2313,  370856000, 2024,  5,  9,  7,  0,  38.0,   4,  24, 22.9983475000, 120.2186066000,   75.975,   58.753,   0.549900,   0.444600,   1.053000,    0.000,    0.000,    0.000,   0.026600,   0.032900,   0.063000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.557000,   0.457000,   1.071000,  42.0,8,28,0.070,0,16,0.000,
3107218, 7, 2313,  370857000, 2024,  5,  9,  7,  0,  39.0,   4,  24, 22.9983476000, 120.2186066000,   75.964,   58.742,   0.549900,   0.444600,   1.053000,    0.000,    0.000,    0.000,   0.019000,   0.023500,   0.045000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.557000,   0.457000,   1.071000,  42.0,8,28,0.050,0,16,0.000,
3108218, 7, 2313,  370858000, 2024,  5,  9,  7,  0,  40.0,   4,  24, 22.9983480000, 120.2186065000,   75.940,   58.718,   0.549900,   0.444600,   1.053000,   -0.001,    0.000,    0.000,   0.015200,   0.018800,   0.036000,    0.001,    0.001,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.555000,   0.456000,   1.068000,  42.0,8,28,0.040,0,16,0.000,
3109218, 7, 2313,  370859000, 2024,  5,  9,  7,  0,  41.0,   4,  24, 22.9983479000, 120.2186064000,   75.961,   58.739,   0.554600,   0.448400,   1.062000,    0.000,    0.000,    0.000,   0.038000,   0.047000,   0.090000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.558000,   0.459000,   1.074000,  42.0,8,28,0.100,0,16,0.000,
3110218, 7, 2313,  370860000, 2024,  5,  9,  7,  0,  42.0,   4,  24, 22.9983480000, 120.2186065000,   75.985,   58.763,   0.554600,   0.448400,   1.062000,    0.000,    0.000,    0.000,   0.022800,   0.028200,   0.054000,    0.000,    0.000,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.559000,   0.459000,   1.075000,  42.0,8,28,0.060,0,16,0.000,
3111218, 7, 2313,  370861000, 2024,  5,  9,  7,  0,  43.0,   4,  24, 22.9983479000, 120.2186063000,   75.991,   58.769,   0.554600,   0.448400,   1.062000,   -0.001,    0.000,    0.000,   0.011400,   0.014100,   0.027000,    0.001,    0.001,    0.000,    0.000,    0.000,   1.1,   0.0,   0.0,   0.9,   0.0,   0.5,   0.4,   0.557000,   0.458000,   1.073000,  43.0,8,28,0.030,0,16,0.000,
