119.500	21.500	-0.621
119.500	21.525	-0.624
119.500	21.550	-0.625
119.500	21.575	-0.627
119.500	21.600	-0.629
119.500	21.625	-0.629
119.500	21.650	-0.627
119.500	21.675	-0.621
119.500	21.700	-0.615
119.500	21.725	-0.615
119.500	21.750	-0.617
119.500	21.775	-0.617
119.500	21.800	-0.616
119.500	21.825	-0.613
119.500	21.850	-0.613
119.500	21.875	-0.615
119.500	21.900	-0.614
119.500	21.925	-0.612
119.500	21.950	-0.609
119.500	21.975	-0.609
119.500	22.000	-0.610
119.500	22.025	-0.613
119.500	22.050	-0.618
119.500	22.075	-0.617
119.500	22.100	-0.613
119.500	22.125	-0.609
119.500	22.150	-0.609
119.500	22.175	-0.611
119.500	22.200	-0.614
119.500	22.225	-0.613
119.500	22.250	-0.609
119.500	22.275	-0.604
119.500	22.300	-0.598
119.500	22.325	-0.593
119.500	22.350	-0.591
119.500	22.375	-0.592
119.500	22.400	-0.596
119.500	22.425	-0.599
119.500	22.450	-0.603
119.500	22.475	-0.603
119.500	22.500	-0.600
119.500	22.525	-0.596
119.500	22.550	-0.592
119.500	22.575	-0.591
119.500	22.600	-0.591
119.500	22.625	-0.592
119.500	22.650	-0.594
119.500	22.675	-0.594
119.500	22.700	-0.590
119.500	22.725	-0.586
119.500	22.750	-0.585
119.500	22.775	-0.585
119.500	22.800	-0.586
119.500	22.825	-0.588
119.500	22.850	-0.589
119.500	22.875	-0.587
119.500	22.900	-0.586
119.500	22.925	-0.585
119.500	22.950	-0.584
119.500	22.975	-0.584
119.500	23.000	-0.582
119.500	23.025	-0.578
119.500	23.050	-0.577
119.500	23.075	-0.577
119.500	23.100	-0.579
119.500	23.125	-0.582
119.500	23.150	-0.581
119.500	23.175	-0.579
119.500	23.200	-0.572
119.500	23.225	-0.562
119.500	23.250	-0.560
119.500	23.275	-0.566
119.500	23.300	-0.573
119.500	23.325	-0.575
119.500	23.350	-0.574
119.500	23.375	-0.576
119.500	23.400	-0.587
119.500	23.425	-0.592
119.500	23.450	-0.585
119.500	23.475	-0.579
119.500	23.500	-0.569
119.500	23.525	-0.556
119.500	23.550	-0.543
119.500	23.575	-0.539
119.500	23.600	-0.539
119.500	23.625	-0.540
119.500	23.650	-0.539
119.500	23.675	-0.539
119.500	23.700	-0.535
119.500	23.725	-0.530
119.500	23.750	-0.538
119.500	23.775	-0.554
119.500	23.800	-0.568
119.500	23.825	-0.571
119.500	23.850	-0.565
119.500	23.875	-0.561
119.500	23.900	-0.563
119.500	23.925	-0.570
119.500	23.950	-0.573
119.500	23.975	-0.570
119.500	24.000	-0.571
119.500	24.025	-0.569
119.500	24.050	-0.565
119.500	24.075	-0.564
119.500	24.100	-0.565
119.500	24.125	-0.565
119.500	24.150	-0.565
119.500	24.175	-0.565
119.500	24.200	-0.565
119.500	24.225	-0.566
119.500	24.250	-0.569
119.500	24.275	-0.569
119.500	24.300	-0.570
119.500	24.325	-0.568
119.500	24.350	-0.566
119.500	24.375	-0.566
119.500	24.400	-0.566
119.500	24.425	-0.569
119.500	24.450	-0.569
119.500	24.475	-0.565
119.500	24.500	-0.557
119.500	24.525	-0.552
119.500	24.550	-0.554
119.500	24.575	-0.557
119.500	24.600	-0.556
119.500	24.625	-0.553
119.500	24.650	-0.553
119.500	24.675	-0.555
119.500	24.700	-0.558
119.500	24.725	-0.560
119.500	24.750	-0.561
119.500	24.775	-0.558
119.500	24.800	-0.554
119.500	24.825	-0.550
119.500	24.850	-0.549
119.500	24.875	-0.549
119.500	24.900	-0.550
119.500	24.925	-0.551
119.500	24.950	-0.552
119.500	24.975	-0.553
119.500	25.000	-0.553
119.500	25.025	-0.552
119.500	25.050	-0.550
119.500	25.075	-0.548
119.500	25.100	-0.546
119.500	25.125	-0.541
119.500	25.150	-0.536
119.500	25.175	-0.533
119.500	25.200	-0.532
119.500	25.225	-0.532
119.500	25.250	-0.531
119.500	25.275	-0.526
119.500	25.300	-0.523
119.500	25.325	-0.521
119.500	25.350	-0.522
119.500	25.375	-0.522
119.500	25.400	-0.522
119.500	25.425	-0.522
119.500	25.450	-0.520
119.500	25.475	-0.517
119.500	25.500	-0.514
119.525	21.500	-0.625
119.525	21.525	-0.624
119.525	21.550	-0.625
119.525	21.575	-0.625
119.525	21.600	-0.627
119.525	21.625	-0.628
119.525	21.650	-0.625
119.525	21.675	-0.621
119.525	21.700	-0.616
119.525	21.725	-0.615
119.525	21.750	-0.617
119.525	21.775	-0.618
119.525	21.800	-0.616
119.525	21.825	-0.614
119.525	21.850	-0.612
119.525	21.875	-0.612
119.525	21.900	-0.612
119.525	21.925	-0.613
119.525	21.950	-0.611
119.525	21.975	-0.612
119.525	22.000	-0.611
119.525	22.025	-0.613
119.525	22.050	-0.613
119.525	22.075	-0.613
119.525	22.100	-0.609
