 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b10121\ORB\brd15821.sp3                                           
 FILE 2: ${P}/b10121\ORB\igs15821.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 55319.000000000  | P P |  -120.2697  -44.3152  -73.9203 |   |
 |   2 | 55319.000000000  | P P |    -2.2348    2.9437    2.0440 |   |
 |   3 | 55319.000000000  | P P |     1.7626   -4.7207    1.6218 |   |
 |   4 | 55319.000000000  | P P |    -4.6413    2.3558    0.5867 |   |
 |   5 | 55319.000000000  | P P |    -0.2264    3.1978    3.4125 |   |
 |   6 | 55319.000000000  | P P |     2.8973   -3.5310    2.6243 |   |
 |   7 | 55319.000000000  | P P |    -1.4296   -2.1833    4.0467 |   |
 |   8 | 55319.000000000  | P P |    -6.5141    2.2573    0.5412 |   |
 |   9 | 55319.000000000  | P P |     0.4771    3.0278   -4.9871 |   |
 |  10 | 55319.000000000  | P P |    -2.5321    2.3091    4.3142 |   |
 |  11 | 55319.000000000  | P P |    -1.9255   -3.7270   -3.7804 |   |
 |  12 | 55319.000000000  | P P |     2.3744    3.4290   -1.4393 |   |
 |  13 | 55319.000000000  | P P |    -2.0995   -3.1343    4.8440 |   |
 |  14 | 55319.000000000  | P P |     3.9011   -0.8392   -4.2416 |   |
 |  15 | 55319.000000000  | P P |    -0.0568    4.3658   -0.2893 |   |
 |  16 | 55319.000000000  | P P |     3.5562   -2.2470    4.6525 |   |
 |  17 | 55319.000000000  | P P |    -2.1150    0.1063   -3.1492 |   |
 |  18 | 55319.000000000  | P P |     5.1665    3.1817   -0.3869 |   |
 |  19 | 55319.000000000  | P P |     2.2376   -3.5181    1.8370 |   |
 |  20 | 55319.000000000  | P P |    -3.2647   -4.8957   -0.6875 |   |
 |  21 | 55319.000000000  | P P |     4.0752    2.0372    4.1450 |   |
 |  22 | 55319.000000000  | P P |     3.9343    0.7182   -1.7916 |   |
 |  24 | 55319.000000000  | P P |     5.4260    0.4927    2.1476 |   |
 |  26 | 55319.000000000  | P P |     0.4241    4.8447   -1.6261 |   |
 |  27 | 55319.000000000  | P P |    -2.4090    3.1149   -4.1587 |   |
 |  28 | 55319.000000000  | P P |    -4.5398   -2.0249   -2.0841 |   |
 |  29 | 55319.000000000  | P P |     2.1773    2.2578    3.4149 |   |
 |  30 | 55319.000000000  | P P |     4.0741    3.2765   -1.2187 |   |
 |  31 | 55319.000000000  | P P |     3.9011   -2.5258    0.5491 |   |
 |  32 | 55319.000000000  | P P |    -0.2150   -4.3050   -2.4380 |   |
 |   1 | 55319.010416667  | P P |  -125.1346  -50.2502  -60.7033 |   |
 |   2 | 55319.010416667  | P P |    -2.6274    2.8353    1.5515 |   |
 |   3 | 55319.010416667  | P P |     1.9583   -4.3342    2.2382 |   |
 |   4 | 55319.010416667  | P P |    -4.6756    2.1030   -0.1851 |   |
 |   5 | 55319.010416667  | P P |    -0.7524    2.7380    3.5107 |   |
 |   6 | 55319.010416667  | P P |     2.9467   -3.0890    3.1154 |   |
