 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b10121\ORB\brd15820.sp3                                           
 FILE 2: ${P}/b10121\ORB\igs15820.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 55318.000000000  | P P |  -118.9535  -42.8884  -76.3946 |   |
 |   2 | 55318.000000000  | P P |    -2.6301    2.4135    1.6332 |   |
 |   3 | 55318.000000000  | P P |     2.5947   -3.7934    2.4954 |   |
 |   4 | 55318.000000000  | P P |    -4.3135    2.5010    0.6824 |   |
 |   5 | 55318.000000000  | P P |    -0.4042    3.1422    3.3572 |   |
 |   6 | 55318.000000000  | P P |     3.4052   -2.1415    3.8441 |   |
 |   7 | 55318.000000000  | P P |    -0.8050   -2.7429    4.1502 |   |
 |   8 | 55318.000000000  | P P |    -6.4203    2.8283   -0.7650 |   |
 |   9 | 55318.000000000  | P P |     2.0273    3.1300   -5.4919 |   |
 |  10 | 55318.000000000  | P P |    -3.1813    1.7121    4.1268 |   |
 |  11 | 55318.000000000  | P P |    -3.6362   -2.6121   -4.5259 |   |
 |  12 | 55318.000000000  | P P |     2.9123    3.6453   -0.8489 |   |
 |  13 | 55318.000000000  | P P |    -1.5729   -3.0745    4.9013 |   |
 |  15 | 55318.000000000  | P P |     0.4225    4.6395   -1.3368 |   |
 |  16 | 55318.000000000  | P P |     3.2009   -2.4049    4.9306 |   |
 |  17 | 55318.000000000  | P P |    -2.1593    1.9344   -2.9148 |   |
 |  18 | 55318.000000000  | P P |     5.1207    3.5057   -0.8237 |   |
 |  19 | 55318.000000000  | P P |     1.8398   -3.6451    0.2943 |   |
 |  20 | 55318.000000000  | P P |    -3.2539   -4.8064   -0.3152 |   |
 |  21 | 55318.000000000  | P P |     3.5637    2.8229    5.0261 |   |
 |  22 | 55318.000000000  | P P |     4.0092    1.8447   -0.9747 |   |
 |  23 | 55318.000000000  | P P |    -1.9897   -2.1422    4.6181 |   |
 |  24 | 55318.000000000  | P P |     5.8854    0.2063    1.9712 |   |
 |  26 | 55318.000000000  | P P |     0.4709    4.9582   -2.0912 |   |
 |  27 | 55318.000000000  | P P |    -0.9479    3.4882   -4.4705 |   |
 |  28 | 55318.000000000  | P P |    -4.2879   -1.9647   -2.1623 |   |
 |  29 | 55318.000000000  | P P |     1.8712    2.6776    3.1826 |   |
 |  30 | 55318.000000000  | P P |     4.1478    3.5247   -1.1894 |   |
 |  31 | 55318.000000000  | P P |     4.2990   -1.3309    0.0732 |   |
 |  32 | 55318.000000000  | P P |     0.2247   -3.9569   -2.6542 |   |
 |   1 | 55318.010416667  | P P |  -123.9930  -49.0921  -63.4338 |   |
 |   2 | 55318.010416667  | P P |    -2.9478    2.3540    1.0510 |   |
 |   3 | 55318.010416667  | P P |     2.7966   -3.2902    3.0511 |   |
 |   4 | 55318.010416667  | P P |    -4.3557    2.2615   -0.1021 |   |
 |   5 | 55318.010416667  | P P |    -0.8908    2.6609    3.4659 |   |
 |   6 | 55318.010416667  | P P |     3.4325   -1.5541    4.2441 |   |
