 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b10121\ORB\brd15831.sp3                                           
 FILE 2: ${P}/b10121\ORB\igs15831.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 55326.000000000  | P P |  -128.6082  -50.4035  -53.7802 |   |
 |   2 | 55326.000000000  | P P |    -3.3107    2.1481   -0.0373 |   |
 |   3 | 55326.000000000  | P P |     1.8674   -4.3139    2.1989 |   |
 |   4 | 55326.000000000  | P P |    -4.3720    0.2067   -2.9366 |   |
 |   5 | 55326.000000000  | P P |    -1.0294    1.7023    3.5972 |   |
 |   6 | 55326.000000000  | P P |     3.0427   -2.3536    3.3765 |   |
 |   7 | 55326.000000000  | P P |    -3.2951   -1.7658    2.3114 |   |
 |   8 | 55326.000000000  | P P |    -7.2440    4.1627   -0.9044 |   |
 |   9 | 55326.000000000  | P P |    -0.4988    3.7334   -4.8819 |   |
 |  10 | 55326.000000000  | P P |    -3.5381    1.1004    3.6955 |   |
 |  11 | 55326.000000000  | P P |     1.3929   -5.1002   -3.2009 |   |
 |  12 | 55326.000000000  | P P |     3.4974    3.4492   -1.7120 |   |
 |  13 | 55326.000000000  | P P |    -2.2208   -4.5174    3.0883 |   |
 |  14 | 55326.000000000  | P P |     3.5033   -0.2260   -5.1392 |   |
 |  15 | 55326.000000000  | P P |     0.6416    4.5351   -0.2152 |   |
 |  17 | 55326.000000000  | P P |    -1.7759   -3.2129   -3.4119 |   |
 |  18 | 55326.000000000  | P P |     4.5816    3.4303    1.3702 |   |
 |  19 | 55326.000000000  | P P |     1.6755   -3.9633    0.8910 |   |
 |  20 | 55326.000000000  | P P |    -0.5232   -4.0995   -4.6538 |   |
 |  21 | 55326.000000000  | P P |     5.5132    0.6930    2.9412 |   |
 |  22 | 55326.000000000  | P P |     4.2843   -0.0016   -2.2767 |   |
 |  23 | 55326.000000000  | P P |    -1.0141   -3.9646    1.5142 |   |
 |  26 | 55326.000000000  | P P |     1.0870    4.7902   -1.5932 |   |
 |  27 | 55326.000000000  | P P |    -3.8525    3.9536   -2.8066 |   |
 |  29 | 55326.000000000  | P P |     2.7126    2.7575    2.0162 |   |
 |  30 | 55326.000000000  | P P |     2.9575    3.0111   -4.2642 |   |
 |  31 | 55326.000000000  | P P |     3.7325   -3.2152   -0.5612 |   |
 |  32 | 55326.000000000  | P P |     1.1762   -3.4610   -4.1558 |   |
 |   1 | 55326.010416667  | P P |  -132.2643  -54.2414  -39.1858 |   |
 |   2 | 55326.010416667  | P P |    -3.4947    1.9598   -0.7192 |   |
 |   3 | 55326.010416667  | P P |     2.1179   -3.8021    2.6791 |   |
 |   4 | 55326.010416667  | P P |    -4.1278   -0.1550   -3.5338 |   |
 |   5 | 55326.010416667  | P P |    -1.5841    1.3384    3.4745 |   |
 |   6 | 55326.010416667  | P P |     3.1283   -1.7439    3.6526 |   |
 |   7 | 55326.010416667  | P P |    -2.7594   -2.1022    2.5292 |   |
 |   8 | 55326.010416667  | P P |    -7.1639    3.9790    0.1439 |   |
