 RESIDUALS IN EARTH-FIXED SYSTEM

 FILE 1: ${P}/b10121\ORB\brd15825.sp3                                           
 FILE 2: ${P}/b10121\ORB\igs15825.sp3                                           



 ---------------------------------------------------------------------
 | NUM |      NAME        | FLG |       RESIDUALS IN METERS      |   |
 ---------------------------------------------------------------------
 |     |                  |     |                                |   |
 |   1 | 55323.000000000  | P P |  -119.2978  -64.9847  -83.9630 |   |
 |   2 | 55323.000000000  | P P |   -10.9007    9.5267    8.5851 |   |
 |   3 | 55323.000000000  | P P |   -10.9224  -25.4734  -19.1151 |   |
 |   4 | 55323.000000000  | P P |   -27.2903   13.9023    3.9001 |   |
 |   5 | 55323.000000000  | P P |     2.4756   -1.1753    9.1753 |   |
 |   6 | 55323.000000000  | P P |    -5.3965  -25.8500  -18.3182 |   |
 |   7 | 55323.000000000  | P P |   -12.9270   -8.4713    4.0945 |   |
 |   8 | 55323.000000000  | P P |   -20.5216    6.2344    6.5415 |   |
 |  10 | 55323.000000000  | P P |    -9.2527   -1.1727   10.2657 |   |
 |  11 | 55323.000000000  | P P |   -37.6670   -7.7668  -28.0934 |   |
 |  12 | 55323.000000000  | P P |    -8.4028    5.6691  -17.0099 |   |
 |  13 | 55323.000000000  | P P |   -17.4263  -18.2668   -5.7135 |   |
 |  14 | 55323.000000000  | P P |   -19.3334   -5.0210  -33.2569 |   |
 |  15 | 55323.000000000  | P P |     0.1254    9.6307    2.5641 |   |
 |  16 | 55323.000000000  | P P |     5.9898  -24.7209  -12.5644 |   |
 |  18 | 55323.000000000  | P P |     7.6475   -6.4820  -17.8738 |   |
 |  19 | 55323.000000000  | P P |   -21.3712  -22.2505  -24.3465 |   |
 |  20 | 55323.000000000  | P P |   -37.8025   -6.4581  -20.2489 |   |
 |  21 | 55323.000000000  | P P |    12.5000  -17.3430  -12.2382 |   |
 |  22 | 55323.000000000  | P P |    -4.0823   -9.3270  -27.6646 |   |
 |  23 | 55323.000000000  | P P |   -20.9897  -19.4749  -14.7873 |   |
 |  24 | 55323.000000000  | P P |     6.6319  -17.7387  -16.7845 |   |
 |  26 | 55323.000000000  | P P |    -4.7006   10.6221   -8.9596 |   |
 |  27 | 55323.000000000  | P P |   -19.6036   15.7123   -9.9701 |   |
 |  28 | 55323.000000000  | P P |   -37.4463    4.3611   -7.7916 |   |
 |  29 | 55323.000000000  | P P |    11.6663   -4.7733   -1.7781 |   |
 |  30 | 55323.000000000  | P P |     0.8864   -2.1172  -21.0403 |   |
 |  31 | 55323.000000000  | P P |    -6.8821  -23.3638  -31.1004 |   |
 |  32 | 55323.000000000  | P P |   -35.9460   -8.9291  -26.6015 |   |
 |   1 | 55323.010416667  | P P |  -124.5842  -69.0621  -71.0375 |   |
 |   2 | 55323.010416667  | P P |   -13.0237   10.7537    7.5805 |   |
 |   3 | 55323.010416667  | P P |    -8.3639  -25.3003  -17.6070 |   |
 |   4 | 55323.010416667  | P P |   -28.9660   14.0044    1.7278 |   |
 |   5 | 55323.010416667  | P P |     0.4055   -0.9647    9.8369 |   |
 |   6 | 55323.010416667  | P P |    -3.1750  -25.3048  -16.7304 |   |
