    7,   2313,  371592000, 2024,  5,  9,  7, 12, 54,    3842218, 0, 0, 0, 0, 0, 0, 0, 15, 8, 4, 120.2186010000, 22.9983473000,   74.772,   57.550,   2.780000,   2.315000,   6.382000,  0.000,  0.000,  0.000,   0.000000,   0.000000,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  5.89,  0.18
    7,   2313,  371593000, 2024,  5,  9,  7, 12, 55,    3843218, 0, 0, 0, 0, 0, 0, 0, 15, 8, 4, 120.2186011000, 22.9983469000,   74.741,   57.519,   2.745000,   2.285000,   6.301000,  0.000,  0.000,  0.000,   0.000000,   0.000000,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  5.82,  0.09
    7,   2313,  371594000, 2024,  5,  9,  7, 12, 56,    3844218, 0, 0, 0, 0, 0, 0, 0, 15, 0, 4, 120.2186006000, 22.9983461000,   74.632,   57.410,   2.561000,   2.132000,   5.877000, -0.051, -0.139,  0.020,   0.148061,   0.149405,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  5.42,  0.48
    7,   2313,  371595000, 2024,  5,  9,  7, 12, 57,    3845218, 0, 0, 0, 0, 0, 0, 0, 15, 8, 4, 120.2186005000, 22.9983462000,   74.590,   57.368,   2.278000,   1.896000,   5.229000,  0.000,  0.000,  0.000,   0.000000,   0.000000,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  4.83,  0.26
    7,   2313,  371596000, 2024,  5,  9,  7, 12, 58,    3846218, 0, 0, 0, 0, 0, 0, 0, 15, 8, 4, 120.2186011000, 22.9983470000,   74.863,   57.641,   2.182000,   1.816000,   5.008000,  0.000,  0.000,  0.000,   0.000000,   0.000000,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  4.62,  0.16
    7,   2313,  371597000, 2024,  5,  9,  7, 12, 59,    3847218, 0, 0, 0, 0, 0, 0, 0, 15, 8, 4, 120.2186013000, 22.9983473000,   74.975,   57.753,   1.993000,   1.659000,   4.576000,  0.000,  0.000,  0.000,   0.000000,   0.000000,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  4.22,  0.12
    7,   2313,  371598000, 2024,  5,  9,  7, 13,  0,    3848218, 0, 0, 0, 0, 0, 0, 0, 15, 8, 4, 120.2186016000, 22.9983478000,   74.964,   57.742,   1.939000,   1.614000,   4.451000,  0.000,  0.000,  0.000,   0.000000,   0.000000,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  4.11,  0.11
    7,   2313,  371599000, 2024,  5,  9,  7, 13,  1,    3849218, 0, 0, 0, 0, 0, 0, 0, 15, 8, 4, 120.2186020000, 22.9983475000,   75.386,   58.164,   1.830000,   1.523000,   4.200000,  0.000,  0.000,  0.000,   0.000000,   0.000000,    0.00000,    0.00000,    0.00000,  1.50,  0.47,  0.57,  1.31, 4294967295,     7,  3.88,  0.10
    7,   2313,  371600000, 2024,  5,  9,  7, 13,  2,    3850218, 0, 0, 0, 0, 0, 0, 0, 16, 0, 4, 120.2186025000, 22.9983465000,   75.647,   58.425,   1.639000,   1.312000,   3.719000,  0.108, -0.046,  0.050,   0.117388,   0.127593,  113.47609,    0.00000,    0.00000,  1.48,  0.45,  0.57,  1.29, 4294967295,     7,  3.62,  0.41
    7,   2313,  371601000, 2024,  5,  9,  7, 13,  3,    3851218, 0, 0, 0, 0, 0, 0, 0, 16, 8, 4, 120.2186031000, 22.9983467000,   75.858,   58.636,   2.875000,   2.301000,   6.523000,  0.000,  0.000,  0.000,   0.000000,   0.000000,  113.47609,    0.00000,    0.00000,  1.48,  0.45,  0.57,  1.29, 4294967295,     7,  6.36,  0.11
