 119.5121   22.5509  119.5121   22.6856
 119.5121   22.5509  119.6585   22.5509
 119.5121   22.5509  119.6584   22.6856
 119.5121   22.6856  119.5121   22.8203
 119.5121   22.6856  119.6584   22.6856
 119.5121   22.6856  119.6584   22.8203
 119.5121   22.8203  119.5121   22.9551
 119.5121   22.8203  119.6584   22.8203
 119.5121   22.8203  119.6583   22.9551
 119.5121   22.9551  119.5121   23.0898
 119.5121   22.9551  119.6583   22.9551
 119.5121   22.9551  119.6582   23.0898
 119.5121   23.0898  119.5121   23.2246
 119.5121   23.0898  119.6582   23.0898
 119.5121   23.0898  119.6581   23.2246
 119.5121   23.2246  119.5121   23.3593
 119.5121   23.2246  119.6581   23.2246
 119.5121   23.2246  119.6581   23.3593
 119.5121   23.3593  119.6581   23.3593
 119.6585   22.5509  119.6584   22.6856
 119.6585   22.5509  119.8048   22.5509
 119.6585   22.5509  119.8047   22.6856
 119.6584   22.6856  119.6584   22.8203
 119.6584   22.6856  119.8047   22.6856
 119.6584   22.6856  119.8045   22.8203
 119.6584   22.8203  119.6583   22.9551
 119.6584   22.8203  119.8045   22.8203
 119.6584   22.8203  119.8044   22.9551
 119.6583   22.9551  119.6582   23.0898
 119.6583   22.9551  119.8044   22.9551
 119.6583   22.9551  119.8042   23.0898
 119.6582   23.0898  119.6581   23.2246
 119.6582   23.0898  119.8042   23.0898
 119.6582   23.0898  119.8041   23.2246
 119.6581   23.2246  119.6581   23.3593
 119.6581   23.2246  119.8041   23.2246
 119.6581   23.2246  119.8039   23.3593
 119.6581   23.3593  119.8039   23.3593
 119.8048   22.5509  119.8047   22.6856
 119.8048   22.5509  119.9512   22.5509
 119.8048   22.5509  119.9510   22.6856
 119.8047   22.6856  119.8045   22.8203
 119.8047   22.6856  119.9510   22.6856
 119.8047   22.6856  119.9508   22.8203
 119.8045   22.8203  119.8044   22.9551
 119.8045   22.8203  119.9508   22.8203
 119.8045   22.8203  119.9506   22.9551
 119.8044   22.9551  119.8042   23.0898
 119.8044   22.9551  119.9506   22.9551
 119.8044   22.9551  119.9503   23.0898
 119.8042   23.0898  119.8041   23.2246
 119.8042   23.0898  119.9503   23.0898
 119.8042   23.0898  119.9501   23.2246
 119.8041   23.2246  119.8039   23.3593
 119.8041   23.2246  119.9501   23.2246
 119.8041   23.2246  119.9499   23.3593
 119.8039   23.3593  119.9499   23.3593
 119.9512   22.5509  119.9510   22.6856
 119.9512   22.5509  120.0976   22.5509
 119.9512   22.5509  120.0973   22.6856
 119.9510   22.6856  119.9508   22.8203
 119.9510   22.6856  120.0973   22.6856
 119.9510   22.6856  120.0970   22.8203
 119.9508   22.8203  119.9506   22.9551
 119.9508   22.8203  120.0970   22.8203
 119.9508   22.8203  120.0967   22.9551
 119.9506   22.9551  119.9503   23.0898
 119.9506   22.9551  120.0967   22.9551
 119.9506   22.9551  120.0965   23.0898
 119.9503   23.0898  119.9501   23.2246
 119.9503   23.0898  120.0965   23.0898
 119.9503   23.0898  120.0962   23.2246
 119.9501   23.2246  119.9499   23.3593
 119.9501   23.2246  120.0962   23.2246
 119.9501   23.2246  120.0959   23.3593
 119.9499   23.3593  120.0959   23.3593
 120.0976   22.5509  120.0973   22.6856
 120.0976   22.5509  120.2440   22.5509
 120.0976   22.5509  120.2436   22.6856
 120.0973   22.6856  120.0970   22.8203
 120.0973   22.6856  120.2436   22.6856
 120.0973   22.6856  120.2433   22.8203
 120.0970   22.8203  120.0967   22.9551
 120.0970   22.8203  120.2433   22.8203
 120.0970   22.8203  120.2429   22.9551
 120.0967   22.9551  120.0965   23.0898
 120.0967   22.9551  120.2429   22.9551
 120.0967   22.9551  120.2426   23.0898
 120.0965   23.0898  120.0962   23.2246
 120.0965   23.0898  120.2426   23.0898
 120.0965   23.0898  120.2422   23.2246
 120.0962   23.2246  120.0959   23.3593
 120.0962   23.2246  120.2422   23.2246
 120.0962   23.2246  120.2418   23.3593
 120.0959   23.3593  120.2418   23.3593
 120.2440   22.5509  120.2436   22.6856
 120.2440   22.5509  120.3903   22.5509
 120.2440   22.5509  120.3899   22.6856
 120.2436   22.6856  120.2433   22.8203
 120.2436   22.6856  120.3899   22.6856
 120.2436   22.6856  120.3894   22.8203
 120.2433   22.8203  120.2429   22.9551
 120.2433   22.8203  120.3894   22.8203
 120.2433   22.8203  120.3890   22.9551
 120.2429   22.9551  120.2426   23.0898
 120.2429   22.9551  120.3890   22.9551
 120.2429   22.9551  120.3886   23.0898
 120.2426   23.0898  120.2422   23.2246
 120.2426   23.0898  120.3886   23.0898
 120.2426   23.0898  120.3881   23.2246
 120.2422   23.2246  120.2418   23.3593
 120.2422   23.2246  120.3881   23.2246
 120.2422   23.2246  120.3877   23.3593
 120.2418   23.3593  120.3877   23.3593
 120.3903   22.5509  120.3899   22.6856
 120.3899   22.6856  120.3894   22.8203
 120.3894   22.8203  120.3890   22.9551
 120.3890   22.9551  120.3886   23.0898
 120.3886   23.0898  120.3881   23.2246
 120.3881   23.2246  120.3877   23.3593
