121.620973458 24.0001118206   504.900  457.880   13.160   11.170
121.598872844 24.0183103086   -41.450 -288.990   10.830    9.440
121.596972898 24.0179102324   -40.520 -286.770   15.280   14.070
121.621571714 24.0320109740     1.300 -333.490    9.280    8.040
121.624573375 24.0005119746   542.650  375.810   13.460   12.470
121.598067479 24.1170075613    23.320 -121.390   10.260    8.930
121.605774182 23.9915113599   103.040  437.330    6.410    5.360
121.618271444 24.0380106581    11.240 -308.810    9.540    8.210
121.601975510 23.9682118247   112.880 -105.700   16.030   12.900
121.565378617 23.9223114109  -183.130  -97.070    8.660    7.470
121.560878607 23.9239111614  -165.060 -110.250    8.600    7.400
121.557478584 23.9254109648  -156.480  -98.310    8.350    7.120
121.609274617 23.9824117697   314.400  520.310   11.310   10.800
121.601674491 23.9871112928    14.250 -303.080    8.470    7.330
121.603674495 23.9864114036    37.850   18.150   10.840    9.720
121.613773048 24.0099112220   393.760  503.150   39.530   18.560
121.610972981 24.0120110361    98.310  -32.270   11.740   10.170
121.588575982 23.9637113350    29.040 -311.550    3.990    7.370
121.540377573 23.9495095206  -123.730  -96.990    5.250   11.890
121.558274703 23.9968090385  -111.190 -139.950    4.330    6.450
121.512879742 23.9181091287   -90.040  -55.840    2.810    4.150
121.611073017 24.0113110599    58.920  146.730    5.580    6.340
121.561778949 23.9173113838  -171.290  -92.480    8.280    7.170
121.557878929 23.9189111617  -163.830  -98.510    9.780    8.870
121.553578894 23.9209109104  -141.860  -89.430    8.030    6.760
121.625571891 24.0275112808   738.280  351.900    9.740    8.550
121.433886749 23.8133084221   -17.680   -9.210    2.260    3.180
