000000000453600 	000000000000031 	000000000453600 	000000000453600 	-2.186922356486000e-04 	7.958078640513000e-13 	000000000000000 	2.400000000000000e+00 	1.069692673627000e-02 	5.153606544495000e+03 	4.641264755878000e-09 	2.309029111622000e+00 	7.913216562147000e-01 	1.300019131678000e+00 	9.539722222579000e-01 	-7.888185717453999e-09 	4.925205154564000e-10 	1.071952283382000e-05 	-7.078051567077000e-08 	-1.247972249985000e-07 	-7.450580596924000e-08 	2.593750000000000e+00 	1.704375000000000e+02 	000000000000091 
000000000453600 	000000000000016 	000000000453600 	000000000453600 	-8.728029206395000e-05 	9.436007530894000e-12 	000000000000000 	2.400000000000000e+00 	1.446429733187000e-02 	5.153662107468000e+03 	4.900918428638000e-09 	8.455179214781000e-01 	8.659203139025000e-01 	2.411765311820000e+00 	9.602176243468000e-01 	-8.332489938794000e-09 	-2.971552348511000e-10 	5.930662155151000e-06 	2.048909664154000e-07 	5.587935447693000e-08 	-2.160668373108000e-07 	7.187500000000000e-01 	2.678437500000000e+02 	000000000000108 
000000000453600 	000000000000032 	000000000453600 	000000000453600 	-5.483706481755000e-04 	6.593836587854000e-12 	000000000000000 	2.400000000000000e+00 	8.264597272500000e-03 	5.153779306412000e+03 	4.358038672660000e-09 	5.070045910506000e-01 	-2.113641613497000e+00 	2.205775562149000e-01 	9.640873659714000e-01 	-8.149268021151999e-09 	-2.842975564201000e-10 	9.426847100258001e-06 	-6.124377250671000e-06 	9.126961231231000e-08 	-6.705522537231001e-08 	-1.197812500000000e+02 	2.014375000000000e+02 	000000000000082 
000000000453600 	000000000000027 	000000000453600 	000000000453600 	-3.352481871843000e-05 	4.547473508865000e-13 	000000000000000 	2.400000000000000e+00 	1.313032570761000e-02 	5.153685268402000e+03 	4.511973656099000e-09 	-7.876001740228999e-02 	8.054556085162000e-01 	-2.921136696589000e+00 	9.592281562972000e-01 	-8.116766667340000e-09 	-4.853773607725000e-10 	1.024641096592000e-05 	1.126900315285000e-06 	1.657754182816000e-07 	5.215406417847000e-08 	2.018750000000000e+01 	1.841562500000000e+02 	000000000000064 
000000000453600 	000000000000026 	000000000453600 	000000000453600 	-3.319233655930000e-05 	-1.489297574153000e-11 	000000000000000 	2.400000000000000e+00 	9.794700774364000e-03 	5.153744678497000e+03 	5.664521664350000e-09 	1.658678369880000e+00 	6.040634943778000e-01 	2.238506920513000e+00 	9.295821067916999e-01 	-8.633573908721000e-09 	-8.643217167545001e-11 	5.468726158142000e-06 	4.414469003677000e-07 	4.656612873077000e-08 	-1.341104507446000e-07 	8.281250000000000e+00 	2.606250000000000e+02 	000000000000030 
000000000453584 	000000000000009 	000000000453584 	000000000453584 	5.135363899171000e-04 	1.546140993014000e-11 	000000000000000 	2.400000000000000e+00 	3.196018864401000e-03 	5.153795484543000e+03 	4.352681306647000e-09 	4.019924224037000e-01 	2.033019547150000e+00 	2.050956565659000e-01 	9.607987773313000e-01 	-8.049621013311000e-09 	-2.342954736326000e-10 	8.394941687584000e-06 	-6.755813956260000e-06 	-6.705522537231001e-08 	3.166496753693000e-08 	-1.282500000000000e+02 	2.179062500000000e+02 	000000000000021 
000000000453600 	000000000000003 	000000000453600 	000000000453600 	6.384523585439000e-04 	7.958078640512999e-12 	000000000000000 	3.400000000000000e+00 	5.666329991072000e-03 	5.153599380493000e+03 	4.260534611225000e-09 	2.816296722177000e+00 	1.145093672788000e+00 	-8.098030572621000e-01 	9.876113827325000e-01 	-8.191055476053000e-09 	-4.250177036933000e-11 	1.400709152222000e-06 	-8.475035429001000e-07 	-1.378357410431000e-07 	-4.842877388000000e-08 	-1.471875000000000e+01 	3.635312500000000e+02 	000000000000052 
000000000453600 	000000000000021 	000000000453600 	000000000453600 	9.976699948311000e-05 	1.591615728103000e-12 	000000000000000 	2.400000000000000e+00 	2.587480703369000e-02 	5.153621244431000e+03 	4.564475843026000e-09 	-3.345827562805000e-01 	-4.669828214004000e-01 	-1.957781426026000e+00 	9.606767962960000e-01 	-8.418207795001000e-09 	2.796545058755000e-10 	8.391216397285001e-06 	5.425885319710000e-06 	-4.768371582031000e-07 	2.067536115646000e-07 	1.066250000000000e+02 	2.207187500000000e+02 	000000000000046 
000000000453600 	000000000000007 	000000000453600 	000000000453600 	-1.399312168360000e-05 	6.821210263297000e-13 	000000000000000 	2.400000000000000e+00 	1.890980661847000e-02 	5.153761281967000e+03 	4.542689221240000e-09 	-2.926917993768000e+00 	-2.085792561358000e+00 	1.277576230395000e+00 	9.500780513643000e-01 	-7.620317416807000e-09 	5.389510209019000e-10 	1.009553670883000e-05 	-3.185123205185000e-07 	-2.086162567139000e-07 	2.067536115646000e-07 	-4.093750000000000e+00 	1.754062500000000e+02 	000000000000117 
000000000453600 	000000000000002 	000000000453600 	000000000453600 	-2.769557759166000e-04 	9.094947017729000e-12 	000000000000000 	2.400000000000000e+00 	1.654796034563000e-02 	5.153680601120000e+03 	4.362324565471000e-09 	-3.770325808061000e-02 	-1.062206358256000e+00 	-1.949274253108000e+00 	9.664324134120000e-01 	-8.283559329209000e-09 	2.296524230881000e-10 	8.929520845413000e-06 	5.537644028663000e-06 	-2.682209014892000e-07 	-1.303851604462000e-07 	1.084687500000000e+02 	2.135312500000000e+02 	000000000000076 
