year,city,ntd
2011,籓カ,996646
2011,蔼动カ,686354
2012,籓カ,973747
2012,蔼动カ,694285
2013,籓カ,1001798
2013,蔼动カ,709823
2014,籓カ,1001798
2014,蔼动カ,709823
2015,籓カ,1001798
2015,蔼动カ,709823
2016,籓カ,1001798
2016,蔼动カ,709823
2017,籓カ,1001798
2017,蔼动カ,709823
2018,籓カ,1001798
2018,蔼动カ,709823
2019,籓カ,1001798
2019,蔼动カ,709823
2020,籓カ,1001798
2020,蔼动カ,709823
