536914.000	22.9234512	120.2893449	46.496	0.003	-0.001	-0.001	0.00990	0.00990	0.01900	0.03233	0.03233	0.03233
536915.000	22.9234512	120.2893449	46.495	-0.001	0.000	-0.046	0.00990	0.00990	0.01900	0.07679	0.07679	0.07679
536916.000	22.9234512	120.2893449	46.486	-0.003	-0.005	-0.014	0.00990	0.00990	0.01700	0.06582	0.06582	0.06582
536917.000	22.9234512	120.2893449	46.506	0.001	-0.004	-0.013	0.00990	0.00990	0.01800	0.06640	0.06640	0.06640
536918.000	22.9234512	120.2893449	46.490	-0.001	-0.002	-0.003	0.00990	0.00990	0.01700	0.03753	0.03753	0.03753
536919.000	22.9234512	120.2893449	46.491	0.002	-0.004	-0.044	0.00990	0.00990	0.01800	0.07967	0.07967	0.07967
536920.000	22.9234512	120.2893449	46.490	0.006	-0.002	-0.067	0.00990	0.00990	0.01700	0.08198	0.08198	0.08198
536921.000	22.9234512	120.2893449	46.495	0.001	-0.001	-0.035	0.00990	0.00990	0.01700	0.08429	0.08429	0.08429
536922.000	22.9234512	120.2893449	46.488	-0.002	-0.002	0.000	0.00990	0.00990	0.01700	0.03233	0.03233	0.03233
536923.000	22.9234512	120.2893449	46.495	0.000	-0.002	-0.014	0.00990	0.00990	0.01700	0.07448	0.07448	0.07448
536924.000	22.9234512	120.2893449	46.490	0.001	-0.003	-0.005	0.00990	0.00990	0.01700	0.04503	0.04503	0.04503
536925.000	22.9234512	120.2893449	46.496	0.003	-0.001	0.019	0.00990	0.00990	0.01700	0.07159	0.07159	0.07159
536926.000	22.9234512	120.2893449	46.502	0.002	0.000	0.021	0.00990	0.00990	0.01700	0.07332	0.07332	0.07332
536927.000	22.9234512	120.2893449	46.499	0.006	0.002	0.001	0.00990	0.00990	0.01800	0.03060	0.03060	0.03060
536928.000	22.9234512	120.2893448	46.494	-0.001	-0.001	-0.004	0.00990	0.00990	0.01700	0.03868	0.03868	0.03868
536929.000	22.9234512	120.2893449	46.490	0.000	0.003	-0.008	0.00990	0.00990	0.01800	0.05138	0.05138	0.05138
536930.000	22.9234512	120.2893449	46.499	0.004	-0.001	-0.013	0.00990	0.00990	0.01800	0.06697	0.06697	0.06697
536931.000	22.9234512	120.2893449	46.494	0.003	-0.002	-0.011	0.00990	0.00990	0.01900	0.06409	0.06409	0.06409
536932.000	22.9234512	120.2893449	46.501	0.002	-0.005	-0.024	0.00990	0.00990	0.01900	0.07852	0.07852	0.07852
536933.000	22.9234512	120.2893449	46.507	0.001	-0.003	-0.003	0.00990	0.00990	0.01800	0.04272	0.04272	0.04272
536934.000	22.9234512	120.2893449	46.504	-0.001	-0.001	-0.016	0.00990	0.00990	0.01800	0.07044	0.07044	0.07044
536935.000	22.9234512	120.2893449	46.506	-0.001	-0.002	-0.009	0.00990	0.00990	0.01700	0.05947	0.05947	0.05947
536936.000	22.9234512	120.2893450	46.508	-0.001	0.000	-0.028	0.00990	0.00990	0.01800	0.07563	0.07563	0.07563
536937.000	22.9234512	120.2893450	46.514	0.000	0.000	-0.033	0.00990	0.00990	0.01900	0.07736	0.07736	0.07736
536938.000	22.9234512	120.2893450	46.513	0.001	-0.001	0.008	0.00990	0.00990	0.02000	0.05254	0.05254	0.05254
536939.000	22.9234512	120.2893449	46.500	0.002	-0.005	-0.003	0.00990	0.00990	0.01900	0.03349	0.03349	0.03349
536940.000	22.9234512	120.2893449	46.507	0.001	0.004	0.116	0.00990	0.00990	0.01800	0.07621	0.07621	0.07621
536941.000	22.9234512	120.2893449	46.503	-0.001	0.001	0.070	0.00990	0.00990	0.01900	0.08025	0.08025	0.08025
536942.000	22.9234512	120.2893449	46.497	-0.001	-0.001	-0.010	0.00990	0.00990	0.01800	0.05947	0.05947	0.05947
536943.000	22.9234512	120.2893449	46.498	0.001	0.001	-0.029	0.00990	0.00990	0.01800	0.07910	0.07910	0.07910
536944.000	22.9234512	120.2893449	46.506	0.000	0.001	0.032	0.00990	0.00990	0.01800	0.08314	0.08314	0.08314
536945.000	22.9234512	120.2893449	46.506	0.004	-0.001	-0.018	0.00990	0.00990	0.01800	0.08083	0.08083	0.08083
536946.000	22.9234512	120.2893449	46.508	-0.001	-0.001	-0.005	0.00990	0.00990	0.01700	0.05023	0.05023	0.05023
536947.000	22.9234512	120.2893449	46.507	0.002	0.000	0.001	0.00990	0.00990	0.01700	0.03175	0.03175	0.03175
536948.000	22.9234512	120.2893449	46.508	-0.002	-0.002	0.023	0.00990	0.00990	0.01700	0.07621	0.07621	0.07621
536949.000	22.9234512	120.2893449	46.511	0.000	0.002	0.017	0.00990	0.00990	0.01900	0.07159	0.07159	0.07159
536950.000	22.9234512	120.2893449	46.516	0.002	-0.004	0.004	0.00990	0.00990	0.01800	0.03868	0.03868	0.03868
536951.000	22.9234512	120.2893449	46.517	0.003	-0.002	-0.013	0.00990	0.00990	0.01800	0.07044	0.07044	0.07044
536952.000	22.9234512	120.2893449	46.523	-0.001	-0.002	-0.005	0.00990	0.00990	0.01700	0.04446	0.04446	0.04446
536953.000	22.9234512	120.2893449	46.507	0.004	-0.003	-0.010	0.00990	0.00990	0.01800	0.06466	0.06466	0.06466
536954.000	22.9234512	120.2893449	46.524	0.001	-0.004	-0.012	0.00990	0.00990	0.01700	0.06813	0.06813	0.06813
536955.000	22.9234512	120.2893449	46.519	0.001	0.000	0.020	0.00990	0.00990	0.01700	0.07506	0.07506	0.07506
536956.000	22.9234512	120.2893449	46.510	0.004	0.000	-0.021	0.00990	0.00990	0.01700	0.07794	0.07794	0.07794
536957.000	22.9234512	120.2893449	46.511	0.004	0.000	-0.002	0.00990	0.00990	0.01700	0.03868	0.03868	0.03868
536958.000	22.9234512	120.2893449	46.518	0.001	0.002	0.008	0.00990	0.00990	0.01800	0.05600	0.05600	0.05600
536959.000	22.9234512	120.2893449	46.512	0.000	-0.001	0.013	0.00990	0.00990	0.01800	0.06755	0.06755	0.06755
536960.000	22.9234512	120.2893449	46.511	0.003	0.003	-0.017	0.00990	0.00990	0.01800	0.07332	0.07332	0.07332
536961.000	22.9234512	120.2893449	46.520	0.003	-0.003	-0.020	0.00990	0.00990	0.01800	0.07679	0.07679	0.07679
536962.000	22.9234512	120.2893449	46.514	0.001	-0.001	-0.009	0.00990	0.00990	0.01800	0.06178	0.06178	0.06178
536963.000	22.9234512	120.2893449	46.515	0.002	-0.002	-0.009	0.00990	0.00990	0.01800	0.06235	0.06235	0.06235
536964.000	22.9234512	120.2893449	46.517	0.000	0.001	0.008	0.00990	0.00990	0.01800	0.05716	0.05716	0.05716
536965.000	22.9234512	120.2893449	46.510	-0.001	0.000	0.003	0.00990	0.00990	0.01800	0.03695	0.03695	0.03695
536966.000	22.9234512	120.2893449	46.503	0.001	-0.001	0.007	0.00990	0.00990	0.01800	0.05138	0.05138	0.05138
536967.000	22.9234512	120.2893449	46.511	0.002	-0.002	-0.026	0.00990	0.00990	0.01800	0.07910	0.07910	0.07910
536968.000	22.9234511	120.2893448	46.506	-0.003	-0.004	-0.004	0.00990	0.00990	0.01700	0.03984	0.03984	0.03984
536969.000	22.9234511	120.2893448	46.502	0.001	-0.004	-0.013	0.00990	0.00990	0.01700	0.07217	0.07217	0.07217
536970.000	22.9234512	120.2893448	46.502	0.002	0.000	-0.020	0.00990	0.00990	0.01700	0.07794	0.07794	0.07794
536971.000	22.9234511	120.2893448	46.505	-0.001	-0.001	-0.005	0.00990	0.00990	0.01700	0.04677	0.04677	0.04677
536972.000	22.9234511	120.2893448	46.503	0.001	-0.003	-0.005	0.00990	0.00990	0.01700	0.05023	0.05023	0.05023
536973.000	22.9234511	120.2893448	46.507	0.005	-0.005	-0.035	0.00990	0.00990	0.01700	0.08141	0.08141	0.08141
536974.000	22.9234512	120.2893448	46.502	0.004	-0.001	-0.026	0.00990	0.00990	0.01700	0.08025	0.08025	0.08025
536975.000	22.9234512	120.2893449	46.498	0.007	0.011	-0.003	0.00990	0.00990	0.01700	0.02944	0.02944	0.02944
536976.000	22.9234512	120.2893448	46.501	-0.001	0.001	0.017	0.00990	0.00990	0.01700	0.07390	0.07390	0.07390
536977.000	22.9234512	120.2893448	46.489	0.007	-0.003	-0.019	0.00990	0.00990	0.01700	0.07332	0.07332	0.07332
536978.000	22.9234512	120.2893449	46.493	-0.001	-0.001	0.002	0.00990	0.00990	0.01700	0.03695	0.03695	0.03695
536979.000	22.9234512	120.2893449	46.493	0.001	0.003	0.010	0.00990	0.00990	0.01700	0.06351	0.06351	0.06351
536980.000	22.9234512	120.2893449	46.485	0.001	-0.006	-0.028	0.00990	0.00990	0.01700	0.08083	0.08083	0.08083
536981.000	22.9234511	120.2893449	46.490	0.005	0.000	-0.013	0.00990	0.00990	0.01700	0.07275	0.07275	0.07275
536982.000	22.9234511	120.2893449	46.490	0.001	-0.004	-0.001	0.00990	0.00990	0.01700	0.03522	0.03522	0.03522
536983.000	22.9234511	120.2893449	46.494	0.004	-0.001	-0.007	0.00990	0.00990	0.01700	0.05427	0.05427	0.05427
536984.000	22.9234512	120.2893449	46.497	0.003	0.000	-0.021	0.00990	0.00990	0.01700	0.07159	0.07159	0.07159
536985.000	22.9234512	120.2893449	46.492	0.004	-0.002	-0.018	0.00990	0.00990	0.01700	0.07390	0.07390	0.07390
536986.000	22.9234512	120.2893448	46.499	0.003	-0.002	0.002	0.00990	0.00990	0.01700	0.03349	0.03349	0.03349
536987.000	22.9234511	120.2893449	46.499	-0.003	0.000	0.009	0.00990	0.00990	0.01700	0.06062	0.06062	0.06062
