121.386324742 23.4542094220   -5.289    3.794    3.509    3.253
121.475511248 23.6864068495   -1.103   14.237    3.884    3.509
121.391215514 23.6325046608   -5.928  -13.961    4.866    3.743
121.512615064 23.5998108768   29.569  -12.063    4.498    4.152
121.446608587 23.7476038772   -6.931   -1.536    3.039    1.779
121.514115054 23.5995109507   -5.958    5.875    3.509    3.289
121.301280010 24.3389807876    0.634   -8.623    3.509    3.509
121.606693836 23.9767045787  149.062  434.931    3.289    3.253
121.265790991 24.1447847051   -4.206    0.652    4.225    4.126
121.742673811 24.3103014297  -11.553   -4.813    3.914    3.509
121.417122201 23.4933096715   -4.164    3.918    3.509    3.253
121.219486570 24.2437798235   -6.851   -2.180    3.509    3.289
121.498921778 23.4735137777   -8.805    6.727    3.493    3.205
121.803365241 24.4506002982   -3.168    1.910    3.509    3.139
121.543999024 23.8985039709  -91.909  -49.647    3.509    3.205
121.375973814 24.4294815884   -2.595  -10.720    3.844    3.844
121.603491656 24.0192032592  -54.002 -261.248    4.279    3.586
121.644785138 24.1291020536    2.898  -97.391    3.493    3.205
121.555904531 23.7889075362   -6.381   24.429    4.692    4.282
121.647585201 24.1270022366    0.960  -97.337    3.272    3.139
121.434605391 23.8132015187  -21.106   -2.231    4.693    4.604
121.591399606 23.8716068113  -19.729   92.682    3.509    3.289
121.301679220 24.3535803914   -3.083   -2.543    3.899    3.769
121.594997808 23.9048060514  -17.445  194.954    4.640    4.282
